num_threads,vector_size,mfc/s
1, 1000000 ,39.8375,"
2, 1000000 ,68.5354,"
3, 1000000 ,87.4967,"
4, 1000000 ,102.281,"
5, 1000000 ,119.36,"
6, 1000000 ,134.427,"
7, 1000000 ,133.156,"
8, 1000000 ,143.164,"
9, 1000000 ,156.887,"
10, 1000000 ,161.812,"
11, 1000000 ,116.279,"
12, 1000000 ,173.943,"
13, 1000000 ,141.663,"
14, 1000000 ,109.673,"
15, 1000000 ,123.808,"
16, 1000000 ,53.8793,"
1, 2000000 ,46.0426,"
2, 2000000 ,79.5735,"
3, 2000000 ,107.585,"
4, 2000000 ,135.355,"
5, 2000000 ,153.657,"
6, 2000000 ,172.25,"
7, 2000000 ,186.916,"
8, 2000000 ,204.374,"
9, 2000000 ,212.495,"
10, 2000000 ,209.93,"
11, 2000000 ,232.396,"
12, 2000000 ,240.067,"
13, 2000000 ,257.102,"
14, 2000000 ,98.4834,"
15, 2000000 ,257.003,"
16, 2000000 ,180.832,"
1, 3000000 ,48.2602,"
2, 3000000 ,85.7265,"
3, 3000000 ,124.167,"
4, 3000000 ,144.155,"
5, 3000000 ,171.517,"
6, 3000000 ,196.98,"
7, 3000000 ,217.014,"
8, 3000000 ,234.613,"
9, 3000000 ,256.213,"
10, 3000000 ,262.215,"
11, 3000000 ,166.583,"
12, 3000000 ,298.626,"
13, 3000000 ,293.255,"
14, 3000000 ,304.569,"
15, 3000000 ,315.69,"
16, 3000000 ,324.851,"
1, 4000000 ,51.561,"
2, 4000000 ,90.214,"
3, 4000000 ,123.419,"
4, 4000000 ,155.624,"
5, 4000000 ,182.274,"
6, 4000000 ,209.227,"
7, 4000000 ,234.88,"
8, 4000000 ,254.728,"
9, 4000000 ,264.044,"
10, 4000000 ,288.455,"
11, 4000000 ,319.54,"
12, 4000000 ,201.623,"
13, 4000000 ,171.196,"
14, 4000000 ,356.856,"
15, 4000000 ,187.283,"
16, 4000000 ,368.392,"
1, 5000000 ,47.004,"
2, 5000000 ,94.2934,"
3, 5000000 ,127.201,"
4, 5000000 ,163.367,"
5, 5000000 ,192.441,"
6, 5000000 ,233.699,"
7, 5000000 ,246.731,"
8, 5000000 ,277.223,"
9, 5000000 ,293.479,"
10, 5000000 ,318.898,"
11, 5000000 ,290.951,"
12, 5000000 ,341.483,"
13, 5000000 ,370.645,"
14, 5000000 ,388.018,"
15, 5000000 ,320.595,"
16, 5000000 ,131.068,"
1, 6000000 ,51.6827,"
2, 6000000 ,95.3092,"
3, 6000000 ,130.503,"
4, 6000000 ,165.467,"
5, 6000000 ,199.88,"
6, 6000000 ,230.938,"
7, 6000000 ,257.246,"
8, 6000000 ,289.24,"
9, 6000000 ,290.698,"
10, 6000000 ,302.74,"
11, 6000000 ,348.008,"
12, 6000000 ,376.459,"
13, 6000000 ,357.91,"
14, 6000000 ,256.432,"
15, 6000000 ,406.559,"
16, 6000000 ,343.485,"
1, 7000000 ,50.6997,"
2, 7000000 ,101.501,"
3, 7000000 ,135.762,"
4, 7000000 ,170.557,"
5, 7000000 ,206.447,"
6, 7000000 ,237.256,"
7, 7000000 ,266.383,"
8, 7000000 ,297.644,"
9, 7000000 ,313.494,"
10, 7000000 ,296.422,"
11, 7000000 ,370.233,"
12, 7000000 ,382.953,"
13, 7000000 ,252.352,"
14, 7000000 ,431.539,"
15, 7000000 ,431.486,"
16, 7000000 ,269.055,"
1, 8000000 ,59.6067,"
2, 8000000 ,104.601,"
3, 8000000 ,139.273,"
4, 8000000 ,176.336,"
5, 8000000 ,210.194,"
6, 8000000 ,241.458,"
7, 8000000 ,274.791,"
8, 8000000 ,304.159,"
9, 8000000 ,328.165,"
10, 8000000 ,357.366,"
11, 8000000 ,382.482,"
12, 8000000 ,305.309,"
13, 8000000 ,425.283,"
14, 8000000 ,443.853,"
15, 8000000 ,482.509,"
16, 8000000 ,338.553,"
1, 9000000 ,56.5149,"
2, 9000000 ,95.06,"
3, 9000000 ,142.816,"
4, 9000000 ,167.268,"
5, 9000000 ,216.336,"
6, 9000000 ,250.745,"
7, 9000000 ,282.743,"
8, 9000000 ,308.663,"
9, 9000000 ,366.375,"
10, 9000000 ,364.904,"
11, 9000000 ,372.424,"
12, 9000000 ,415.053,"
13, 9000000 ,435.245,"
14, 9000000 ,421.21,"
15, 9000000 ,484.6,"
16, 9000000 ,474.608,"
1, 10000000 ,64.6751,"
2, 10000000 ,108.821,"
3, 10000000 ,147.343,"
4, 10000000 ,185.532,"
5, 10000000 ,221.464,"
6, 10000000 ,255.011,"
7, 10000000 ,285.959,"
8, 10000000 ,369.713,"
9, 10000000 ,318.38,"
10, 10000000 ,394.011,"
11, 10000000 ,396.212,"
12, 10000000 ,411.709,"
13, 10000000 ,444.444,"
14, 10000000 ,468.582,"
15, 10000000 ,505.229,"
16, 10000000 ,428.266,"
