num_threads,vector_size,mfc/s
1, 1000000 ,39.5993,"
2, 1000000 ,68.0318,"
3, 1000000 ,87.3515,"
4, 1000000 ,106.792,"
5, 1000000 ,123.138,"
6, 1000000 ,125.047,"
7, 1000000 ,134.445,"
8, 1000000 ,146.692,"
9, 1000000 ,152.555,"
10, 1000000 ,149.499,"
11, 1000000 ,151.012,"
12, 1000000 ,142.308,"
13, 1000000 ,148.965,"
14, 1000000 ,70.028,"
15, 1000000 ,156.201,"
16, 1000000 ,72.9395,"
1, 2000000 ,43.7464,"
2, 2000000 ,79.8212,"
3, 2000000 ,108.838,"
4, 2000000 ,130.225,"
5, 2000000 ,152.242,"
6, 2000000 ,172.206,"
7, 2000000 ,181.934,"
8, 2000000 ,205.255,"
9, 2000000 ,217.273,"
10, 2000000 ,223.489,"
11, 2000000 ,234,"
12, 2000000 ,228.102,"
13, 2000000 ,242.895,"
14, 2000000 ,245.308,"
15, 2000000 ,175.577,"
16, 2000000 ,263.678,"
1, 3000000 ,48.6926,"
2, 3000000 ,85.8295,"
3, 3000000 ,117.242,"
4, 3000000 ,143.499,"
5, 3000000 ,169.664,"
6, 3000000 ,198.675,"
7, 3000000 ,215.967,"
8, 3000000 ,237.21,"
9, 3000000 ,233.845,"
10, 3000000 ,247.321,"
11, 3000000 ,265.205,"
12, 3000000 ,291.886,"
13, 3000000 ,297.796,"
14, 3000000 ,178.37,"
15, 3000000 ,307.409,"
16, 3000000 ,305.655,"
1, 4000000 ,50.5306,"
2, 4000000 ,87.7116,"
3, 4000000 ,122.294,"
4, 4000000 ,152.561,"
5, 4000000 ,193.358,"
6, 4000000 ,210.826,"
7, 4000000 ,238.806,"
8, 4000000 ,255.151,"
9, 4000000 ,276.759,"
10, 4000000 ,275.141,"
11, 4000000 ,314.738,"
12, 4000000 ,324.781,"
13, 4000000 ,211.495,"
14, 4000000 ,317.965,"
15, 4000000 ,304.715,"
16, 4000000 ,270.764,"
1, 5000000 ,52.9364,"
2, 5000000 ,94.0079,"
3, 5000000 ,129.009,"
4, 5000000 ,161.072,"
5, 5000000 ,189.667,"
6, 5000000 ,218.761,"
7, 5000000 ,245.411,"
8, 5000000 ,270.037,"
9, 5000000 ,293.358,"
10, 5000000 ,303.822,"
11, 5000000 ,330.841,"
12, 5000000 ,327.933,"
13, 5000000 ,371.499,"
14, 5000000 ,382.878,"
15, 5000000 ,360.828,"
16, 5000000 ,275.043,"
1, 6000000 ,55.3506,"
2, 6000000 ,94.6686,"
3, 6000000 ,135.719,"
4, 6000000 ,167.879,"
5, 6000000 ,199.967,"
6, 6000000 ,229.428,"
7, 6000000 ,256.246,"
8, 6000000 ,282.433,"
9, 6000000 ,308.737,"
10, 6000000 ,336.719,"
11, 6000000 ,348.088,"
12, 6000000 ,373.878,"
13, 6000000 ,399.494,"
14, 6000000 ,352.423,"
15, 6000000 ,387.472,"
16, 6000000 ,397.509,"
1, 7000000 ,50.9554,"
2, 7000000 ,101.286,"
3, 7000000 ,135.901,"
4, 7000000 ,171.178,"
5, 7000000 ,203.341,"
6, 7000000 ,235.01,"
7, 7000000 ,265.353,"
8, 7000000 ,280.415,"
9, 7000000 ,316.613,"
10, 7000000 ,350.403,"
11, 7000000 ,351.723,"
12, 7000000 ,315.813,"
13, 7000000 ,246.905,"
14, 7000000 ,374.472,"
15, 7000000 ,450.799,"
16, 7000000 ,463.085,"
1, 8000000 ,49.803,"
2, 8000000 ,104.349,"
3, 8000000 ,139.225,"
4, 8000000 ,177.085,"
5, 8000000 ,209.831,"
6, 8000000 ,243.494,"
7, 8000000 ,272.146,"
8, 8000000 ,301.557,"
9, 8000000 ,327.212,"
10, 8000000 ,347.902,"
11, 8000000 ,374.444,"
12, 8000000 ,263.817,"
13, 8000000 ,425.894,"
14, 8000000 ,450.527,"
15, 8000000 ,455.581,"
16, 8000000 ,453.798,"
1, 9000000 ,53.7676,"
2, 9000000 ,84.9907,"
3, 9000000 ,142.608,"
4, 9000000 ,179.165,"
5, 9000000 ,215.553,"
6, 9000000 ,247.879,"
7, 9000000 ,277.967,"
8, 9000000 ,309.992,"
9, 9000000 ,330.858,"
10, 9000000 ,356.379,"
11, 9000000 ,383.763,"
12, 9000000 ,425.814,"
13, 9000000 ,437.36,"
14, 9000000 ,306.675,"
15, 9000000 ,486.329,"
16, 9000000 ,458.225,"
1, 10000000 ,64.1289,"
2, 10000000 ,108.759,"
3, 10000000 ,143.439,"
4, 10000000 ,183.046,"
5, 10000000 ,218.188,"
6, 10000000 ,250.721,"
7, 10000000 ,287.546,"
8, 10000000 ,319.53,"
9, 10000000 ,342.83,"
10, 10000000 ,378.874,"
11, 10000000 ,398.629,"
12, 10000000 ,429.24,"
13, 10000000 ,430.2,"
14, 10000000 ,455.685,"
15, 10000000 ,484.262,"
16, 10000000 ,511.091,"
