num_threads,vector_size,mfc/s,hpx_counter
1, 1000000 ,15.0157,"
/threads{locality#0/total/total}/idle-rate,1,1.062873,[s],9729,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.062913,[s],9728,[0.01%] "
2, 1000000 ,17.7283,"
/threads{locality#0/total/total}/idle-rate,1,1.052075,[s],9856,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.052145,[s],9868,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.052124,[s],9841,[0.01%] "
3, 1000000 ,18.2852,"
/threads{locality#0/total/total}/idle-rate,1,1.049594,[s],9905,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.049666,[s],9902,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.049711,[s],9883,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.049733,[s],9929,[0.01%] "
4, 1000000 ,19.295,"
/threads{locality#0/total/total}/idle-rate,1,1.051298,[s],9928,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.051332,[s],9944,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.051613,[s],9951,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.051674,[s],9900,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.051609,[s],9916,[0.01%] "
5, 1000000 ,19.692,"
/threads{locality#0/total/total}/idle-rate,1,1.042881,[s],9945,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.042688,[s],9931,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.042637,[s],9958,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.042949,[s],9962,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.042693,[s],9954,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.043000,[s],9916,[0.01%] "
6, 1000000 ,20.0312,"
/threads{locality#0/total/total}/idle-rate,1,1.040962,[s],9954,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.041424,[s],9962,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.041217,[s],9946,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.041315,[s],9965,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.041118,[s],9966,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.041002,[s],9921,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.041153,[s],9961,[0.01%] "
7, 1000000 ,20.4169,"
/threads{locality#0/total/total}/idle-rate,1,1.038911,[s],9962,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.038631,[s],9953,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.038735,[s],9970,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.038567,[s],9971,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.038975,[s],9972,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.038526,[s],9930,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.039009,[s],9968,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.038572,[s],9967,[0.01%] "
8, 1000000 ,19.609,"
/threads{locality#0/total/total}/idle-rate,1,1.055478,[s],9971,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.055671,[s],9955,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.055813,[s],9942,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.055507,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.056003,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.055885,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.055791,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.056031,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.055913,[s],9978,[0.01%] "
9, 1000000 ,19.8716,"
/threads{locality#0/total/total}/idle-rate,1,1.056316,[s],9963,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.056176,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.056161,[s],9952,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.056581,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.056462,[s],9974,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.056280,[s],7616,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.056101,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.056460,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.056484,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.056277,[s],9952,[0.01%] "
10, 1000000 ,16.9543,"
/threads{locality#0/total/total}/idle-rate,1,1.067432,[s],9971,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.068070,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.068114,[s],9960,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.067566,[s],9947,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.067879,[s],9983,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.067817,[s],9984,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.067692,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.067608,[s],9982,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.067591,[s],9981,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.067402,[s],9968,[0.01%]
/threads{locality#0/pool#default/worker-thread#9}/idle-rate,1,1.068289,[s],9979,[0.01%] "
11, 1000000 ,20.1906,"
/threads{locality#0/total/total}/idle-rate,1,1.045444,[s],9967,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.045504,[s],9972,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.046342,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.045936,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.046393,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.046124,[s],9938,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.045629,[s],9982,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.046006,[s],9983,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.046128,[s],9958,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.045965,[s],9974,[0.01%]
/threads{locality#0/pool#default/worker-thread#9}/idle-rate,1,1.046448,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#10}/idle-rate,1,1.046481,[s],9976,[0.01%] "
12, 1000000 ,17.2843,"
/threads{locality#0/total/total}/idle-rate,1,1.068427,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.068588,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.067563,[s],9947,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.067657,[s],9985,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.067298,[s],9983,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.068219,[s],9985,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.068165,[s],9983,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.068023,[s],9987,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.067781,[s],9982,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.068261,[s],9964,[0.01%]
/threads{locality#0/pool#default/worker-thread#9}/idle-rate,1,1.068269,[s],9987,[0.01%]
/threads{locality#0/pool#default/worker-thread#10}/idle-rate,1,1.068495,[s],9984,[0.01%]
/threads{locality#0/pool#default/worker-thread#11}/idle-rate,1,1.068514,[s],9989,[0.01%] "
