num_threads,vector_size,mfc/s
1, 1000000 ,38.2599,"
2, 1000000 ,73.2279,"
3, 1000000 ,88.4017,"
4, 1000000 ,106.406,"
5, 1000000 ,112.473,"
6, 1000000 ,132.38,"
7, 1000000 ,137.571,"
8, 1000000 ,144.928,"
9, 1000000 ,147.254,"
10, 1000000 ,68.4135,"
11, 1000000 ,154.154,"
12, 1000000 ,157.06,"
13, 1000000 ,161.005,"
14, 1000000 ,163.106,"
15, 1000000 ,163.666,"
16, 1000000 ,65.8501,"
1, 2000000 ,44.7708,"
2, 2000000 ,80.1186,"
3, 2000000 ,108.12,"
4, 2000000 ,130.933,"
5, 2000000 ,137.325,"
6, 2000000 ,166.903,"
7, 2000000 ,189.34,"
8, 2000000 ,183.066,"
9, 2000000 ,212.359,"
10, 2000000 ,207.965,"
11, 2000000 ,229.911,"
12, 2000000 ,240.385,"
13, 2000000 ,235.488,"
14, 2000000 ,230.681,"
15, 2000000 ,251.699,"
16, 2000000 ,267.989,"
1, 3000000 ,47.2515,"
2, 3000000 ,85.3825,"
3, 3000000 ,117.698,"
4, 3000000 ,145.307,"
5, 3000000 ,168.691,"
6, 3000000 ,192.926,"
7, 3000000 ,219.571,"
8, 3000000 ,227.721,"
9, 3000000 ,249.626,"
10, 3000000 ,266.572,"
11, 3000000 ,279.252,"
12, 3000000 ,248.159,"
13, 3000000 ,305.686,"
14, 3000000 ,208.145,"
15, 3000000 ,292.626,"
16, 3000000 ,317.46,"
1, 4000000 ,50.092,"
2, 4000000 ,89.9564,"
3, 4000000 ,122.418,"
4, 4000000 ,156.146,"
5, 4000000 ,182.907,"
6, 4000000 ,211.73,"
7, 4000000 ,236.379,"
8, 4000000 ,256.164,"
9, 4000000 ,275.938,"
10, 4000000 ,290.846,"
11, 4000000 ,307.953,"
12, 4000000 ,196.367,"
13, 4000000 ,337.838,"
14, 4000000 ,294.442,"
15, 4000000 ,228.324,"
16, 4000000 ,147.4,"
1, 5000000 ,53.3624,"
2, 5000000 ,94.5072,"
3, 5000000 ,128.304,"
4, 5000000 ,160.133,"
5, 5000000 ,192.249,"
6, 5000000 ,219.945,"
7, 5000000 ,244.308,"
8, 5000000 ,271.828,"
9, 5000000 ,299.527,"
10, 5000000 ,313.342,"
11, 5000000 ,330.929,"
12, 5000000 ,358.089,"
13, 5000000 ,344.068,"
14, 5000000 ,390.046,"
15, 5000000 ,398.629,"
16, 5000000 ,390.747,"
1, 6000000 ,55.9561,"
2, 6000000 ,95.8911,"
3, 6000000 ,132.908,"
4, 6000000 ,165.276,"
5, 6000000 ,198.919,"
6, 6000000 ,231.75,"
7, 6000000 ,254.972,"
8, 6000000 ,282.805,"
9, 6000000 ,314.713,"
10, 6000000 ,330.688,"
11, 6000000 ,210.593,"
12, 6000000 ,371.149,"
13, 6000000 ,387.372,"
14, 6000000 ,394.659,"
15, 6000000 ,301.963,"
16, 6000000 ,420.964,"
1, 7000000 ,57.6839,"
2, 7000000 ,85.7959,"
3, 7000000 ,137.6,"
4, 7000000 ,171.434,"
5, 7000000 ,203.802,"
6, 7000000 ,250.815,"
7, 7000000 ,258.303,"
8, 7000000 ,294.849,"
9, 7000000 ,316.127,"
10, 7000000 ,342.818,"
11, 7000000 ,364.678,"
12, 7000000 ,367.898,"
13, 7000000 ,422.119,"
14, 7000000 ,397.05,"
15, 7000000 ,275.525,"
16, 7000000 ,295.321,"
1, 8000000 ,62.0319,"
2, 8000000 ,103.834,"
3, 8000000 ,140.076,"
4, 8000000 ,174.791,"
5, 8000000 ,210.222,"
6, 8000000 ,241.291,"
7, 8000000 ,275.719,"
8, 8000000 ,296.714,"
9, 8000000 ,334.49,"
10, 8000000 ,345.229,"
11, 8000000 ,385.896,"
12, 8000000 ,360.881,"
13, 8000000 ,426.803,"
14, 8000000 ,383.619,"
15, 8000000 ,470.09,"
16, 8000000 ,457.797,"
1, 9000000 ,62.5165,"
2, 9000000 ,110.489,"
3, 9000000 ,143.374,"
4, 9000000 ,178.596,"
5, 9000000 ,213.655,"
6, 9000000 ,247.368,"
7, 9000000 ,279.174,"
8, 9000000 ,315.601,"
9, 9000000 ,335.871,"
10, 9000000 ,361.925,"
11, 9000000 ,383.354,"
12, 9000000 ,407.48,"
13, 9000000 ,438.875,"
14, 9000000 ,414.326,"
15, 9000000 ,436.639,"
16, 9000000 ,310.152,"
1, 10000000 ,84.0386,"
2, 10000000 ,110.028,"
3, 10000000 ,146.359,"
4, 10000000 ,185.722,"
5, 10000000 ,220.007,"
6, 10000000 ,254.194,"
7, 10000000 ,285.168,"
8, 10000000 ,314.376,"
9, 10000000 ,344.151,"
10, 10000000 ,343.879,"
11, 10000000 ,404.973,"
12, 10000000 ,435.407,"
13, 10000000 ,403.307,"
14, 10000000 ,473.956,"
15, 10000000 ,384.956,"
16, 10000000 ,331.148,"
