num_threads,vector_size,mfc/s
1, 1000000 ,39.5554,"
2, 1000000 ,67.8058,"
3, 1000000 ,80.7885,"
4, 1000000 ,103.37,"
5, 1000000 ,119.318,"
6, 1000000 ,126.646,"
7, 1000000 ,138.927,"
8, 1000000 ,144.134,"
9, 1000000 ,152.369,"
10, 1000000 ,153.965,"
11, 1000000 ,159.49,"
12, 1000000 ,164.312,"
13, 1000000 ,54.7885,"
14, 1000000 ,144.488,"
15, 1000000 ,128.008,"
16, 1000000 ,105.798,"
1, 2000000 ,44.8984,"
2, 2000000 ,76.6577,"
3, 2000000 ,103.439,"
4, 2000000 ,132.758,"
5, 2000000 ,145.55,"
6, 2000000 ,164.541,"
7, 2000000 ,183.15,"
8, 2000000 ,199.98,"
9, 2000000 ,206.548,"
10, 2000000 ,223.115,"
11, 2000000 ,182.665,"
12, 2000000 ,241.663,"
13, 2000000 ,129.016,"
14, 2000000 ,219.082,"
15, 2000000 ,151.711,"
16, 2000000 ,210.283,"
1, 3000000 ,48.6768,"
2, 3000000 ,85.9944,"
3, 3000000 ,115.692,"
4, 3000000 ,146.656,"
5, 3000000 ,172.871,"
6, 3000000 ,197.031,"
7, 3000000 ,217.707,"
8, 3000000 ,238.968,"
9, 3000000 ,184.479,"
10, 3000000 ,267.738,"
11, 3000000 ,277.111,"
12, 3000000 ,268.288,"
13, 3000000 ,298.805,"
14, 3000000 ,313.709,"
15, 3000000 ,179.533,"
16, 3000000 ,144.921,"
1, 4000000 ,51.798,"
2, 4000000 ,87.9121,"
3, 4000000 ,122.542,"
4, 4000000 ,154.273,"
5, 4000000 ,183.293,"
6, 4000000 ,210.482,"
7, 4000000 ,225.365,"
8, 4000000 ,225.976,"
9, 4000000 ,267.989,"
10, 4000000 ,301.978,"
11, 4000000 ,312.159,"
12, 4000000 ,316.356,"
13, 4000000 ,327.869,"
14, 4000000 ,355.334,"
15, 4000000 ,376.435,"
16, 4000000 ,256.789,"
1, 5000000 ,52.9325,"
2, 5000000 ,94.5269,"
3, 5000000 ,128.541,"
4, 5000000 ,160.705,"
5, 5000000 ,191.534,"
6, 5000000 ,218.388,"
7, 5000000 ,244.272,"
8, 5000000 ,276.717,"
9, 5000000 ,293.444,"
10, 5000000 ,314.09,"
11, 5000000 ,335.211,"
12, 5000000 ,355.467,"
13, 5000000 ,365.15,"
14, 5000000 ,381.621,"
15, 5000000 ,356.379,"
16, 5000000 ,421.656,"
1, 6000000 ,55.1851,"
2, 6000000 ,97.4516,"
3, 6000000 ,132.138,"
4, 6000000 ,166.141,"
5, 6000000 ,198.21,"
6, 6000000 ,228.798,"
7, 6000000 ,257.091,"
8, 6000000 ,287.715,"
9, 6000000 ,322.615,"
10, 6000000 ,329.87,"
11, 6000000 ,318.184,"
12, 6000000 ,364.853,"
13, 6000000 ,389.181,"
14, 6000000 ,343.21,"
15, 6000000 ,430.416,"
16, 6000000 ,274.524,"
1, 7000000 ,60.6775,"
2, 7000000 ,98.0626,"
3, 7000000 ,145.806,"
4, 7000000 ,173.637,"
5, 7000000 ,205.689,"
6, 7000000 ,228.9,"
7, 7000000 ,265.393,"
8, 7000000 ,294.427,"
9, 7000000 ,314.847,"
10, 7000000 ,317.475,"
11, 7000000 ,362.525,"
12, 7000000 ,389.278,"
13, 7000000 ,414.324,"
14, 7000000 ,426.959,"
15, 7000000 ,431.619,"
16, 7000000 ,326.477,"
1, 8000000 ,60.3842,"
2, 8000000 ,102.733,"
3, 8000000 ,138.983,"
4, 8000000 ,176.655,"
5, 8000000 ,210.344,"
6, 8000000 ,228.154,"
7, 8000000 ,273.766,"
8, 8000000 ,306.455,"
9, 8000000 ,328.367,"
10, 8000000 ,322.152,"
11, 8000000 ,361.909,"
12, 8000000 ,402.273,"
13, 8000000 ,417.21,"
14, 8000000 ,311.514,"
15, 8000000 ,464.576,"
16, 8000000 ,493.888,"
1, 9000000 ,61.8901,"
2, 9000000 ,107.468,"
3, 9000000 ,144.711,"
4, 9000000 ,170.571,"
5, 9000000 ,214.613,"
6, 9000000 ,249.536,"
7, 9000000 ,278.242,"
8, 9000000 ,308.283,"
9, 9000000 ,340.278,"
10, 9000000 ,349.732,"
11, 9000000 ,393.908,"
12, 9000000 ,420.954,"
13, 9000000 ,459.067,"
14, 9000000 ,460.877,"
15, 9000000 ,437.042,"
16, 9000000 ,255.428,"
1, 10000000 ,63.7004,"
2, 10000000 ,109.001,"
3, 10000000 ,134.133,"
4, 10000000 ,171.792,"
5, 10000000 ,203.944,"
6, 10000000 ,252.22,"
7, 10000000 ,285.543,"
8, 10000000 ,318.431,"
9, 10000000 ,342.208,"
10, 10000000 ,385.015,"
11, 10000000 ,424.755,"
12, 10000000 ,435.825,"
13, 10000000 ,322.914,"
14, 10000000 ,469.682,"
15, 10000000 ,505.894,"
16, 10000000 ,523.122,"
