num_threads,vector_size,mfc/s
1, 1000000 ,38.8033,"
2, 1000000 ,68.7427,"
3, 1000000 ,87.0928,"
4, 1000000 ,107.089,"
5, 1000000 ,115.888,"
6, 1000000 ,127.975,"
7, 1000000 ,133.869,"
8, 1000000 ,142.939,"
9, 1000000 ,147.037,"
10, 1000000 ,158.504,"
11, 1000000 ,70.7414,"
12, 1000000 ,162.075,"
13, 1000000 ,150.534,"
14, 1000000 ,148.324,"
15, 1000000 ,148.522,"
16, 1000000 ,135.538,"
1, 2000000 ,43.6234,"
2, 2000000 ,77.7242,"
3, 2000000 ,106.44,"
4, 2000000 ,132.494,"
5, 2000000 ,153.081,"
6, 2000000 ,188.875,"
7, 2000000 ,184.111,"
8, 2000000 ,197.394,"
9, 2000000 ,215.82,"
10, 2000000 ,219.515,"
11, 2000000 ,219.491,"
12, 2000000 ,234.907,"
13, 2000000 ,245.188,"
14, 2000000 ,249.844,"
15, 2000000 ,151.217,"
16, 2000000 ,239.521,"
1, 3000000 ,47.0729,"
2, 3000000 ,85.453,"
3, 3000000 ,115.411,"
4, 3000000 ,145.075,"
5, 3000000 ,170.522,"
6, 3000000 ,194.995,"
7, 3000000 ,219.154,"
8, 3000000 ,237.079,"
9, 3000000 ,252.249,"
10, 3000000 ,247.811,"
11, 3000000 ,281.875,"
12, 3000000 ,290.22,"
13, 3000000 ,308.23,"
14, 3000000 ,310.752,"
15, 3000000 ,334.411,"
16, 3000000 ,320.993,"
1, 4000000 ,53.224,"
2, 4000000 ,90.7915,"
3, 4000000 ,121.455,"
4, 4000000 ,154.309,"
5, 4000000 ,178.317,"
6, 4000000 ,212.224,"
7, 4000000 ,233.522,"
8, 4000000 ,258.95,"
9, 4000000 ,275.862,"
10, 4000000 ,294.877,"
11, 4000000 ,313.21,"
12, 4000000 ,330.879,"
13, 4000000 ,318.269,"
14, 4000000 ,301.386,"
15, 4000000 ,364.199,"
16, 4000000 ,370.954,"
1, 5000000 ,53.0622,"
2, 5000000 ,93.7559,"
3, 5000000 ,130.093,"
4, 5000000 ,141.535,"
5, 5000000 ,194.522,"
6, 5000000 ,220.332,"
7, 5000000 ,239.029,"
8, 5000000 ,268.298,"
9, 5000000 ,294.707,"
10, 5000000 ,311.526,"
11, 5000000 ,333.89,"
12, 5000000 ,316.616,"
13, 5000000 ,340.321,"
14, 5000000 ,365.738,"
15, 5000000 ,247.709,"
16, 5000000 ,258.705,"
1, 6000000 ,55.3766,"
2, 6000000 ,98.0552,"
3, 6000000 ,132.955,"
4, 6000000 ,167.392,"
5, 6000000 ,198.86,"
6, 6000000 ,229.911,"
7, 6000000 ,259.224,"
8, 6000000 ,280.125,"
9, 6000000 ,307.267,"
10, 6000000 ,307.629,"
11, 6000000 ,351.329,"
12, 6000000 ,374.251,"
13, 6000000 ,387.672,"
14, 6000000 ,400.534,"
15, 6000000 ,417.537,"
16, 6000000 ,442.347,"
1, 7000000 ,57.7911,"
2, 7000000 ,101.495,"
3, 7000000 ,136.181,"
4, 7000000 ,171.409,"
5, 7000000 ,191.854,"
6, 7000000 ,238.338,"
7, 7000000 ,259.298,"
8, 7000000 ,292.215,"
9, 7000000 ,315.699,"
10, 7000000 ,341.314,"
11, 7000000 ,365.612,"
12, 7000000 ,388.802,"
13, 7000000 ,409.141,"
14, 7000000 ,429.211,"
15, 7000000 ,313.227,"
16, 7000000 ,282.623,"
1, 8000000 ,60.33,"
2, 8000000 ,100.879,"
3, 8000000 ,140.637,"
4, 8000000 ,176.62,"
5, 8000000 ,221.852,"
6, 8000000 ,245.113,"
7, 8000000 ,275.7,"
8, 8000000 ,305.297,"
9, 8000000 ,315.931,"
10, 8000000 ,315.06,"
11, 8000000 ,372.353,"
12, 8000000 ,403.959,"
13, 8000000 ,428.771,"
14, 8000000 ,455.763,"
15, 8000000 ,465.143,"
16, 8000000 ,493.066,"
1, 9000000 ,62.1818,"
2, 9000000 ,106.534,"
3, 9000000 ,143.561,"
4, 9000000 ,181.302,"
5, 9000000 ,211.994,"
6, 9000000 ,248.351,"
7, 9000000 ,278.457,"
8, 9000000 ,311.171,"
9, 9000000 ,339.277,"
10, 9000000 ,322.696,"
11, 9000000 ,392.567,"
12, 9000000 ,401.66,"
13, 9000000 ,259.898,"
14, 9000000 ,429.144,"
15, 9000000 ,308.103,"
16, 9000000 ,339.738,"
1, 10000000 ,64.1659,"
2, 10000000 ,109.987,"
3, 10000000 ,133.246,"
4, 10000000 ,184.826,"
5, 10000000 ,218.498,"
6, 10000000 ,254.007,"
7, 10000000 ,283.527,"
8, 10000000 ,319.254,"
9, 10000000 ,332.945,"
10, 10000000 ,373.371,"
11, 10000000 ,393.174,"
12, 10000000 ,340.971,"
13, 10000000 ,428.725,"
14, 10000000 ,475.15,"
15, 10000000 ,507.382,"
16, 10000000 ,333.089,"
