num_threads,vector_size,mfc/s,hpx_counter
1, 1000000 ,14.9198,"
/threads{locality#0/total/total}/idle-rate,1,1.059498,[s],9725,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.059535,[s],9725,[0.01%] "
2, 1000000 ,17.5454,"
/threads{locality#0/total/total}/idle-rate,1,1.052321,[s],9858,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.052301,[s],9869,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.052326,[s],9843,[0.01%] "
3, 1000000 ,18.5763,"
/threads{locality#0/total/total}/idle-rate,1,1.048929,[s],9909,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.048743,[s],9933,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.048971,[s],9884,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.048869,[s],9906,[0.01%] "
4, 1000000 ,18.8686,"
/threads{locality#0/total/total}/idle-rate,1,1.048639,[s],9929,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.048256,[s],9945,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.048166,[s],9900,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.048317,[s],9946,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.048226,[s],9923,[0.01%] "
5, 1000000 ,18.2402,"
/threads{locality#0/total/total}/idle-rate,1,1.046231,[s],9943,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.046178,[s],9938,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.046416,[s],9952,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.046331,[s],9960,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.046224,[s],9909,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.046457,[s],9953,[0.01%] "
6, 1000000 ,19.327,"
/threads{locality#0/total/total}/idle-rate,1,1.047399,[s],9950,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.047753,[s],9958,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.047579,[s],9964,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.047943,[s],9962,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.047704,[s],9965,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.047545,[s],9934,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.048001,[s],9915,[0.01%] "
7, 1000000 ,19.9537,"
/threads{locality#0/total/total}/idle-rate,1,1.039609,[s],9960,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.039444,[s],9974,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.039808,[s],9969,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.040110,[s],9973,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.039713,[s],9948,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.039909,[s],9970,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.039739,[s],9926,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.039638,[s],9963,[0.01%] "
8, 1000000 ,19.8055,"
/threads{locality#0/total/total}/idle-rate,1,1.054998,[s],9964,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.054945,[s],9973,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.055109,[s],9949,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.055218,[s],9929,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.055396,[s],9973,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.055462,[s],9969,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.055573,[s],9970,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.055477,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.055198,[s],9973,[0.01%] "
9, 1000000 ,19.8247,"
/threads{locality#0/total/total}/idle-rate,1,1.050898,[s],9957,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.051642,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.051205,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.050788,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.051370,[s],9971,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.051496,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.051058,[s],9107,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.050827,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.050954,[s],7870,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.051261,[s],9910,[0.01%] "
10, 1000000 ,20.6164,"
/threads{locality#0/total/total}/idle-rate,1,1.056484,[s],9970,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.056350,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.056177,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.056244,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.056191,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.056588,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.056109,[s],9930,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.056292,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.056241,[s],9981,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.056578,[s],9944,[0.01%]
/threads{locality#0/pool#default/worker-thread#9}/idle-rate,1,1.056029,[s],9976,[0.01%] "
