1,13.943496
2,7.037506
3,4.671597
4,3.412493
5,2.776627
6,2.320277
7,1.994038
8,1.788571
9,1.605055
10,1.449888
11,1.323956
12,1.191631
13,1.093475
14,0.961036
15,0.950920
16,0.872832
17,0.890262
18,0.865360
19,0.823879
20,0.818330
21,0.762000
22,0.770221
23,0.718861
24,0.724340
25,0.693532
26,0.693321
27,0.693084
28,0.657697
29,0.607858
30,0.637587
31,0.585640
32,0.578443
33,0.579965
34,0.575797
35,0.565940
36,0.563540
37,0.547731
38,0.570873
39,0.550141
40,0.568456
