1,12.642853
2,7.030086
3,4.445749
4,3.370118
5,2.769819
6,2.310415
7,1.998783
8,1.760274
9,1.588608
10,1.453943
11,1.321835
12,1.202488
13,1.119636
14,1.047922
15,0.915939
16,0.905235
17,0.851313
18,0.835903
19,0.785081
20,0.775906
21,0.772537
22,0.745467
23,0.687782
24,0.750461
25,0.686210
26,0.679648
27,0.664951
28,0.655108
29,0.634371
30,0.616457
31,0.602109
32,0.570697
33,0.583402
34,0.563476
35,0.567262
36,0.548231
37,0.564031
38,0.591301
39,0.567122
40,0.581410
