num_threads,vector_size,mfc/s,hpx_counter
1, 1000000 ,15.1846,"
/threads{locality#0/total/total}/idle-rate,1,1.059254,[s],9735,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.059293,[s],9734,[0.01%] "
2, 1000000 ,17.9811,"
/threads{locality#0/total/total}/idle-rate,1,1.049785,[s],9865,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.049734,[s],9857,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.049718,[s],9871,[0.01%] "
3, 1000000 ,18.8356,"
/threads{locality#0/total/total}/idle-rate,1,1.049479,[s],9905,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.049535,[s],9898,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.049526,[s],9932,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.049406,[s],9885,[0.01%] "
4, 1000000 ,19.8039,"
/threads{locality#0/total/total}/idle-rate,1,1.043279,[s],9932,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.043110,[s],9927,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.043033,[s],9903,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.043238,[s],9947,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.043328,[s],9946,[0.01%] "
5, 1000000 ,20.8886,"
/threads{locality#0/total/total}/idle-rate,1,1.039703,[s],9947,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.039322,[s],9939,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.039622,[s],9960,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.039383,[s],9960,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.039581,[s],9917,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.039753,[s],9958,[0.01%] "
6, 1000000 ,20.4704,"
/threads{locality#0/total/total}/idle-rate,1,1.043240,[s],9953,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.042846,[s],9957,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.043493,[s],9964,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.043170,[s],9923,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.043022,[s],9944,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.043530,[s],9965,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.043133,[s],9963,[0.01%] "
7, 1000000 ,19.4719,"
/threads{locality#0/total/total}/idle-rate,1,1.047310,[s],9957,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.048134,[s],9964,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.046904,[s],9969,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.048067,[s],9938,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.047783,[s],9970,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.047373,[s],9966,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.047440,[s],9968,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.047386,[s],9920,[0.01%] "
8, 1000000 ,20.6343,"
/threads{locality#0/total/total}/idle-rate,1,1.067503,[s],9964,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.067311,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.067680,[s],9945,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.067404,[s],9932,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.067595,[s],9974,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.067756,[s],9973,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.067227,[s],9972,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.067471,[s],9974,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.067386,[s],9969,[0.01%] "
9, 1000000 ,20.3009,"
/threads{locality#0/total/total}/idle-rate,1,1.049952,[s],9963,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.050426,[s],9974,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.050714,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.050513,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.050193,[s],9931,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.050673,[s],9971,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.050605,[s],6336,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.050006,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.050291,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.050774,[s],9962,[0.01%] "
10, 1000000 ,19.1677,"
/threads{locality#0/total/total}/idle-rate,1,1.050210,[s],9969,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.050116,[s],9968,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.050380,[s],9931,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.050037,[s],9952,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.049502,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.049410,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.049987,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.050359,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.049615,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.049448,[s],9973,[0.01%]
/threads{locality#0/pool#default/worker-thread#9}/idle-rate,1,1.050284,[s],9977,[0.01%] "
