num_threads,vector_size,mfc/s,counter
3,3000000,117.114, 
4,3000000,144.606, 
5,3000000,171.949, 
6,3000000,192.938, 
7,3000000,220.378, 
8,3000000,233.809, 
9,3000000,232.955, 
10,3000000,160.763, 
11,3000000,260.892, 
12,3000000,256.454, 
13,3000000,285.361, 
14,3000000,294.869, 
15,3000000,290.923, 
16,3000000,320, 
1,4000000,50.1662, 
2,4000000,87.9778, 
3,4000000,124.127, 
4,4000000,155.915, 
5,4000000,183.688, 
6,4000000,210.593, 
7,4000000,238.621, 
8,4000000,251.969, 
9,4000000,266.738, 
10,4000000,277.239, 
11,4000000,311.139, 
12,4000000,305.367, 
13,4000000,207.05, 
14,4000000,341.559, 
15,4000000,295.094, 
16,4000000,332.917, 
1,5000000,52.7426, 
2,5000000,91.617, 
3,5000000,127.243, 
4,5000000,162.159, 
5,5000000,193.498, 
6,5000000,220.78, 
7,5000000,246.926, 
8,5000000,270.988, 
9,5000000,296.595, 
10,5000000,282.103, 
11,5000000,328.127, 
12,5000000,350.336, 
13,5000000,189.552, 
14,5000000,362.056, 
15,5000000,272.035, 
16,5000000,396.448, 
1,6000000,55.534, 
2,6000000,96.3639, 
3,6000000,131.539, 
4,6000000,167.331, 
5,6000000,190.979, 
6,6000000,233.227, 
7,6000000,254.011, 
8,6000000,283.97, 
9,6000000,314.432, 
10,6000000,325.963, 
11,6000000,346.821, 
12,6000000,373.39, 
13,6000000,380.276, 
14,6000000,409.724, 
15,6000000,422.238, 
16,6000000,424.869, 
1,7000000,49.6201, 
2,7000000,97.9226, 
3,7000000,137.25, 
4,7000000,171.266, 
5,7000000,207.549, 
6,7000000,235.405, 
7,7000000,264.271, 
8,7000000,291.752, 
9,7000000,318.703, 
10,7000000,314.268, 
11,7000000,355.565, 
12,7000000,374.652, 
13,7000000,400.641, 
14,7000000,438.102, 
15,7000000,439.698, 
16,7000000,471.539, 
1,8000000,60.246, 
2,8000000,100.573, 
3,8000000,139.322, 
4,8000000,173.924, 
5,8000000,209.375, 
6,8000000,244.103, 
7,8000000,272.61, 
8,8000000,275.843, 
9,8000000,329.815, 
10,8000000,362.335, 
11,8000000,374.251, 
12,8000000,392.831, 
13,8000000,426.212, 
14,8000000,441.794, 
15,8000000,349.086, 
16,8000000,457.195, 
1,9000000,61.8603, 
2,9000000,104.628, 
3,9000000,144.212, 
4,9000000,179.48, 
5,9000000,214.245, 
6,9000000,247.239, 
7,9000000,285.678, 
8,9000000,312.099, 
9,9000000,339.879, 
10,9000000,358.494, 
11,9000000,375.563, 
12,9000000,398.795, 
13,9000000,285.108, 
14,9000000,459.794, 
15,9000000,479.54, 
16,9000000,484.679, 
1,10000000,59.8698, 
2,10000000,106.194, 
3,10000000,146.625, 
4,10000000,185.536, 
5,10000000,219.342, 
6,10000000,252.8, 
7,10000000,285.282, 
8,10000000,317.955, 
9,10000000,345.268, 
10,10000000,363.676, 
11,10000000,393.082, 
12,10000000,423.531, 
13,10000000,440.548, 
14,10000000,465.853, 
15,10000000,450.025, 
16,10000000,326.829, 
1,1000000,38.616, 
2,1000000,67.769, 
3,1000000,88.8415, 
4,1000000,105.563, 
5,1000000,122.13, 
6,1000000,130.005, 
7,1000000,130.634, 
8,1000000,134.336, 
9,1000000,137.988, 
10,1000000,153.563, 
11,1000000,149.388, 
12,1000000,139.063, 
13,1000000,133.458, 
14,1000000,113.482, 
15,1000000,151.976, 
16,1000000,70.6165, 
1,2000000,45.7216, 
2,2000000,78.7805, 
3,2000000,101.895, 
4,2000000,134.499, 
5,2000000,158.178, 
6,2000000,173.641, 
7,2000000,188.626, 
8,2000000,195.141, 
9,2000000,210.704, 
10,2000000,234.99, 
11,2000000,226.372, 
12,2000000,239.894, 
13,2000000,200.622, 
14,2000000,242.689, 
15,2000000,244.888, 
16,2000000,145.455, 
1,3000000,51.0352, 
2,3000000,83.4005, 
3,3000000,116.158, 
4,3000000,146.879, 
5,3000000,175.459, 
6,3000000,182.216, 
7,3000000,219.234, 
8,3000000,233.064, 
9,3000000,248.839, 
10,3000000,269.857, 
11,3000000,271.936, 
12,3000000,251.678, 
13,3000000,278.5, 
14,3000000,296.883, 
15,3000000,299.371, 
16,3000000,325.203, 
1,4000000,50.4305, 
2,4000000,87.5829, 
3,4000000,123.293, 
4,4000000,156.715, 
5,4000000,181.711, 
6,4000000,213.904, 
7,4000000,234.756, 
8,4000000,252.589, 
9,4000000,268.817, 
10,4000000,269.397, 
11,4000000,198.138, 
12,4000000,306.419, 
13,4000000,345.363, 
14,4000000,339.703, 
15,4000000,366.233, 
16,4000000,250.203, 
1,5000000,52.9229, 
2,5000000,91.1594, 
3,5000000,128.159, 
4,5000000,159.398, 
5,5000000,191.755, 
6,5000000,222.43, 
7,5000000,241.744, 
8,5000000,249.888, 
9,5000000,287.555, 
10,5000000,320.616, 
11,5000000,333.868, 
12,5000000,229.706, 
13,5000000,362.371, 
14,5000000,367.458, 
15,5000000,384.971, 
16,5000000,264.592, 
1,6000000,55.7103, 
2,6000000,95.8681, 
3,6000000,130.557, 
4,6000000,168.947, 
5,6000000,200.374, 
6,6000000,224.66, 
7,6000000,260.157, 
8,6000000,282.952, 
9,6000000,308.642, 
10,6000000,330.761, 
11,6000000,345.801, 
12,6000000,206.349, 
13,6000000,352.92, 
14,6000000,410.2, 
15,6000000,438.116, 
16,6000000,356.845, 
1,7000000,57.7877, 
2,7000000,97.5691, 
3,7000000,137.303, 
4,7000000,172.236, 
5,7000000,203.01, 
6,7000000,238.039, 
7,7000000,268.487, 
8,7000000,294.799, 
9,7000000,296.397, 
10,7000000,347.774, 
11,7000000,371.313, 
12,7000000,353.214, 
13,7000000,240.178, 
14,7000000,356.888, 
15,7000000,317.532, 
16,7000000,408.092, 
1,8000000,60.2296, 
2,8000000,94.5783, 
3,8000000,138.243, 
4,8000000,175.512, 
5,8000000,202.773, 
6,8000000,236.988, 
7,8000000,271.472, 
8,8000000,300.199, 
9,8000000,327.185, 
10,8000000,349.437, 
11,8000000,588.841, 
12,8000000,398.863, 
13,8000000,438.428, 
14,8000000,453.772, 
15,8000000,424.516, 
16,8000000,458.716, 
1,9000000,57.8425, 
2,9000000,104.45, 
3,9000000,142.642, 
4,9000000,179.344, 
5,9000000,217.035, 
6,9000000,249.494, 
7,9000000,274.081, 
8,9000000,313.698, 
9,9000000,351.439, 
10,9000000,355.802, 
11,9000000,390.405, 
12,9000000,409.836, 
13,9000000,419.19, 
14,9000000,482.16, 
15,9000000,474.083, 
16,9000000,477.961, 
1,10000000,63.957, 
2,10000000,106.775, 
3,10000000,146.009, 
4,10000000,185.532, 
5,10000000,221.366, 
6,10000000,255.213, 
7,10000000,281.682, 
8,10000000,320.143, 
9,10000000,352.361, 
10,10000000,371.623, 
11,10000000,396.369, 
12,10000000,419.974, 
13,10000000,461.894, 
14,10000000,425.641, 
15,10000000,491.4, 
16,10000000,401.687, 
1,1000000,38.9044, 
2,1000000,68.1245, 
3,1000000,89.071, 
4,1000000,105.775, 
5,1000000,113.212, 
6,1000000,129.87, 
7,1000000,145.349, 
8,1000000,150.898, 
9,1000000,156.274, 
10,1000000,139.997, 
11,1000000,142.531, 
12,1000000,147.995, 
13,1000000,143.493, 
14,1000000,166.611, 
15,1000000,131.857, 
16,1000000,76.599, 
1,2000000,43.9435, 
2,2000000,78.6875, 
3,2000000,108.466, 
4,2000000,131.848, 
5,2000000,154.583, 
6,2000000,176.913, 
7,2000000,186.567, 
8,2000000,198.079, 
9,2000000,209.732, 
10,2000000,216.193, 
11,2000000,210.926, 
12,2000000,232.666, 
13,2000000,242.836, 
14,2000000,149.443, 
15,2000000,153.775, 
16,2000000,247.831, 
1,3000000,47.1106, 
2,3000000,84.4523, 
3,3000000,116.9, 
4,3000000,145.335, 
5,3000000,173.37, 
6,3000000,209.79, 
7,3000000,212.209, 
8,3000000,237.737, 
9,3000000,248.344, 
10,3000000,261.506, 
11,3000000,260.734, 
12,3000000,294.349, 
13,3000000,295.712, 
14,3000000,265.487, 
15,3000000,307.125, 
16,3000000,183.599, 
1,4000000,50.2809, 
2,4000000,87.972, 
3,4000000,123.739, 
4,4000000,155.231, 
5,4000000,183.394, 
6,4000000,209.139, 
7,4000000,227.803, 
8,4000000,259.841, 
9,4000000,271.131, 
10,4000000,281.65, 
11,4000000,276.167, 
12,4000000,314.441, 
13,4000000,248.324, 
14,4000000,349.01, 
15,4000000,337.781, 
16,4000000,256.46, 
1,5000000,53.3413, 
2,5000000,91.9574, 
3,5000000,127.845, 
4,5000000,163.747, 
5,5000000,192.909, 
6,5000000,220.051, 
7,5000000,229.095, 
8,5000000,274.786, 
9,5000000,273.239, 
10,5000000,291.545, 
11,5000000,331.587, 
12,5000000,342.138, 
13,5000000,363.451, 
14,5000000,372.884, 
15,5000000,302.261, 
16,5000000,386.25, 
1,6000000,56.5728, 
2,6000000,96.1831, 
3,6000000,133.324, 
4,6000000,165.33, 
5,6000000,198.275, 
6,6000000,234.064, 
7,6000000,259.168, 
8,6000000,282.872, 
9,6000000,303.567, 
10,6000000,296.897, 
11,6000000,340.812, 
12,6000000,361.033, 
13,6000000,353.211, 
14,6000000,308.753, 
15,6000000,395.465, 
16,6000000,368.302, 
1,7000000,49.1739, 
2,7000000,98.2456, 
3,7000000,137.236, 
4,7000000,168.899, 
5,7000000,205.14, 
6,7000000,239.857, 
7,7000000,262.852, 
8,7000000,297.152, 
9,7000000,308.588, 
10,7000000,340.948, 
11,7000000,365.421, 
12,7000000,383.394, 
13,7000000,401.376, 
14,7000000,349.633, 
15,7000000,343.272, 
16,7000000,280.91, 
1,8000000,63.9212, 
2,8000000,101.767, 
3,8000000,141.275, 
4,8000000,174.436, 
5,8000000,209.567, 
6,8000000,242.917, 
7,8000000,273.935, 
8,8000000,307.066, 
9,8000000,324.939, 
10,8000000,352.035, 
11,8000000,361.255, 
12,8000000,400.721, 
13,8000000,436.824, 
14,8000000,452.54, 
15,8000000,418.213, 
16,8000000,492.156, 
1,9000000,61.5212, 
2,9000000,104.756, 
3,9000000,143.141, 
4,9000000,179.612, 
5,9000000,214.021, 
6,9000000,250.508, 
7,9000000,279.755, 
8,9000000,281.039, 
9,9000000,334.485, 
10,9000000,366.703, 
11,9000000,397.544, 
12,9000000,420.345, 
13,9000000,391.867, 
14,9000000,462.178, 
15,9000000,462.392, 
16,9000000,288.832, 
1,10000000,64.8963, 
2,10000000,106.934, 
3,10000000,146.488, 
4,10000000,185.439, 
5,10000000,220.41, 
6,10000000,255.428, 
7,10000000,285.185, 
8,10000000,320.595, 
9,10000000,309.454, 
10,10000000,391.145, 
11,10000000,392.773, 
12,10000000,325.024, 
13,10000000,347.427, 
14,10000000,441.248, 
15,10000000,410.762, 
16,10000000,486.5, 
