mfc/s,num_threads,vector_size
23.9949, 1, 200000
36.9835, 2, 200000
42.2217, 3, 200000
43.1979, 4, 200000
42.5883, 5, 200000
42.5278, 6, 200000
45.2802, 7, 200000
43.4013, 8, 200000
41.571, 9, 200000
39.5876, 10, 200000
43.1224, 11, 200000
26.7622, 12, 200000
40.2023, 13, 200000
43.2046, 14, 200000
40.2004, 15, 200000
38.6928, 16, 200000
33.0143, 1, 400000
51.374, 2, 400000
60.8377, 3, 400000
72.2035, 4, 400000
76.9385, 5, 400000
73.8564, 6, 400000
74.2815, 7, 400000
77.9285, 8, 400000
64.6745, 9, 400000
82.1366, 10, 400000
77.2645, 11, 400000
81.633, 12, 400000
68.1807, 13, 400000
66.8788, 14, 400000
78.1244, 15, 400000
61.7104, 16, 400000
34.6403, 1, 600000
61.8933, 2, 600000
73.2523, 3, 600000
83.6352, 4, 600000
90.0516, 5, 600000
100.926, 6, 600000
104.91, 7, 600000
102.987, 8, 600000
108.99, 9, 600000
106.929, 10, 600000
88.233, 11, 600000
113.852, 12, 600000
115.344, 13, 600000
68.7046, 14, 600000
109.208, 15, 600000
44.5602, 16, 600000
37.1075, 1, 800000
66.9188, 2, 800000
82.0522, 3, 800000
99.3411, 4, 800000
105.5, 5, 800000
119.816, 6, 800000
118.659, 7, 800000
122.457, 8, 800000
132.276, 9, 800000
101.508, 10, 800000
135.039, 11, 800000
144.457, 12, 800000
106.071, 13, 800000
106.596, 14, 800000
117.855, 15, 800000
60.9427, 16, 800000
39.064, 1, 1000000
69.8562, 2, 1000000
89.8407, 3, 1000000
106.043, 4, 1000000
120.731, 5, 1000000
136.148, 6, 1000000
138.408, 7, 1000000
144.362, 8, 1000000
101.678, 9, 1000000
168.52, 10, 1000000
162.024, 11, 1000000
162.551, 12, 1000000
151.332, 13, 1000000
164.741, 14, 1000000
117.244, 15, 1000000
169.057, 16, 1000000
39.8234, 1, 1200000
72.4593, 2, 1200000
95.9228, 3, 1200000
116.765, 4, 1200000
131.161, 5, 1200000
139.798, 6, 1200000
149.605, 7, 1200000
160.108, 8, 1200000
170.477, 9, 1200000
81.5933, 10, 1200000
175.341, 11, 1200000
157.978, 12, 1200000
184.5, 13, 1200000
178.836, 14, 1200000
190.477, 15, 1200000
91.9182, 16, 1200000
40.9069, 1, 1400000
75.2448, 2, 1400000
99.5951, 3, 1400000
118.233, 4, 1400000
136.906, 5, 1400000
153.457, 6, 1400000
161.884, 7, 1400000
173.114, 8, 1400000
184.238, 9, 1400000
