mfc/s,num_threads,vector_size
50.4106, 1, 200000
85.9503, 2, 200000
121.456, 3, 200000
147.581, 4, 200000
201.071, 5, 200000
236.141, 6, 200000
265.191, 7, 200000
284.874, 8, 200000
252.889, 9, 200000
300.182, 10, 200000
306.874, 11, 200000
309.138, 12, 200000
306.949, 13, 200000
302.405, 14, 200000
313.829, 15, 200000
353.661, 16, 200000
50.4915, 1, 400000
78.9469, 2, 400000
139.86, 3, 400000
170.066, 4, 400000
220.431, 5, 400000
307.125, 6, 400000
298.512, 7, 400000
339.896, 8, 400000
318.974, 9, 400000
358.632, 10, 400000
406.786, 11, 400000
448.191, 12, 400000
468.175, 13, 400000
493.476, 14, 400000
477.861, 15, 400000
526.286, 16, 400000
49.4092, 1, 600000
92.763, 2, 600000
141.997, 3, 600000
196.27, 4, 600000
245.69, 5, 600000
290.938, 6, 600000
325.157, 7, 600000
369.41, 8, 600000
349.241, 9, 600000
385.877, 10, 600000
445.412, 11, 600000
495.867, 12, 600000
490.209, 13, 600000
479.304, 14, 600000
565.249, 15, 600000
683.828, 16, 600000
50.298, 1, 800000
102.087, 2, 800000
129.066, 3, 800000
215.302, 4, 800000
246.611, 5, 800000
306.926, 6, 800000
310.316, 7, 800000
431.895, 8, 800000
407.312, 9, 800000
427.636, 10, 800000
424.14, 11, 800000
568.701, 12, 800000
533.172, 13, 800000
592.774, 14, 800000
649.091, 15, 800000
613.054, 16, 800000
53.2301, 1, 1000000
99.5546, 2, 1000000
147.5, 3, 1000000
194.684, 4, 1000000
268.515, 5, 1000000
307.035, 6, 1000000
329.563, 7, 1000000
393.451, 8, 1000000
361.724, 9, 1000000
437.197, 10, 1000000
455.799, 11, 1000000
578.202, 12, 1000000
627.098, 13, 1000000
550.828, 14, 1000000
783.814, 15, 1000000
684.534, 16, 1000000
53.7346, 1, 1200000
102.994, 2, 1200000
160.99, 3, 1200000
227.2, 4, 1200000
281.101, 5, 1200000
322.381, 6, 1200000
383.167, 7, 1200000
410.598, 8, 1200000
363.598, 9, 1200000
426.183, 10, 1200000
459.134, 11, 1200000
583.894, 12, 1200000
670.035, 13, 1200000
622.641, 14, 1200000
754.719, 15, 1200000
753.432, 16, 1200000
51.9041, 1, 1400000
99.0258, 2, 1400000
151.888, 3, 1400000
213.627, 4, 1400000
248.861, 5, 1400000
359.858, 6, 1400000
395.871, 7, 1400000
432.071, 8, 1400000
380.935, 9, 1400000
415.274, 10, 1400000
452.106, 11, 1400000
632.621, 12, 1400000
632.824, 13, 1400000
779.523, 14, 1400000
751.068, 15, 1400000
780.156, 16, 1400000
52.8731, 1, 1600000
106.033, 2, 1600000
175.581, 3, 1600000
197.257, 4, 1600000
261.461, 5, 1600000
344.279, 6, 1600000
354.623, 7, 1600000
414.206, 8, 1600000
373.597, 9, 1600000
425.485, 10, 1600000
451.952, 11, 1600000
639.975, 12, 1600000
561.157, 13, 1600000
547.662, 14, 1600000
642.409, 15, 1600000
779.055, 16, 1600000
58.5742, 1, 1800000
112.118, 2, 1800000
153.835, 3, 1800000
248.29, 4, 1800000
263.77, 5, 1800000
