15.6714, 1, 100000
20.28, 2, 100000
21.0304, 3, 100000
23.8272, 4, 100000
23.4031, 5, 100000
21.8533, 6, 100000
21.9253, 7, 100000
21.223, 8, 100000
21.7198, 9, 100000
20.7341, 10, 100000
17.3397, 11, 100000
18.522, 12, 100000
7.74643, 13, 100000
18.9719, 14, 100000
3.44236, 15, 100000
19.0408, 16, 100000
22.2344, 1, 200000
33.0573, 2, 200000
36.4897, 3, 200000
37.3907, 4, 200000
40.5345, 5, 200000
40.2177, 6, 200000
38.066, 7, 200000
35.5947, 8, 200000
40.0086, 9, 200000
38.8866, 10, 200000
35.4353, 11, 200000
32.5569, 12, 200000
36.2249, 13, 200000
35.6947, 14, 200000
9.3271, 15, 200000
33.0039, 16, 200000
26.9933, 1, 300000
38.1775, 2, 300000
45.4749, 3, 300000
52.6041, 4, 300000
54.9448, 5, 300000
57.8817, 6, 300000
54.4361, 7, 300000
59.3338, 8, 300000
55.3825, 9, 300000
58.6507, 10, 300000
35.7774, 11, 300000
51.9848, 12, 300000
44.0918, 13, 300000
50.7601, 14, 300000
48.9779, 15, 300000
22.6141, 16, 300000
27.8511, 1, 400000
42.6847, 2, 400000
54.937, 3, 400000
61.5001, 4, 400000
66.2686, 5, 400000
70.5459, 6, 400000
67.1922, 7, 400000
68.6718, 8, 400000
63.032, 9, 400000
73.678, 10, 400000
29.8554, 11, 400000
64.7144, 12, 400000
69.4335, 13, 400000
70.9966, 14, 400000
60.4606, 15, 400000
60.809, 16, 400000
28.7801, 1, 500000
46.0407, 2, 500000
59.4532, 3, 500000
67.6413, 4, 500000
75.7587, 5, 500000
79.0751, 6, 500000
66.8351, 7, 500000
79.9098, 8, 500000
73.1429, 9, 500000
83.4588, 10, 500000
73.6929, 11, 500000
82.1704, 12, 500000
70.7732, 13, 500000
62.624, 14, 500000
85.9876, 15, 500000
36.0645, 16, 500000
30.0405, 1, 600000
47.5132, 2, 600000
63.4459, 3, 600000
76.9809, 4, 600000
80.4071, 5, 600000
85.8609, 6, 600000
89.1141, 7, 600000
87.2995, 8, 600000
90.5539, 9, 600000
82.679, 10, 600000
99.2382, 11, 600000
89.1552, 12, 600000
88.8498, 13, 600000
43.0848, 14, 600000
98.4578, 15, 600000
85.5544, 16, 600000
28.9796, 1, 700000
50.3121, 2, 700000
67.1657, 3, 700000
78.3689, 4, 700000
83.1355, 5, 700000
93.0237, 6, 700000
103.214, 7, 700000
103.243, 8, 700000
91.9602, 9, 700000
105.726, 10, 700000
98.0272, 11, 700000
104.336, 12, 700000
107.74, 13, 700000
63.9209, 14, 700000
92.0813, 15, 700000
125.739, 16, 700000
30.7185, 1, 800000
52.552, 2, 800000
69.8803, 3, 800000
85.2241, 4, 800000
94.2196, 5, 800000
102.222, 6, 800000
117.438, 7, 800000
110.909, 8, 800000
106.868, 9, 800000
117.2, 10, 800000
86.2626, 11, 800000
120.699, 12, 800000
90.3653, 13, 800000
52.3078, 14, 800000
101.113, 15, 800000
88.4082, 16, 800000
31.6411, 1, 900000
54.1643, 2, 900000
71.8517, 3, 900000
87.5739, 4, 900000
97.0454, 5, 900000
107.601, 6, 900000
92.3381, 7, 900000
116.279, 8, 900000
122.2, 9, 900000
125.419, 10, 900000
129.347, 11, 900000
113.952, 12, 900000
72.6972, 13, 900000
120.062, 14, 900000
103.529, 15, 900000
120.823, 16, 900000
32.2674, 1, 1000000
55.9159, 2, 1000000
73.9527, 3, 1000000
90.1962, 4, 1000000
98.7151, 5, 1000000
112.868, 6, 1000000
121.268, 7, 1000000
98.3955, 8, 1000000
105.933, 9, 1000000
133.961, 10, 1000000
116.726, 11, 1000000
122.013, 12, 1000000
68.1391, 13, 1000000
123.213, 14, 1000000
124.287, 15, 1000000
87.6644, 16, 1000000
