37.6082, 1, 100000
67.0273, 2, 100000
81.6334, 3, 100000
117.205, 4, 100000
135.333, 5, 100000
169.417, 6, 100000
179.302, 7, 100000
197.402, 8, 100000
179.839, 9, 100000
222.23, 10, 100000
237.547, 11, 100000
199.115, 12, 100000
188.119, 13, 100000
215.52, 14, 100000
190.981, 15, 100000
227.166, 16, 100000
39.0444, 1, 200000
75.7466, 2, 200000
118.117, 3, 200000
151.895, 4, 200000
159.371, 5, 200000
249.013, 6, 200000
234.572, 7, 200000
246.343, 8, 200000
264.493, 9, 200000
278.769, 10, 200000
290.487, 11, 200000
285.637, 12, 200000
302.71, 13, 200000
355.255, 14, 200000
302.227, 15, 200000
333.516, 16, 200000
35.0678, 1, 300000
76.4256, 2, 300000
117.187, 3, 300000
140.997, 4, 300000
170.809, 5, 300000
235.455, 6, 300000
232.413, 7, 300000
291.812, 8, 300000
299.77, 9, 300000
309.8, 10, 300000
327.136, 11, 300000
305.605, 12, 300000
382.275, 13, 300000
331.73, 14, 300000
357.075, 15, 300000
429.941, 16, 300000
40.284, 1, 400000
77.4567, 2, 400000
122.918, 3, 400000
164.05, 4, 400000
181.525, 5, 400000
216.723, 6, 400000
238.278, 7, 400000
285.051, 8, 400000
284.912, 9, 400000
322.386, 10, 400000
311.537, 11, 400000
359.914, 12, 400000
370.166, 13, 400000
434.381, 14, 400000
418.218, 15, 400000
442.198, 16, 400000
42.5576, 1, 500000
78.9798, 2, 500000
115.629, 3, 500000
163.206, 4, 500000
207.457, 5, 500000
245.656, 6, 500000
258.613, 7, 500000
309.803, 8, 500000
277.176, 9, 500000
326.789, 10, 500000
329.643, 11, 500000
389.919, 12, 500000
445.641, 13, 500000
41.7123, 14, 500000
466.09, 15, 500000
518.635, 16, 500000
39.0699, 1, 600000
84.5612, 2, 600000
117.793, 3, 600000
157.867, 4, 600000
179.14, 5, 600000
274.34, 6, 600000
278.195, 7, 600000
308.859, 8, 600000
287.215, 9, 600000
322.471, 10, 600000
360.174, 11, 600000
406.431, 12, 600000
467.776, 13, 600000
484.648, 14, 600000
50.0532, 15, 600000
561.424, 16, 600000
43.128, 1, 700000
83.0535, 2, 700000
119.443, 3, 700000
160.423, 4, 700000
202.619, 5, 700000
261.311, 6, 700000
287.064, 7, 700000
311.271, 8, 700000
283.919, 9, 700000
333.719, 10, 700000
348.147, 11, 700000
384.912, 12, 700000
405.156, 13, 700000
435.222, 14, 700000
561.842, 15, 700000
567.924, 16, 700000
42.0876, 1, 800000
81.1152, 2, 800000
120.304, 3, 800000
162.922, 4, 800000
217.707, 5, 800000
277.674, 6, 800000
268.144, 7, 800000
306.676, 8, 800000
309.418, 9, 800000
333.214, 10, 800000
356.588, 11, 800000
429.958, 12, 800000
450.61, 13, 800000
481.639, 14, 800000
552.172, 15, 800000
476.095, 16, 800000
42.4854, 1, 900000
80.6613, 2, 900000
119.487, 3, 900000
163.093, 4, 900000
202.145, 5, 900000
261.648, 6, 900000
280.09, 7, 900000
320.22, 8, 900000
288.211, 9, 900000
337.803, 10, 900000
360.506, 11, 900000
440.591, 12, 900000
427.017, 13, 900000
454.526, 14, 900000
520.167, 15, 900000
666.752, 16, 900000
42.824, 1, 1000000
78.155, 2, 1000000
119.078, 3, 1000000
164.852, 4, 1000000
212.661, 5, 1000000
262.724, 6, 1000000
297.537, 7, 1000000
336.665, 8, 1000000
293.226, 9, 1000000
366.166, 10, 1000000
415.466, 11, 1000000
420.906, 12, 1000000
467.404, 13, 1000000
90.4104, 14, 1000000
673.983, 15, 1000000
617.313, 16, 1000000
