37.41, 1, 100000
65.776, 2, 100000
88.4736, 3, 100000
113.11, 4, 100000
137.787, 5, 100000
180.4, 6, 100000
192.259, 7, 100000
209.914, 8, 100000
162.03, 9, 100000
187.672, 10, 100000
211.245, 11, 100000
219.974, 12, 100000
194.192, 13, 100000
208.119, 14, 100000
264.888, 15, 100000
257.816, 16, 100000
39.32, 1, 200000
73.7957, 2, 200000
103.878, 3, 200000
142.709, 4, 200000
161.033, 5, 200000
198.439, 6, 200000
201.299, 7, 200000
259.896, 8, 200000
249.21, 9, 200000
246.828, 10, 200000
280.411, 11, 200000
285.346, 12, 200000
292.095, 13, 200000
332.083, 14, 200000
286.311, 15, 200000
286.697, 16, 200000
37.7056, 1, 300000
76.5784, 2, 300000
117.663, 3, 300000
142.415, 4, 300000
184.664, 5, 300000
200.726, 6, 300000
234.958, 7, 300000
265.917, 8, 300000
259.43, 9, 300000
271.319, 10, 300000
280.331, 11, 300000
327.267, 12, 300000
353.04, 13, 300000
443.129, 14, 300000
355.032, 15, 300000
368.554, 16, 300000
38.7225, 1, 400000
64.4136, 2, 400000
132.718, 3, 400000
150.909, 4, 400000
191.759, 5, 400000
219.589, 6, 400000
259.303, 7, 400000
339.041, 8, 400000
265.728, 9, 400000
304.044, 10, 400000
352.19, 11, 400000
346.574, 12, 400000
383.254, 13, 400000
405.481, 14, 400000
417.722, 15, 400000
33.3562, 16, 400000
40.9233, 1, 500000
79.6108, 2, 500000
115.874, 3, 500000
157.044, 4, 500000
184.54, 5, 500000
243.26, 6, 500000
282.511, 7, 500000
313.037, 8, 500000
274.743, 9, 500000
311.051, 10, 500000
343.008, 11, 500000
413.316, 12, 500000
362.469, 13, 500000
398.301, 14, 500000
428.26, 15, 500000
41.6919, 16, 500000
39.303, 1, 600000
81.167, 2, 600000
117.824, 3, 600000
157.382, 4, 600000
201.644, 5, 600000
262.331, 6, 600000
280.026, 7, 600000
299.844, 8, 600000
271.692, 9, 600000
330.424, 10, 600000
370.309, 11, 600000
447.5, 12, 600000
384.928, 13, 600000
471.783, 14, 600000
406.614, 15, 600000
614.51, 16, 600000
41.8614, 1, 700000
73.5043, 2, 700000
118.192, 3, 700000
162.072, 4, 700000
213.703, 5, 700000
254.12, 6, 700000
266.434, 7, 700000
329.513, 8, 700000
286.147, 9, 700000
322.7, 10, 700000
232.631, 11, 700000
382.167, 12, 700000
454.172, 13, 700000
477.132, 14, 700000
482.261, 15, 700000
503.853, 16, 700000
41.9639, 1, 800000
81.9732, 2, 800000
119.904, 3, 800000
163.112, 4, 800000
206.331, 5, 800000
235.96, 6, 800000
292.432, 7, 800000
348.937, 8, 800000
288.967, 9, 800000
321.77, 10, 800000
359.64, 11, 800000
417.181, 12, 800000
442.603, 13, 800000
603.781, 14, 800000
521.839, 15, 800000
482.017, 16, 800000
40.67, 1, 900000
81.5401, 2, 900000
119.655, 3, 900000
171.613, 4, 900000
202.41, 5, 900000
240.332, 6, 900000
297.584, 7, 900000
313.307, 8, 900000
293.201, 9, 900000
339.612, 10, 900000
367.015, 11, 900000
400.841, 12, 900000
460.595, 13, 900000
491.211, 14, 900000
556.342, 15, 900000
489.072, 16, 900000
42.7307, 1, 1000000
81.0296, 2, 1000000
120.332, 3, 1000000
166.443, 4, 1000000
205.143, 5, 1000000
265.323, 6, 1000000
309.594, 7, 1000000
322.655, 8, 1000000
293.341, 9, 1000000
338.201, 10, 1000000
373.479, 11, 1000000
389.318, 12, 1000000
488.018, 13, 1000000
434.404, 14, 1000000
642.624, 15, 1000000
621.224, 16, 1000000
