mfc/s,num_threads,vector_size
16.0486, 1, 100000
20.7034, 2, 100000
23.0203, 3, 100000
23.0102, 4, 100000
22.5938, 5, 100000
21.8829, 6, 100000
21.2262, 7, 100000
21.8772, 8, 100000
20.5171, 9, 100000
20.2672, 10, 100000
20.7249, 11, 100000
20.3498, 12, 100000
16.1549, 13, 100000
16.213, 14, 100000
11.7163, 15, 100000
7.52787, 16, 100000
22.9441, 1, 200000
31.1139, 2, 200000
37.286, 3, 200000
38.8415, 4, 200000
39.7131, 5, 200000
40.7412, 6, 200000
41.6577, 7, 200000
36.504, 8, 200000
38.9028, 9, 200000
35.5615, 10, 200000
15.6029, 11, 200000
23.1941, 12, 200000
15.3953, 13, 200000
35.5932, 14, 200000
15.1825, 15, 200000
12.8221, 16, 200000
26.6266, 1, 300000
38.2262, 2, 300000
46.3903, 3, 300000
53.2295, 4, 300000
56.6568, 5, 300000
56.244, 6, 300000
56.0336, 7, 300000
57.2966, 8, 300000
60.8135, 9, 300000
56.0636, 10, 300000
51.7517, 11, 300000
33.4341, 12, 300000
38.9407, 13, 300000
48.9798, 14, 300000
48.8278, 15, 300000
52.4747, 16, 300000
27.9858, 1, 400000
46.4678, 2, 400000
54.2303, 3, 400000
63.272, 4, 400000
67.0124, 5, 400000
69.5169, 6, 400000
70.4718, 7, 400000
69.722, 8, 400000
71.5172, 9, 400000
71.1623, 10, 400000
62.9728, 11, 400000
63.1007, 12, 400000
52.3699, 13, 400000
51.9145, 14, 400000
61.4347, 15, 400000
27.9253, 16, 400000
31.6475, 1, 500000
45.9851, 2, 500000
59.5799, 3, 500000
67.6588, 4, 500000
76.2906, 5, 500000
76.8638, 6, 500000
81.9552, 7, 500000
82.7018, 8, 500000
83.923, 9, 500000
36.4057, 10, 500000
78.0539, 11, 500000
77.1863, 12, 500000
37.4612, 13, 500000
78.5421, 14, 500000
75.0081, 15, 500000
73.8564, 16, 500000
29.2157, 1, 600000
48.1661, 2, 600000
62.0597, 3, 600000
71.3944, 4, 600000
80.5693, 5, 600000
85.4237, 6, 600000
91.3394, 7, 600000
91.1013, 8, 600000
95.2097, 9, 600000
96.6207, 10, 600000
85.8638, 11, 600000
95.7859, 12, 600000
72.763, 13, 600000
93.9865, 14, 600000
54.9496, 15, 600000
86.0194, 16, 600000
29.985, 1, 700000
50.976, 2, 700000
67.2426, 3, 700000
81.8538, 4, 700000
85.8257, 5, 700000
88.7898, 6, 700000
98.3951, 7, 700000
83.7831, 8, 700000
102.565, 9, 700000
109.721, 10, 700000
109.137, 11, 700000
85.312, 12, 700000
85.2848, 13, 700000
84.194, 14, 700000
90.6261, 15, 700000
49.1506, 16, 700000
31.4454, 1, 800000
53.0438, 2, 800000
67.1976, 3, 800000
88.2222, 4, 800000
94.2276, 5, 800000
99.8644, 6, 800000
104.877, 7, 800000
102.839, 8, 800000
111.796, 9, 800000
101.924, 10, 800000
110.913, 11, 800000
119.906, 12, 800000
58.1643, 13, 800000
73.4956, 14, 800000
93.8979, 15, 800000
55.2983, 16, 800000
31.3054, 1, 900000
53.7349, 2, 900000
72.1042, 3, 900000
87.6838, 4, 900000
96.8885, 5, 900000
104.895, 6, 900000
114.331, 7, 900000
114.359, 8, 900000
112.304, 9, 900000
120.676, 10, 900000
128.906, 11, 900000
76.9832, 12, 900000
105.276, 13, 900000
75.5473, 14, 900000
129.872, 15, 900000
81.1906, 16, 900000
33.3191, 1, 1000000
55.2697, 2, 1000000
75.2166, 3, 1000000
92.2514, 4, 1000000
105.475, 5, 1000000
109.218, 6, 1000000
112.729, 7, 1000000
125.345, 8, 1000000
127.848, 9, 1000000
133.922, 10, 1000000
137.608, 11, 1000000
101.38, 12, 1000000
139.313, 13, 1000000
132.275, 14, 1000000
97.7716, 15, 1000000
66.8447, 16, 1000000
