mfc/s,num_threads,vector_size
37.1094, 1, 100000
62.1187, 2, 100000
89.5959, 3, 100000
118.412, 4, 100000
136.594, 5, 100000
167.625, 6, 100000
153.355, 7, 100000
189.464, 8, 100000
211.58, 9, 100000
199.664, 10, 100000
256.669, 11, 100000
201.836, 12, 100000
8.34142, 13, 100000
205.147, 14, 100000
199.807, 15, 100000
209.937, 16, 100000
36.7764, 1, 200000
74.7733, 2, 200000
103.18, 3, 200000
150.584, 4, 200000
171.645, 5, 200000
211.56, 6, 200000
255.046, 7, 200000
254.213, 8, 200000
241.316, 9, 200000
243.08, 10, 200000
300.298, 11, 200000
299.844, 12, 200000
311.946, 13, 200000
326.317, 14, 200000
295.165, 15, 200000
368.684, 16, 200000
40.365, 1, 300000
72.3097, 2, 300000
113.255, 3, 300000
193.641, 4, 300000
169.66, 5, 300000
227.071, 6, 300000
285.22, 7, 300000
267, 8, 300000
275.171, 9, 300000
277.312, 10, 300000
337.29, 11, 300000
362.354, 12, 300000
395.924, 13, 300000
359.245, 14, 300000
449.465, 15, 300000
468.921, 16, 300000
40.1856, 1, 400000
79.2393, 2, 400000
113.447, 3, 400000
166.01, 4, 400000
180.186, 5, 400000
260.668, 6, 400000
276.919, 7, 400000
286.258, 8, 400000
309.997, 9, 400000
310.065, 10, 400000
326.968, 11, 400000
332.933, 12, 400000
408.968, 13, 400000
450.442, 14, 400000
416.622, 15, 400000
434.601, 16, 400000
39.0392, 1, 500000
79.6171, 2, 500000
111.436, 3, 500000
158.267, 4, 500000
188.237, 5, 500000
219.174, 6, 500000
249.411, 7, 500000
269.538, 8, 500000
309.833, 9, 500000
304.845, 10, 500000
342.524, 11, 500000
391.137, 12, 500000
423.259, 13, 500000
463.872, 14, 500000
457.847, 15, 500000
539.36, 16, 500000
39.5415, 1, 600000
79.8043, 2, 600000
120.106, 3, 600000
157.679, 4, 600000
198.488, 5, 600000
255.304, 6, 600000
286.562, 7, 600000
305.495, 8, 600000
324.754, 9, 600000
326.315, 10, 600000
347.323, 11, 600000
417.391, 12, 600000
424.971, 13, 600000
410.421, 14, 600000
486.072, 15, 600000
468.172, 16, 600000
41.5308, 1, 700000
81.5347, 2, 700000
118.944, 3, 700000
155.643, 4, 700000
207.155, 5, 700000
247.417, 6, 700000
292.567, 7, 700000
305.177, 8, 700000
291.287, 9, 700000
340.265, 10, 700000
357.682, 11, 700000
435.544, 12, 700000
469.927, 13, 700000
579.116, 14, 700000
540.999, 15, 700000
549.226, 16, 700000
40.6073, 1, 800000
81.0034, 2, 800000
112.202, 3, 800000
161.96, 4, 800000
217.578, 5, 800000
250.79, 6, 800000
285.913, 7, 800000
342.651, 8, 800000
290.53, 9, 800000
348.813, 10, 800000
336.091, 11, 800000
390.476, 12, 800000
456.657, 13, 800000
412.946, 14, 800000
509.593, 15, 800000
546.061, 16, 800000
37.6896, 1, 900000
80.8194, 2, 900000
129.061, 3, 900000
163.735, 4, 900000
186.297, 5, 900000
238.258, 6, 900000
302.671, 7, 900000
323.031, 8, 900000
292.287, 9, 900000
380.217, 10, 900000
375.238, 11, 900000
390.027, 12, 900000
499.725, 13, 900000
510.599, 14, 900000
553.531, 15, 900000
504.788, 16, 900000
42.7451, 1, 1000000
72.765, 2, 1000000
120.22, 3, 1000000
160.833, 4, 1000000
212.61, 5, 1000000
273.365, 6, 1000000
279.796, 7, 1000000
348.48, 8, 1000000
324.341, 9, 1000000
347.226, 10, 1000000
454.504, 11, 1000000
422.418, 12, 1000000
414.655, 13, 1000000
454.235, 14, 1000000
599.027, 15, 1000000
506.391, 16, 1000000
