num_threads,vector_size,mfc/s
1, 1000000 ,38.8395,"
2, 1000000 ,68.79,"
3, 1000000 ,89.3655,"
4, 1000000 ,108.542,"
5, 1000000 ,123.122,"
6, 1000000 ,109.661,"
7, 1000000 ,136.593,"
8, 1000000 ,145.858,"
9, 1000000 ,108.601,"
10, 1000000 ,146.434,"
11, 1000000 ,148.987,"
12, 1000000 ,120.89,"
13, 1000000 ,164.745,"
14, 1000000 ,142.796,"
15, 1000000 ,158.554,"
16, 1000000 ,154.107,"
1, 2000000 ,44.3931,"
2, 2000000 ,78.496,"
3, 2000000 ,109.343,"
4, 2000000 ,133.449,"
5, 2000000 ,156.654,"
6, 2000000 ,176.741,"
7, 2000000 ,187.301,"
8, 2000000 ,207.125,"
9, 2000000 ,192.031,"
10, 2000000 ,179.099,"
11, 2000000 ,232.477,"
12, 2000000 ,128.378,"
13, 2000000 ,108.932,"
14, 2000000 ,241.167,"
15, 2000000 ,261.746,"
16, 2000000 ,162.14,"
1, 3000000 ,49.0188,"
2, 3000000 ,84.1279,"
3, 3000000 ,118.732,"
4, 3000000 ,147.312,"
5, 3000000 ,172.414,"
6, 3000000 ,195.631,"
7, 3000000 ,206.954,"
8, 3000000 ,239.789,"
9, 3000000 ,262.72,"
10, 3000000 ,252.887,"
11, 3000000 ,218.15,"
12, 3000000 ,286.67,"
13, 3000000 ,231.446,"
14, 3000000 ,314.63,"
15, 3000000 ,323.206,"
16, 3000000 ,141.223,"
1, 4000000 ,50.6919,"
2, 4000000 ,89.2937,"
3, 4000000 ,124.251,"
4, 4000000 ,156.746,"
5, 4000000 ,186.35,"
6, 4000000 ,214.569,"
7, 4000000 ,241.255,"
8, 4000000 ,257.02,"
9, 4000000 ,274.631,"
10, 4000000 ,299.11,"
11, 4000000 ,315.01,"
12, 4000000 ,296.626,"
13, 4000000 ,342.495,"
14, 4000000 ,281.77,"
15, 4000000 ,337.496,"
16, 4000000 ,343.702,"
1, 5000000 ,54.5126,"
2, 5000000 ,95.1692,"
3, 5000000 ,130.398,"
4, 5000000 ,163.01,"
5, 5000000 ,193.701,"
6, 5000000 ,224.215,"
7, 5000000 ,245.761,"
8, 5000000 ,284.204,"
9, 5000000 ,300.698,"
10, 5000000 ,316.156,"
11, 5000000 ,334.56,"
12, 5000000 ,357.168,"
13, 5000000 ,366.972,"
14, 5000000 ,380.952,"
15, 5000000 ,375.742,"
16, 5000000 ,313.873,"
1, 6000000 ,59.2025,"
2, 6000000 ,96.5795,"
3, 6000000 ,133.836,"
4, 6000000 ,169.257,"
5, 6000000 ,201.667,"
6, 6000000 ,228.467,"
7, 6000000 ,260.428,"
8, 6000000 ,286.615,"
9, 6000000 ,301.008,"
10, 6000000 ,336.625,"
11, 6000000 ,353.107,"
12, 6000000 ,228.781,"
13, 6000000 ,224.467,"
14, 6000000 ,415.541,"
15, 6000000 ,407.803,"
16, 6000000 ,419.698,"
1, 7000000 ,58.4371,"
2, 7000000 ,98.5735,"
3, 7000000 ,137.541,"
4, 7000000 ,172.801,"
5, 7000000 ,207.015,"
6, 7000000 ,240.989,"
7, 7000000 ,270.072,"
8, 7000000 ,298.139,"
9, 7000000 ,283.321,"
10, 7000000 ,332.763,"
11, 7000000 ,364.033,"
12, 7000000 ,388.759,"
13, 7000000 ,416.468,"
14, 7000000 ,407.332,"
15, 7000000 ,449.438,"
16, 7000000 ,286.603,"
1, 8000000 ,60.8134,"
2, 8000000 ,102.675,"
3, 8000000 ,140.994,"
4, 8000000 ,177.936,"
5, 8000000 ,214.133,"
6, 8000000 ,228.258,"
7, 8000000 ,278.096,"
8, 8000000 ,305.577,"
9, 8000000 ,333.876,"
10, 8000000 ,348.812,"
11, 8000000 ,241.801,"
12, 8000000 ,405.207,"
13, 8000000 ,426.439,"
14, 8000000 ,462.642,"
15, 8000000 ,324.939,"
16, 8000000 ,434.594,"
1, 9000000 ,54.2649,"
2, 9000000 ,105.178,"
3, 9000000 ,145.189,"
4, 9000000 ,181.507,"
5, 9000000 ,218.007,"
6, 9000000 ,250.069,"
7, 9000000 ,242.849,"
8, 9000000 ,289.51,"
9, 9000000 ,342.779,"
10, 9000000 ,370.34,"
11, 9000000 ,388.082,"
12, 9000000 ,409.5,"
13, 9000000 ,435.456,"
14, 9000000 ,313.818,"
