num_threads,vector_size,mfc/s
1, 1000000 ,38.5802,"
2, 1000000 ,68.0365,"
3, 1000000 ,89.7263,"
4, 1000000 ,111.408,"
5, 1000000 ,119.204,"
6, 1000000 ,132.679,"
7, 1000000 ,135.281,"
8, 1000000 ,141.203,"
9, 1000000 ,151.126,"
10, 1000000 ,156.74,"
11, 1000000 ,157.381,"
12, 1000000 ,156.128,"
13, 1000000 ,160.359,"
14, 1000000 ,143.947,"
15, 1000000 ,115.062,"
16, 1000000 ,148.17,"
1, 2000000 ,45.4711,"
2, 2000000 ,79.5102,"
3, 2000000 ,109.146,"
4, 2000000 ,135.382,"
5, 2000000 ,153.057,"
6, 2000000 ,174.292,"
7, 2000000 ,191.92,"
8, 2000000 ,205.634,"
9, 2000000 ,218.388,"
10, 2000000 ,220.07,"
11, 2000000 ,236.855,"
12, 2000000 ,220.095,"
13, 2000000 ,237.614,"
14, 2000000 ,232.153,"
15, 2000000 ,130.327,"
16, 2000000 ,254.291,"
1, 3000000 ,48.7789,"
2, 3000000 ,84.6262,"
3, 3000000 ,117.11,"
4, 3000000 ,148.662,"
5, 3000000 ,175.871,"
6, 3000000 ,198.242,"
7, 3000000 ,219.058,"
8, 3000000 ,239.808,"
9, 3000000 ,255.363,"
10, 3000000 ,268.577,"
11, 3000000 ,277.316,"
12, 3000000 ,292.769,"
13, 3000000 ,281.69,"
14, 3000000 ,209.805,"
15, 3000000 ,330.178,"
16, 3000000 ,120.154,"
1, 4000000 ,51.5936,"
2, 4000000 ,89.4634,"
3, 4000000 ,125.094,"
4, 4000000 ,156.366,"
5, 4000000 ,172.533,"
6, 4000000 ,213.972,"
7, 4000000 ,219.118,"
8, 4000000 ,250.878,"
9, 4000000 ,279.857,"
10, 4000000 ,194.241,"
11, 4000000 ,278.649,"
12, 4000000 ,327.225,"
13, 4000000 ,348.038,"
14, 4000000 ,327.627,"
15, 4000000 ,218.424,"
16, 4000000 ,246.792,"
1, 5000000 ,53.8196,"
2, 5000000 ,92.8954,"
3, 5000000 ,129.608,"
4, 5000000 ,163.169,"
5, 5000000 ,194.924,"
6, 5000000 ,221.053,"
7, 5000000 ,224.316,"
8, 5000000 ,183.083,"
9, 5000000 ,245.773,"
10, 5000000 ,315.936,"
11, 5000000 ,336.973,"
12, 5000000 ,336.564,"
13, 5000000 ,221.435,"
14, 5000000 ,387.297,"
15, 5000000 ,359.221,"
16, 5000000 ,362.266,"
1, 6000000 ,57.1336,"
2, 6000000 ,96.7445,"
3, 6000000 ,133.482,"
4, 6000000 ,169.799,"
5, 6000000 ,201.227,"
6, 6000000 ,232.558,"
7, 6000000 ,260.439,"
8, 6000000 ,288.864,"
9, 6000000 ,200.495,"
10, 6000000 ,331.089,"
11, 6000000 ,212.653,"
12, 6000000 ,369.686,"
13, 6000000 ,396.93,"
14, 6000000 ,410.172,"
15, 6000000 ,429.277,"
16, 6000000 ,196.483,"
1, 7000000 ,58.6329,"
2, 7000000 ,100.069,"
3, 7000000 ,137.692,"
4, 7000000 ,173.516,"
5, 7000000 ,407.356,"
6, 7000000 ,240.352,"
7, 7000000 ,268.353,"
8, 7000000 ,299.94,"
9, 7000000 ,320.748,"
10, 7000000 ,310.752,"
11, 7000000 ,362.845,"
12, 7000000 ,392.531,"
13, 7000000 ,415.578,"
14, 7000000 ,405.774,"
15, 7000000 ,439.616,"
16, 7000000 ,453.809,"
1, 8000000 ,60.4426,"
2, 8000000 ,102.735,"
3, 8000000 ,142.033,"
4, 8000000 ,179.071,"
5, 8000000 ,206.526,"
6, 8000000 ,245.474,"
7, 8000000 ,276.797,"
8, 8000000 ,302.286,"
9, 8000000 ,330.975,"
10, 8000000 ,358.568,"
11, 8000000 ,379.921,"
12, 8000000 ,412.244,"
13, 8000000 ,420.676,"
14, 8000000 ,429.415,"
15, 8000000 ,412.882,"
16, 8000000 ,366.855,"
1, 9000000 ,63.7191,"
2, 9000000 ,105.665,"
3, 9000000 ,144.699,"
4, 9000000 ,184.008,"
5, 9000000 ,218.755,"
6, 9000000 ,245.66,"
7, 9000000 ,281.69,"
8, 9000000 ,314.795,"
9, 9000000 ,345.423,"
10, 9000000 ,368.324,"
11, 9000000 ,397.931,"
12, 9000000 ,427.31,"
13, 9000000 ,451.49,"
14, 9000000 ,317.002,"
15, 9000000 ,473.884,"
16, 9000000 ,312.609,"
1, 10000000 ,55.3652,"
2, 10000000 ,108.726,"
3, 10000000 ,148.386,"
4, 10000000 ,186.595,"
5, 10000000 ,213.438,"
6, 10000000 ,257.135,"
7, 10000000 ,551.542,"
8, 10000000 ,318.979,"
9, 10000000 ,351.099,"
10, 10000000 ,378.702,"
11, 10000000 ,403.698,"
12, 10000000 ,408.313,"
13, 10000000 ,455.726,"
14, 10000000 ,315.08,"
15, 10000000 ,499.027,"
16, 10000000 ,410.408,"
