num_threads,vector_size,mfc/s
1, 1000000 ,39.1911,"
2, 1000000 ,68.0967,"
3, 1000000 ,90.9753,"
4, 1000000 ,109.397,"
5, 1000000 ,119.36,"
6, 1000000 ,125.156,"
7, 1000000 ,138.985,"
8, 1000000 ,139.315,"
9, 1000000 ,139.762,"
10, 1000000 ,154.583,"
11, 1000000 ,157.555,"
12, 1000000 ,157.58,"
13, 1000000 ,111.844,"
14, 1000000 ,158.479,"
15, 1000000 ,64.813,"
16, 1000000 ,122.73,"
1, 2000000 ,44.1112,"
2, 2000000 ,79.1358,"
3, 2000000 ,109.016,"
4, 2000000 ,134.916,"
5, 2000000 ,150.602,"
6, 2000000 ,154.297,"
7, 2000000 ,194.989,"
8, 2000000 ,207.879,"
9, 2000000 ,218.794,"
10, 2000000 ,232.531,"
11, 2000000 ,239.263,"
12, 2000000 ,179.292,"
13, 2000000 ,216.38,"
14, 2000000 ,247.097,"
15, 2000000 ,151.32,"
16, 2000000 ,211.752,"
1, 3000000 ,48.1386,"
2, 3000000 ,83.091,"
3, 3000000 ,117.666,"
4, 3000000 ,147.965,"
5, 3000000 ,170.901,"
6, 3000000 ,211.834,"
7, 3000000 ,214.255,"
8, 3000000 ,237.906,"
9, 3000000 ,250.731,"
10, 3000000 ,274.223,"
11, 3000000 ,257.998,"
12, 3000000 ,296.092,"
13, 3000000 ,270.88,"
14, 3000000 ,317.427,"
15, 3000000 ,238.417,"
16, 3000000 ,206.03,"
1, 4000000 ,54.3944,"
2, 4000000 ,80.3649,"
3, 4000000 ,123.843,"
4, 4000000 ,156.74,"
5, 4000000 ,172.147,"
6, 4000000 ,213.163,"
7, 4000000 ,237.318,"
8, 4000000 ,261.455,"
9, 4000000 ,271.887,"
10, 4000000 ,302.87,"
11, 4000000 ,256.476,"
12, 4000000 ,308.285,"
13, 4000000 ,350.723,"
14, 4000000 ,346.681,"
15, 4000000 ,203.988,"
16, 4000000 ,374.813,"
1, 5000000 ,54.7028,"
2, 5000000 ,93.2279,"
3, 5000000 ,128.65,"
4, 5000000 ,161.342,"
5, 5000000 ,194.734,"
6, 5000000 ,220.187,"
7, 5000000 ,250.627,"
8, 5000000 ,275.164,"
9, 5000000 ,294.325,"
10, 5000000 ,303.288,"
11, 5000000 ,286.484,"
12, 5000000 ,345.328,"
13, 5000000 ,354.333,"
14, 5000000 ,384.172,"
15, 5000000 ,256.489,"
16, 5000000 ,418.796,"
1, 6000000 ,56.8968,"
2, 6000000 ,96.0692,"
3, 6000000 ,133.911,"
4, 6000000 ,168.596,"
5, 6000000 ,200.904,"
6, 6000000 ,233.927,"
7, 6000000 ,261.381,"
8, 6000000 ,276.307,"
9, 6000000 ,296.765,"
10, 6000000 ,335.458,"
11, 6000000 ,353.294,"
12, 6000000 ,323.45,"
13, 6000000 ,276.192,"
14, 6000000 ,410.481,"
15, 6000000 ,409.305,"
16, 6000000 ,431.22,"
1, 7000000 ,59.1017,"
2, 7000000 ,99.6853,"
3, 7000000 ,130.704,"
4, 7000000 ,173.568,"
5, 7000000 ,204.996,"
6, 7000000 ,239.997,"
7, 7000000 ,264.66,"
8, 7000000 ,298.457,"
9, 7000000 ,324.089,"
10, 7000000 ,349.948,"
11, 7000000 ,357.855,"
12, 7000000 ,391.762,"
13, 7000000 ,386.377,"
14, 7000000 ,435.161,"
15, 7000000 ,276.702,"
16, 7000000 ,197.194,"
1, 8000000 ,60.6396,"
2, 8000000 ,102.677,"
3, 8000000 ,141.58,"
4, 8000000 ,177.364,"
5, 8000000 ,213.089,"
6, 8000000 ,246.381,"
7, 8000000 ,278.3,"
8, 8000000 ,296.033,"
9, 8000000 ,337.368,"
10, 8000000 ,360.231,"
11, 8000000 ,376.276,"
12, 8000000 ,265.331,"
13, 8000000 ,431.872,"
14, 8000000 ,455.866,"
15, 8000000 ,455.814,"
16, 8000000 ,410.614,"
1, 9000000 ,65.9486,"
2, 9000000 ,105.955,"
3, 9000000 ,145.349,"
4, 9000000 ,181.408,"
5, 9000000 ,215.342,"
6, 9000000 ,250.606,"
7, 9000000 ,285.081,"
8, 9000000 ,313.731,"
9, 9000000 ,337.939,"
10, 9000000 ,373.258,"
11, 9000000 ,396.406,"
12, 9000000 ,533.017,"
13, 9000000 ,283.509,"
14, 9000000 ,487.329,"
15, 9000000 ,290.379,"
16, 9000000 ,502.793,"
1, 10000000 ,65.4977,"
2, 10000000 ,108.058,"
3, 10000000 ,148.196,"
4, 10000000 ,185.574,"
5, 10000000 ,221.004,"
6, 10000000 ,258.592,"
7, 10000000 ,287.183,"
8, 10000000 ,320.143,"
9, 10000000 ,353.132,"
10, 10000000 ,381.752,"
11, 10000000 ,408.68,"
12, 10000000 ,429.111,"
13, 10000000 ,468.538,"
14, 10000000 ,481.209,"
15, 10000000 ,511.169,"
16, 10000000 ,540.599,"
