num_threads,vector_size,mfc/s
1, 1000000 ,39.9409,"
2, 1000000 ,67.8334,"
3, 1000000 ,92.1065,"
4, 1000000 ,108.861,"
5, 1000000 ,120.861,"
6, 1000000 ,121.966,"
7, 1000000 ,136.724,"
8, 1000000 ,143.761,"
9, 1000000 ,126.936,"
10, 1000000 ,159.923,"
11, 1000000 ,136.893,"
12, 1000000 ,164.204,"
13, 1000000 ,147.059,"
14, 1000000 ,162.655,"
15, 1000000 ,155.618,"
16, 1000000 ,77.9059,"
1, 2000000 ,44.3922,"
2, 2000000 ,78.9328,"
3, 2000000 ,109.152,"
4, 2000000 ,134.771,"
5, 2000000 ,155.171,"
6, 2000000 ,174.095,"
7, 2000000 ,192.215,"
8, 2000000 ,207.684,"
9, 2000000 ,212.134,"
10, 2000000 ,207.663,"
11, 2000000 ,154.416,"
12, 2000000 ,240.616,"
13, 2000000 ,229.7,"
14, 2000000 ,129.241,"
15, 2000000 ,257.898,"
16, 2000000 ,224.947,"
1, 3000000 ,47.8217,"
2, 3000000 ,83.8903,"
3, 3000000 ,116.081,"
4, 3000000 ,147.929,"
5, 3000000 ,175.562,"
6, 3000000 ,198.373,"
7, 3000000 ,222.8,"
8, 3000000 ,240.173,"
9, 3000000 ,250.815,"
10, 3000000 ,255.864,"
11, 3000000 ,264.387,"
12, 3000000 ,230.876,"
13, 3000000 ,173.3,"
14, 3000000 ,319.727,"
15, 3000000 ,329.381,"
16, 3000000 ,326.335,"
1, 4000000 ,51.5232,"
2, 4000000 ,89.5235,"
3, 4000000 ,124.471,"
4, 4000000 ,156.789,"
5, 4000000 ,183.933,"
6, 4000000 ,208.605,"
7, 4000000 ,235.53,"
8, 4000000 ,261.165,"
9, 4000000 ,271.242,"
10, 4000000 ,291.588,"
11, 4000000 ,288.538,"
12, 4000000 ,321.027,"
13, 4000000 ,255.232,"
14, 4000000 ,320.282,"
15, 4000000 ,286.965,"
16, 4000000 ,261.233,"
1, 5000000 ,53.7843,"
2, 5000000 ,92.9731,"
3, 5000000 ,130.456,"
4, 5000000 ,163.377,"
5, 5000000 ,192.389,"
6, 5000000 ,223.914,"
7, 5000000 ,250.088,"
8, 5000000 ,279.033,"
9, 5000000 ,293.358,"
10, 5000000 ,319.366,"
11, 5000000 ,333.156,"
12, 5000000 ,352.908,"
13, 5000000 ,367.458,"
14, 5000000 ,367.404,"
15, 5000000 ,238.618,"
16, 5000000 ,175.871,"
1, 6000000 ,57.229,"
2, 6000000 ,96.083,"
3, 6000000 ,134.231,"
4, 6000000 ,177.363,"
5, 6000000 ,214.049,"
6, 6000000 ,232.937,"
7, 6000000 ,259.898,"
8, 6000000 ,286.437,"
9, 6000000 ,310.254,"
10, 6000000 ,297.59,"
11, 6000000 ,327.439,"
12, 6000000 ,334.374,"
13, 6000000 ,396.092,"
14, 6000000 ,124.888,"
15, 6000000 ,427.168,"
16, 6000000 ,453.412,"
1, 7000000 ,59.1551,"
2, 7000000 ,99.6271,"
3, 7000000 ,123.138,"
4, 7000000 ,173.723,"
5, 7000000 ,206.673,"
6, 7000000 ,238.981,"
7, 7000000 ,269.885,"
8, 7000000 ,295.983,"
9, 7000000 ,325.491,"
10, 7000000 ,330.142,"
11, 7000000 ,372.499,"
12, 7000000 ,382.117,"
13, 7000000 ,407.427,"
14, 7000000 ,416.32,"
15, 7000000 ,317.965,"
16, 7000000 ,445.775,"
1, 8000000 ,60.8763,"
2, 8000000 ,105.694,"
3, 8000000 ,141.826,"
4, 8000000 ,177.45,"
5, 8000000 ,213.294,"
6, 8000000 ,245.813,"
7, 8000000 ,278.959,"
8, 8000000 ,305.274,"
9, 8000000 ,305.507,"
10, 8000000 ,357.974,"
11, 8000000 ,385.301,"
12, 8000000 ,402.495,"
13, 8000000 ,447.127,"
14, 8000000 ,453.258,"
15, 8000000 ,282.686,"
16, 8000000 ,496.401,"
1, 9000000 ,65.7654,"
2, 9000000 ,94.1669,"
3, 9000000 ,140.287,"
4, 9000000 ,182.897,"
5, 9000000 ,217.475,"
6, 9000000 ,252.44,"
7, 9000000 ,283.581,"
8, 9000000 ,313.829,"
9, 9000000 ,342.036,"
10, 9000000 ,371.302,"
11, 9000000 ,333.618,"
12, 9000000 ,418.858,"
13, 9000000 ,447.183,"
14, 9000000 ,457.55,"
15, 9000000 ,494.424,"
16, 9000000 ,524.72,"
1, 10000000 ,64.2137,"
2, 10000000 ,108.266,"
3, 10000000 ,148.816,"
4, 10000000 ,185.998,"
5, 10000000 ,222.777,"
6, 10000000 ,255.872,"
7, 10000000 ,289.134,"
8, 10000000 ,322.778,"
9, 10000000 ,347.464,"
10, 10000000 ,379.291,"
11, 10000000 ,403.356,"
12, 10000000 ,416.997,"
13, 10000000 ,470.655,"
14, 10000000 ,473.619,"
15, 10000000 ,494.144,"
16, 10000000 ,322.674,"
