num_threads,vector_size,mfc/s
1, 1000000 ,39.9042,"
2, 1000000 ,68.0272,"
3, 1000000 ,90.6947,"
4, 1000000 ,107.411,"
5, 1000000 ,118.455,"
6, 1000000 ,136.949,"
7, 1000000 ,142.653,"
8, 1000000 ,138.6,"
9, 1000000 ,113.572,"
10, 1000000 ,156.519,"
11, 1000000 ,132.433,"
12, 1000000 ,140.667,"
13, 1000000 ,159.109,"
14, 1000000 ,179.211,"
15, 1000000 ,157.307,"
16, 1000000 ,168.919,"
1, 2000000 ,44.0548,"
2, 2000000 ,78.7805,"
3, 2000000 ,115.26,"
4, 2000000 ,135.236,"
5, 2000000 ,155.28,"
6, 2000000 ,181.521,"
7, 2000000 ,188.857,"
8, 2000000 ,210.106,"
9, 2000000 ,218.914,"
10, 2000000 ,229.674,"
11, 2000000 ,226.116,"
12, 2000000 ,227.169,"
13, 2000000 ,171.218,"
14, 2000000 ,128.025,"
15, 2000000 ,228.938,"
16, 2000000 ,184.826,"
1, 3000000 ,43.3163,"
2, 3000000 ,85.0003,"
3, 3000000 ,125.266,"
4, 3000000 ,147.493,"
5, 3000000 ,173.923,"
6, 3000000 ,200.133,"
7, 3000000 ,219.587,"
8, 3000000 ,237.661,"
9, 3000000 ,254.885,"
10, 3000000 ,267.118,"
11, 3000000 ,281.822,"
12, 3000000 ,284.145,"
13, 3000000 ,246.711,"
14, 3000000 ,312.5,"
15, 3000000 ,310.849,"
16, 3000000 ,212.044,"
1, 4000000 ,51.915,"
2, 4000000 ,89.7928,"
3, 4000000 ,122.831,"
4, 4000000 ,156.826,"
5, 4000000 ,184.289,"
6, 4000000 ,189.6,"
7, 4000000 ,237.079,"
8, 4000000 ,261.301,"
9, 4000000 ,273.617,"
10, 4000000 ,292.035,"
11, 4000000 ,282.406,"
12, 4000000 ,256.97,"
13, 4000000 ,275.501,"
14, 4000000 ,332.254,"
15, 4000000 ,378.215,"
16, 4000000 ,251.826,"
1, 5000000 ,53.2453,"
2, 5000000 ,99.1808,"
3, 5000000 ,124.825,"
4, 5000000 ,163.351,"
5, 5000000 ,189.897,"
6, 5000000 ,223.384,"
7, 5000000 ,248.311,"
8, 5000000 ,279.22,"
9, 5000000 ,298.561,"
10, 5000000 ,313.558,"
11, 5000000 ,285.763,"
12, 5000000 ,347.899,"
13, 5000000 ,366.435,"
14, 5000000 ,395.007,"
15, 5000000 ,249.875,"
16, 5000000 ,315.976,"
1, 6000000 ,59.6256,"
2, 6000000 ,96.2402,"
3, 6000000 ,134.729,"
4, 6000000 ,168.459,"
5, 6000000 ,202.84,"
6, 6000000 ,230.026,"
7, 6000000 ,259.045,"
8, 6000000 ,284.185,"
9, 6000000 ,316.106,"
10, 6000000 ,330.324,"
11, 6000000 ,347.222,"
12, 6000000 ,244.17,"
13, 6000000 ,376.27,"
14, 6000000 ,414.479,"
15, 6000000 ,424.358,"
16, 6000000 ,277.136,"
1, 7000000 ,57.3785,"
2, 7000000 ,99.8018,"
3, 7000000 ,137.934,"
4, 7000000 ,173.345,"
5, 7000000 ,206.844,"
6, 7000000 ,241.23,"
7, 7000000 ,268.508,"
8, 7000000 ,296.296,"
9, 7000000 ,319.533,"
10, 7000000 ,367.937,"
11, 7000000 ,374.692,"
12, 7000000 ,378.931,"
13, 7000000 ,236.983,"
14, 7000000 ,376.283,"
15, 7000000 ,428.528,"
16, 7000000 ,470.019,"
1, 8000000 ,60.9241,"
2, 8000000 ,102.489,"
3, 8000000 ,142.174,"
4, 8000000 ,176.382,"
5, 8000000 ,212.416,"
6, 8000000 ,244.611,"
7, 8000000 ,278,"
8, 8000000 ,306.185,"
9, 8000000 ,346.876,"
10, 8000000 ,363.967,"
11, 8000000 ,387.147,"
12, 8000000 ,265.384,"
13, 8000000 ,429.231,"
14, 8000000 ,401.647,"
15, 8000000 ,485.614,"
16, 8000000 ,458.269,"
1, 9000000 ,62.5656,"
2, 9000000 ,105.646,"
3, 9000000 ,144.904,"
4, 9000000 ,182.098,"
5, 9000000 ,216.487,"
6, 9000000 ,248.427,"
7, 9000000 ,283.197,"
8, 9000000 ,315.104,"
9, 9000000 ,341.155,"
10, 9000000 ,363.651,"
11, 9000000 ,400.57,"
12, 9000000 ,426.945,"
13, 9000000 ,431.593,"
14, 9000000 ,412.163,"
15, 9000000 ,460.17,"
16, 9000000 ,306.352,"
1, 10000000 ,65.8336,"
2, 10000000 ,104.936,"
3, 10000000 ,148.144,"
4, 10000000 ,185.302,"
5, 10000000 ,220.269,"
6, 10000000 ,256.193,"
7, 10000000 ,274.145,"
8, 10000000 ,321.368,"
9, 10000000 ,349.101,"
10, 10000000 ,372.884,"
11, 10000000 ,407.398,"
12, 10000000 ,325.404,"
13, 10000000 ,444.109,"
14, 10000000 ,490.196,"
15, 10000000 ,513.505,"
16, 10000000 ,383.7,"
