mfc/s,num_threads,vector_size
33.8287, 1, 50000
36.1807, 2, 50000
37.3513, 3, 50000
36.8741, 4, 50000
35.1773, 5, 50000
34.6084, 6, 50000
35.859, 7, 50000
36.846, 8, 50000
29.7609, 9, 50000
29.6907, 10, 50000
31.7126, 11, 50000
27.2428, 12, 50000
17.84, 13, 50000
11.5865, 14, 50000
26.7517, 15, 50000
28.4141, 16, 50000
53.8514, 1, 100000
68.3074, 2, 100000
68.6316, 3, 100000
70.3074, 4, 100000
66.4146, 5, 100000
71.0257, 6, 100000
67.22, 7, 100000
65.3318, 8, 100000
61.488, 9, 100000
59.8787, 10, 100000
65.2302, 11, 100000
54.8849, 12, 100000
58.5824, 13, 100000
60.4338, 14, 100000
27.4221, 15, 100000
52.0816, 16, 100000
64.5145, 1, 150000
89.1436, 2, 150000
99.9331, 3, 150000
96.5688, 4, 150000
97.9113, 5, 150000
101.008, 6, 150000
103.877, 7, 150000
89.2532, 8, 150000
90.1441, 9, 150000
75.9746, 10, 150000
88.6162, 11, 150000
34.9979, 12, 150000
61.7112, 13, 150000
34.9292, 14, 150000
79.2674, 15, 150000
33.8706, 16, 150000
71.1241, 1, 200000
103.147, 2, 200000
117.735, 3, 200000
127.415, 4, 200000
125.917, 5, 200000
128.123, 6, 200000
117.531, 7, 200000
121.31, 8, 200000
128.646, 9, 200000
125.528, 10, 200000
128.95, 11, 200000
111.333, 12, 200000
59.8033, 13, 200000
105.575, 14, 200000
80.6778, 15, 200000
111.171, 16, 200000
75.6348, 1, 250000
117.26, 2, 250000
143.268, 3, 250000
133.713, 4, 250000
155.406, 5, 250000
151.667, 6, 250000
155.184, 7, 250000
151.179, 8, 250000
149.37, 9, 250000
120.383, 10, 250000
164.371, 11, 250000
154.445, 12, 250000
58.3742, 13, 250000
140.497, 14, 250000
130.188, 15, 250000
57.1473, 16, 250000
83.5981, 1, 300000
125.892, 2, 300000
152.133, 3, 300000
168.476, 4, 300000
165.072, 5, 300000
177.549, 6, 300000
164.504, 7, 300000
190.352, 8, 300000
181.493, 9, 300000
187.665, 10, 300000
133.176, 11, 300000
135.606, 12, 300000
109, 13, 300000
153.688, 14, 300000
68.8331, 15, 300000
158.203, 16, 300000
88.3844, 1, 350000
130.031, 2, 350000
168.298, 3, 350000
174.971, 4, 350000
190.774, 5, 350000
192.913, 6, 350000
198.639, 7, 350000
199.81, 8, 350000
186.5, 9, 350000
188.649, 10, 350000
209.456, 11, 350000
62.4259, 12, 350000
175.41, 13, 350000
162.54, 14, 350000
133.637, 15, 350000
153.868, 16, 350000
88.0802, 1, 400000
143.575, 2, 400000
179.884, 3, 400000
199.539, 4, 400000
211.451, 5, 400000
222.431, 6, 400000
223.428, 7, 400000
217.707, 8, 400000
234.286, 9, 400000
217.745, 10, 400000
201.884, 11, 400000
223.716, 12, 400000
200.973, 13, 400000
207.939, 14, 400000
192.775, 15, 400000
181.519, 16, 400000
91.4456, 1, 450000
150.086, 2, 450000
193.497, 3, 450000
205.387, 4, 450000
227.192, 5, 450000
235.723, 6, 450000
149.67, 7, 450000
238.725, 8, 450000
243.593, 9, 450000
246.305, 10, 450000
233.854, 11, 450000
213.037, 12, 450000
216.872, 13, 450000
248.118, 14, 450000
100, 15, 450000
216.069, 16, 450000
98.7949, 1, 500000
154.017, 2, 500000
204.162, 3, 500000
221.991, 4, 500000
240.416, 5, 500000
261.36, 6, 500000
269.73, 7, 500000
264.092, 8, 500000
276.803, 9, 500000
183.757, 10, 500000
273.435, 11, 500000
194.205, 12, 500000
115.803, 13, 500000
240.031, 14, 500000
226.515, 15, 500000
283.923, 16, 500000
100.961, 1, 550000
151.445, 2, 550000
205.634, 3, 550000
246.381, 4, 550000
264.853, 5, 550000
268.553, 6, 550000
264.843, 7, 550000
283.016, 8, 550000
296.716, 9, 550000
251.329, 10, 550000
254.396, 11, 550000
304.202, 12, 550000
244.01, 13, 550000
188.984, 14, 550000
118.55, 15, 550000
246.487, 16, 550000
101.512, 1, 600000
162.308, 2, 600000
213.396, 3, 600000
252.306, 4, 600000
266.192, 5, 600000
282.667, 6, 600000
283.814, 7, 600000
307.263, 8, 600000
299.201, 9, 600000
233.832, 10, 600000
308.329, 11, 600000
102.681, 12, 600000
304.155, 13, 600000
245.034, 14, 600000
210.428, 15, 600000
272.515, 16, 600000
99.4902, 1, 650000
166.414, 2, 650000
214.405, 3, 650000
247.965, 4, 650000
255.542, 5, 650000
299.264, 6, 650000
308.01, 7, 650000
307.327, 8, 650000
330.18, 9, 650000
334.31, 10, 650000
271.661, 11, 650000
144.583, 12, 650000
280.176, 13, 650000
308.742, 14, 650000
117.356, 15, 650000
86.0429, 16, 650000
105.879, 1, 700000
170.454, 2, 700000
226.783, 3, 700000
265.087, 4, 700000
282.336, 5, 700000
297.619, 6, 700000
315.881, 7, 700000
319.723, 8, 700000
318.808, 9, 700000
263.06, 10, 700000
372.401, 11, 700000
136.179, 12, 700000
230.716, 13, 700000
283.326, 14, 700000
299.95, 15, 700000
300.687, 16, 700000
106.675, 1, 750000
174.201, 2, 750000
225.113, 3, 750000
274.122, 4, 750000
300.203, 5, 750000
319.601, 6, 750000
340.03, 7, 750000
340.03, 8, 750000
370.26, 9, 750000
364.835, 10, 750000
368.309, 11, 750000
257.467, 12, 750000
383.688, 13, 750000
325.229, 14, 750000
300.442, 15, 750000
319.926, 16, 750000
107.527, 1, 800000
174.342, 2, 800000
232.715, 3, 800000
301.694, 4, 800000
305.346, 5, 800000
281.631, 6, 800000
353.987, 7, 800000
367.532, 8, 800000
361.669, 9, 800000
384.314, 10, 800000
304.183, 11, 800000
374.352, 12, 800000
304.533, 13, 800000
313.808, 14, 800000
316.412, 15, 800000
315.332, 16, 800000
106.303, 1, 850000
175.753, 2, 850000
229.813, 3, 850000
295.995, 4, 850000
314.545, 5, 850000
357.636, 6, 850000
354.507, 7, 850000
340.09, 8, 850000
179.919, 9, 850000
374.072, 10, 850000
180.377, 11, 850000
399.368, 12, 850000
399.816, 13, 850000
324.263, 14, 850000
333.858, 15, 850000
229.192, 16, 850000
105.642, 1, 900000
184.389, 2, 900000
232.777, 3, 900000
296.441, 4, 900000
314.171, 5, 900000
334.365, 6, 900000
375.734, 7, 900000
401.426, 8, 900000
401.725, 9, 900000
409.097, 10, 900000
408.227, 11, 900000
424, 12, 900000
332.803, 13, 900000
275.23, 14, 900000
297.156, 15, 900000
191.693, 16, 900000
106.75, 1, 950000
186.603, 2, 950000
241.076, 3, 950000
296.936, 4, 950000
325.822, 5, 950000
365.436, 6, 950000
402.037, 7, 950000
414.917, 8, 950000
412.626, 9, 950000
442.273, 10, 950000
316.874, 11, 950000
200.762, 12, 950000
385.655, 13, 950000
201.714, 14, 950000
282.595, 15, 950000
207.65, 16, 950000
109.091, 1, 1000000
189.753, 2, 1000000
252.948, 3, 1000000
309.018, 4, 1000000
339.675, 5, 1000000
373.181, 6, 1000000
383.485, 7, 1000000
420.468, 8, 1000000
418.76, 9, 1000000
383.579, 10, 1000000
453.52, 11, 1000000
429.246, 12, 1000000
209.394, 13, 1000000
161.421, 14, 1000000
209.687, 15, 1000000
211.951, 16, 1000000
109.178, 1, 1050000
188.69, 2, 1050000
241.378, 3, 1050000
317.865, 4, 1050000
345.016, 5, 1050000
380.894, 6, 1050000
408.662, 7, 1050000
422.367, 8, 1050000
431.865, 9, 1050000
215.093, 10, 1050000
349.304, 11, 1050000
407.767, 12, 1050000
