mfc/s,num_threads,vector_size
111.157, 1, 50000
188.713, 2, 50000
280.449, 3, 50000
311.046, 4, 50000
349.439, 5, 50000
455.079, 6, 50000
454.252, 7, 50000
463.608, 8, 50000
480.954, 9, 50000
516.076, 10, 50000
482.228, 11, 50000
477.207, 12, 50000
508.916, 13, 50000
438.792, 14, 50000
343.479, 15, 50000
377.067, 16, 50000
124.331, 1, 100000
211.327, 2, 100000
315.941, 3, 100000
401.138, 4, 100000
540.093, 5, 100000
573.941, 6, 100000
562.884, 7, 100000
604.364, 8, 100000
651.095, 9, 100000
597.832, 10, 100000
59.1733, 11, 100000
622.156, 12, 100000
704.49, 13, 100000
813.559, 14, 100000
512.913, 15, 100000
584.954, 16, 100000
120.819, 1, 150000
239.708, 2, 150000
354.865, 3, 150000
437.929, 4, 150000
535.86, 5, 150000
591.468, 6, 150000
652.928, 7, 150000
753.525, 8, 150000
705.766, 9, 150000
737.108, 10, 150000
771.267, 11, 150000
948.311, 12, 150000
910.17, 13, 150000
890.136, 14, 150000
900.245, 15, 150000
841.443, 16, 150000
127.003, 1, 200000
247.714, 2, 200000
363.873, 3, 200000
479.616, 4, 200000
612.821, 5, 200000
659.193, 6, 200000
805.854, 7, 200000
876.661, 8, 200000
844.704, 9, 200000
810.329, 10, 200000
843.384, 11, 200000
1052.35, 12, 200000
992.69, 13, 200000
1096.72, 14, 200000
811.414, 15, 200000
1081.85, 16, 200000
125.271, 1, 250000
242.883, 2, 250000
340.243, 3, 250000
471.554, 4, 250000
626.081, 5, 250000
755.693, 6, 250000
754.912, 7, 250000
906.235, 8, 250000
808.603, 9, 250000
977.77, 10, 250000
833.175, 11, 250000
1095.32, 12, 250000
1014.63, 13, 250000
999.611, 14, 250000
1319.73, 15, 250000
1258.27, 16, 250000
138.226, 1, 300000
269.509, 2, 300000
359.471, 3, 300000
511.199, 4, 300000
617.408, 5, 300000
706.834, 6, 300000
834.033, 7, 300000
1065.48, 8, 300000
834.621, 9, 300000
995.768, 10, 300000
961.793, 11, 300000
1016, 12, 300000
1212.49, 13, 300000
1091.85, 14, 300000
1436.98, 15, 300000
1187.04, 16, 300000
136.362, 1, 350000
264.041, 2, 350000
383.55, 3, 350000
520.751, 4, 350000
627.57, 5, 350000
758.169, 6, 350000
857.445, 7, 350000
942.88, 8, 350000
1004.37, 9, 350000
1000.03, 10, 350000
1076.75, 11, 350000
1037.51, 12, 350000
1225.09, 13, 350000
1626.47, 14, 350000
1402.79, 15, 350000
1334.92, 16, 350000
139.123, 1, 400000
272.611, 2, 400000
377.607, 3, 400000
525.573, 4, 400000
632.766, 5, 400000
799.673, 6, 400000
798.283, 7, 400000
1030.51, 8, 400000
918.242, 9, 400000
1005.72, 10, 400000
1112.44, 11, 400000
1197.06, 12, 400000
120.156, 13, 400000
1302.58, 14, 400000
1483.76, 15, 400000
1516.81, 16, 400000
142.827, 1, 450000
274.185, 2, 450000
391.228, 3, 450000
511.251, 4, 450000
641.986, 5, 450000
791.712, 6, 450000
1001.48, 7, 450000
902.325, 8, 450000
1009.92, 9, 450000
1111.34, 10, 450000
1219.37, 11, 450000
1362.49, 12, 450000
1420.85, 13, 450000
1474.44, 14, 450000
1410.63, 15, 450000
1525.58, 16, 450000
121.417, 1, 500000
257.168, 2, 500000
384.264, 3, 500000
543.569, 4, 500000
605.604, 5, 500000
797.861, 6, 500000
921.035, 7, 500000
1097.02, 8, 500000
1096.3, 9, 500000
1068.2, 10, 500000
1154.06, 11, 500000
724.034, 12, 500000
125.114, 13, 500000
1558.32, 14, 500000
1919.7, 15, 500000
1618.82, 16, 500000
131.692, 1, 550000
271.032, 2, 550000
400.555, 3, 550000
547.334, 4, 550000
627.755, 5, 550000
862.022, 6, 550000
868.423, 7, 550000
1041.87, 8, 550000
973.989, 9, 550000
1448.05, 10, 550000
1239.11, 11, 550000
1307.8, 12, 550000
1631.7, 13, 550000
1565.89, 14, 550000
1468.57, 15, 550000
1667.72, 16, 550000
139.265, 1, 600000
262.572, 2, 600000
409.312, 3, 600000
519.857, 4, 600000
671.313, 5, 600000
865.194, 6, 600000
840.733, 7, 600000
1030.44, 8, 600000
1249.04, 9, 600000
1077.06, 10, 600000
1161.94, 11, 600000
1511.99, 12, 600000
1400.29, 13, 600000
1327.41, 14, 600000
1899.96, 15, 600000
1759.4, 16, 600000
140.305, 1, 650000
269.938, 2, 650000
409.057, 3, 650000
521.135, 4, 650000
655.401, 5, 650000
826.607, 6, 650000
950.387, 7, 650000
1003.17, 8, 650000
930.717, 9, 650000
1174.69, 10, 650000
1293.7, 11, 650000
1480.52, 12, 650000
1586.16, 13, 650000
1516.51, 14, 650000
1826.7, 15, 650000
1616.27, 16, 650000
120.165, 1, 700000
277.788, 2, 700000
398.03, 3, 700000
551.637, 4, 700000
666.195, 5, 700000
828.451, 6, 700000
970.726, 7, 700000
1016.3, 8, 700000
980.232, 9, 700000
1247.63, 10, 700000
1395.96, 11, 700000
1258.5, 12, 700000
1594.71, 13, 700000
1644.03, 14, 700000
1744.68, 15, 700000
1676.75, 16, 700000
138.828, 1, 750000
319.234, 2, 750000
402.469, 3, 750000
529.142, 4, 750000
664.052, 5, 750000
880.559, 6, 750000
909.005, 7, 750000
1098.07, 8, 750000
939.272, 9, 750000
1166.02, 10, 750000
1499.36, 11, 750000
1412.83, 12, 750000
1566.86, 13, 750000
1722.93, 14, 750000
1728.94, 15, 750000
1997.81, 16, 750000
135.657, 1, 800000
290.788, 2, 800000
408.226, 3, 800000
607.802, 4, 800000
691.724, 5, 800000
726.517, 6, 800000
1003.34, 7, 800000
1064.37, 8, 800000
1035.12, 9, 800000
1282.94, 10, 800000
1220.88, 11, 800000
1388.16, 12, 800000
1678.95, 13, 800000
1558.54, 14, 800000
1875.97, 15, 800000
2323.81, 16, 800000
143.303, 1, 850000
279.478, 2, 850000
406.26, 3, 850000
548.387, 4, 850000
676.772, 5, 850000
807.242, 6, 850000
901.289, 7, 850000
1162.64, 8, 850000
980.612, 9, 850000
1361.45, 10, 850000
1254.07, 11, 850000
1483.97, 12, 850000
1453.29, 13, 850000
1747.2, 14, 850000
2259.09, 15, 850000
2130.13, 16, 850000
139.193, 1, 900000
226.021, 2, 900000
414.111, 3, 900000
550.709, 4, 900000
765.415, 5, 900000
951.851, 6, 900000
1144.37, 7, 900000
1091.29, 8, 900000
937.173, 9, 900000
1155.58, 10, 900000
1281.68, 11, 900000
1576.23, 12, 900000
1642.8, 13, 900000
1700, 14, 900000
1899.34, 15, 900000
2239.47, 16, 900000
134.883, 1, 950000
277.113, 2, 950000
408.833, 3, 950000
563.524, 4, 950000
756.169, 5, 950000
951.922, 6, 950000
1030.36, 7, 950000
1070.98, 8, 950000
993.708, 9, 950000
1358.78, 10, 950000
1196.07, 11, 950000
1636.56, 12, 950000
1670.52, 13, 950000
1855.76, 14, 950000
2002.79, 15, 950000
2152.46, 16, 950000
145.281, 1, 1000000
292.91, 2, 1000000
449.365, 3, 1000000
565.449, 4, 1000000
854.487, 5, 1000000
831.305, 6, 1000000
997.096, 7, 1000000
1081.52, 8, 1000000
973.585, 9, 1000000
1150.56, 10, 1000000
1262.85, 11, 1000000
1299.54, 12, 1000000
1944.62, 13, 1000000
1733.82, 14, 1000000
1751.67, 15, 1000000
2158.92, 16, 1000000
145.218, 1, 1050000
283.523, 2, 1050000
473.842, 3, 1050000
577.067, 4, 1050000
1245.22, 5, 1050000
1002.5, 6, 1050000
1042.68, 7, 1050000
1098.45, 8, 1050000
1013.49, 9, 1050000
1169.42, 10, 1050000
1395.2, 11, 1050000
1480.85, 12, 1050000
1635.55, 13, 1050000
1811.17, 14, 1050000
2217.19, 15, 1050000
2088.93, 16, 1050000
145.462, 1, 1100000
295.748, 2, 1100000
411.268, 3, 1100000
537.621, 4, 1100000
692.978, 5, 1100000
886.518, 6, 1100000
989.279, 7, 1100000
1119.97, 8, 1100000
1023.8, 9, 1100000
1131.96, 10, 1100000
1263.88, 11, 1100000
1853.15, 12, 1100000
1414.89, 13, 1100000
1963.29, 14, 1100000
1858.21, 15, 1100000
1954.08, 16, 1100000
148.183, 1, 1150000
284.787, 2, 1150000
