mfc/s,num_threads,vector_size
31.7606, 1, 50000
34.6179, 2, 50000
38.6905, 3, 50000
40.4986, 4, 50000
33.951, 5, 50000
36.8806, 6, 50000
34.2001, 7, 50000
33.341, 8, 50000
31.2821, 9, 50000
25.6188, 10, 50000
26.9441, 11, 50000
28.2584, 12, 50000
11.7924, 13, 50000
30.0839, 14, 50000
11.4644, 15, 50000
8.67847, 16, 50000
54.3374, 1, 100000
64.2674, 2, 100000
74.9786, 3, 100000
74.0563, 4, 100000
69.6227, 5, 100000
68.7779, 6, 100000
68.1668, 7, 100000
68.7441, 8, 100000
69.0762, 9, 100000
68.4896, 10, 100000
63.3453, 11, 100000
45.2688, 12, 100000
25.5927, 13, 100000
54.2601, 14, 100000
9.81392, 15, 100000
56.9698, 16, 100000
64.6471, 1, 150000
86.0586, 2, 150000
94.2211, 3, 150000
104.625, 4, 150000
95.2577, 5, 150000
95.3155, 6, 150000
91.9535, 7, 150000
96.4011, 8, 150000
96.6925, 9, 150000
81.299, 10, 150000
90.3988, 11, 150000
72.7672, 12, 150000
78.9194, 13, 150000
34.2834, 14, 150000
74.614, 15, 150000
66.3446, 16, 150000
72.1166, 1, 200000
101.043, 2, 200000
120.798, 3, 200000
124.171, 4, 200000
121.287, 5, 200000
130.977, 6, 200000
127.661, 7, 200000
122.623, 8, 200000
127.745, 9, 200000
115.854, 10, 200000
96.4171, 11, 200000
117.007, 12, 200000
125.334, 13, 200000
107.011, 14, 200000
100.37, 15, 200000
101.746, 16, 200000
84.1104, 1, 250000
113.811, 2, 250000
138.043, 3, 250000
154.225, 4, 250000
144.951, 5, 250000
150.183, 6, 250000
137.512, 7, 250000
127.378, 8, 250000
144.538, 9, 250000
156.808, 10, 250000
137.386, 11, 250000
131.001, 12, 250000
134.02, 13, 250000
139.383, 14, 250000
56.5057, 15, 250000
57.4185, 16, 250000
81.2045, 1, 300000
127.659, 2, 300000
155.409, 3, 300000
165.863, 4, 300000
190.122, 5, 300000
168.823, 6, 300000
187.339, 7, 300000
162.395, 8, 300000
175.128, 9, 300000
175.478, 10, 300000
158.922, 11, 300000
69.5945, 12, 300000
171.398, 13, 300000
165.775, 14, 300000
68.9916, 15, 300000
144.603, 16, 300000
86.842, 1, 350000
134.016, 2, 350000
163.475, 3, 350000
185.058, 4, 350000
191.888, 5, 350000
194.911, 6, 350000
198.639, 7, 350000
184.307, 8, 350000
213.115, 9, 350000
205.959, 10, 350000
136.881, 11, 350000
208.287, 12, 350000
178.329, 13, 350000
150.062, 14, 350000
83.479, 15, 350000
77.0243, 16, 350000
91.9182, 1, 400000
139.099, 2, 400000
179.161, 3, 400000
190.203, 4, 400000
218.7, 5, 400000
215.673, 6, 400000
224.595, 7, 400000
212.424, 8, 400000
239.094, 9, 400000
215.942, 10, 400000
229.364, 11, 400000
215.056, 12, 400000
196.493, 13, 400000
179.775, 14, 400000
77.5897, 15, 400000
203.525, 16, 400000
90.8411, 1, 450000
148.011, 2, 450000
185.061, 3, 450000
205.79, 4, 450000
222.698, 5, 450000
235.517, 6, 450000
229.671, 7, 450000
249.452, 8, 450000
310.757, 9, 450000
249.716, 10, 450000
260.612, 11, 450000
139.738, 12, 450000
214.734, 13, 450000
102.018, 14, 450000
224.508, 15, 450000
99.3667, 16, 450000
93.2952, 1, 500000
154.574, 2, 500000
193.476, 3, 500000
237.19, 4, 500000
233.026, 5, 500000
243.742, 6, 500000
263.715, 7, 500000
268.098, 8, 500000
270.612, 9, 500000
243.393, 10, 500000
280.956, 11, 500000
111.06, 12, 500000
273.565, 13, 500000
178.42, 14, 500000
239.046, 15, 500000
149.597, 16, 500000
95.7749, 1, 550000
158.457, 2, 550000
200.999, 3, 550000
244.734, 4, 550000
258.26, 5, 550000
262.075, 6, 550000
232.657, 7, 550000
287.603, 8, 550000
294.908, 9, 550000
256.966, 10, 550000
298.482, 11, 550000
215.682, 12, 550000
246.706, 13, 550000
216.594, 14, 550000
211.73, 15, 550000
172.847, 16, 550000
106.225, 1, 600000
161.901, 2, 600000
209.616, 3, 600000
239.964, 4, 600000
266.239, 5, 600000
285.478, 6, 600000
300.046, 7, 600000
298.161, 8, 600000
313.216, 9, 600000
303.239, 10, 600000
317.296, 11, 600000
314.901, 12, 600000
235.664, 13, 600000
264.356, 14, 600000
131.321, 15, 600000
246.273, 16, 600000
104.603, 1, 650000
166.495, 2, 650000
212.301, 3, 650000
248.244, 4, 650000
281.759, 5, 650000
292.218, 6, 650000
290.31, 7, 650000
311.15, 8, 650000
326.96, 9, 650000
342.83, 10, 650000
320.151, 11, 650000
262.346, 12, 650000
299.868, 13, 650000
280.291, 14, 650000
211.817, 15, 650000
273.532, 16, 650000
103.245, 1, 700000
170.957, 2, 700000
224.62, 3, 700000
259.266, 4, 700000
303.078, 5, 700000
257.673, 6, 700000
318.52, 7, 700000
99.6204, 8, 700000
309.325, 9, 700000
317.178, 10, 700000
293.093, 11, 700000
326.441, 12, 700000
347.965, 13, 700000
287.553, 14, 700000
289.814, 15, 700000
284.976, 16, 700000
105.126, 1, 750000
172.161, 2, 750000
226.817, 3, 750000
275.973, 4, 750000
312.025, 5, 750000
309.7, 6, 750000
339.565, 7, 750000
342.15, 8, 750000
265.896, 9, 750000
378.214, 10, 750000
348.3, 11, 750000
310.689, 12, 750000
306.541, 13, 750000
301.768, 14, 750000
164.042, 15, 750000
306.87, 16, 750000
103.44, 1, 800000
175.027, 2, 800000
215.401, 3, 800000
271.557, 4, 800000
318.142, 5, 800000
347.426, 6, 800000
363.799, 7, 800000
372.496, 8, 800000
359.55, 9, 800000
407.61, 10, 800000
391.777, 11, 800000
302.192, 12, 800000
395.72, 13, 800000
260.556, 14, 800000
301.73, 15, 800000
239.094, 16, 800000
108.65, 1, 850000
178.421, 2, 850000
236.966, 3, 850000
298.381, 4, 850000
294.592, 5, 850000
323.361, 6, 850000
363.767, 7, 850000
376.548, 8, 850000
378.106, 9, 850000
365.382, 10, 850000
412.761, 11, 850000
304.914, 12, 850000
403.283, 13, 850000
327.55, 14, 850000
180.046, 15, 850000
187.927, 16, 850000
106.287, 1, 900000
182.853, 2, 900000
236.842, 3, 900000
291.699, 4, 900000
319.679, 5, 900000
345.137, 6, 900000
366.801, 7, 900000
385.716, 8, 900000
412.464, 9, 900000
405.828, 10, 900000
425.274, 11, 900000
391.071, 12, 900000
405.044, 13, 900000
344.821, 14, 900000
387.936, 15, 900000
359.946, 16, 900000
107.022, 1, 950000
188.145, 2, 950000
245.795, 3, 950000
298.367, 4, 950000
339.779, 5, 950000
363.613, 6, 950000
388.715, 7, 950000
397.043, 8, 950000
407.964, 9, 950000
413.153, 10, 950000
418.491, 11, 950000
386.441, 12, 950000
387.556, 13, 950000
436.173, 14, 950000
293.784, 15, 950000
196.443, 16, 950000
113.208, 1, 1000000
188.173, 2, 1000000
249.438, 3, 1000000
298.06, 4, 1000000
312.798, 5, 1000000
378.889, 6, 1000000
406.832, 7, 1000000
424.21, 8, 1000000
433.087, 9, 1000000
427.714, 10, 1000000
386.299, 11, 1000000
210.466, 12, 1000000
444.312, 13, 1000000
343.439, 14, 1000000
359.635, 15, 1000000
270.49, 16, 1000000
110.005, 1, 1050000
188.612, 2, 1050000
250.575, 3, 1050000
311.671, 4, 1050000
362.819, 5, 1050000
375.812, 6, 1050000
412.632, 7, 1050000
426.319, 8, 1050000
446.127, 9, 1050000
453.43, 10, 1050000
461.347, 11, 1050000
474.963, 12, 1050000
483.515, 13, 1050000
159.624, 14, 1050000
485.737, 15, 1050000
378.971, 16, 1050000
117.769, 1, 1100000
189.918, 2, 1100000
261.861, 3, 1100000
306.039, 4, 1100000
351.255, 5, 1100000
393.607, 6, 1100000
357.876, 7, 1100000
397.496, 8, 1100000
453.112, 9, 1100000
212.083, 10, 1100000
359.362, 11, 1100000
355.067, 12, 1100000
413.17, 13, 1100000
250.588, 14, 1100000
373.592, 15, 1100000
108.817, 16, 1100000
110.858, 1, 1150000
193.407, 2, 1150000
259.847, 3, 1150000
311.318, 4, 1150000
353.263, 5, 1150000
394.159, 6, 1150000
338.266, 7, 1150000
461.103, 8, 1150000
442.37, 9, 1150000
481.639, 10, 1150000
265.545, 11, 1150000
468.175, 12, 1150000
489.906, 13, 1150000
346.903, 14, 1150000
389.7, 15, 1150000
238.442, 16, 1150000
114.84, 1, 1200000
196.764, 2, 1200000
263.779, 3, 1200000
303.947, 4, 1200000
337.932, 5, 1200000
399.775, 6, 1200000
423.275, 7, 1200000
464.286, 8, 1200000
476.505, 9, 1200000
470.272, 10, 1200000
493.56, 11, 1200000
502.228, 12, 1200000
383.752, 13, 1200000
487.615, 14, 1200000
482.135, 15, 1200000
499.801, 16, 1200000
115.863, 1, 1250000
197.69, 2, 1250000
272.688, 3, 1250000
332.122, 4, 1250000
379.36, 5, 1250000
416.3, 6, 1250000
454.874, 7, 1250000
473.07, 8, 1250000
496.751, 9, 1250000
498.815, 10, 1250000
505.858, 11, 1250000
532.146, 12, 1250000
385.44, 13, 1250000
549.05, 14, 1250000
410.959, 15, 1250000
253.023, 16, 1250000
113.191, 1, 1300000
198.553, 2, 1300000
272.135, 3, 1300000
335.365, 4, 1300000
367.055, 5, 1300000
408.679, 6, 1300000
436.534, 7, 1300000
460.29, 8, 1300000
493.224, 9, 1300000
510.479, 10, 1300000
533.661, 11, 1300000
527.092, 12, 1300000
548.68, 13, 1300000
550.934, 14, 1300000
412.471, 15, 1300000
262.308, 16, 1300000
114.3, 1, 1350000
200.11, 2, 1350000
274.856, 3, 1350000
341.281, 4, 1350000
380.788, 5, 1350000
426.722, 6, 1350000
459.069, 7, 1350000
492.232, 8, 1350000
484.51, 9, 1350000
464.771, 10, 1350000
421.878, 11, 1350000
488.018, 12, 1350000
330.936, 13, 1350000
292.757, 14, 1350000
422.718, 15, 1350000
558.248, 16, 1350000
115.61, 1, 1400000
201.564, 2, 1400000
274.044, 3, 1400000
338.764, 4, 1400000
385.388, 5, 1400000
434.107, 6, 1400000
480.985, 7, 1400000
493.365, 8, 1400000
500.827, 9, 1400000
577.463, 10, 1400000
530.365, 11, 1400000
557.4, 12, 1400000
516.041, 13, 1400000
422.458, 14, 1400000
576.763, 15, 1400000
454.046, 16, 1400000
119.178, 1, 1450000
205.102, 2, 1450000
277.549, 3, 1450000
342.711, 4, 1450000
385.775, 5, 1450000
449.379, 6, 1450000
514.501, 7, 1450000
508.592, 8, 1450000
514.312, 9, 1450000
541.932, 10, 1450000
552.233, 11, 1450000
470.626, 12, 1450000
328.252, 13, 1450000
571.252, 14, 1450000
402.622, 15, 1450000
448.638, 16, 1450000
119.585, 1, 1500000
204.927, 2, 1500000
275.703, 3, 1500000
348.86, 4, 1500000
390.45, 5, 1500000
426.299, 6, 1500000
486.804, 7, 1500000
501.125, 8, 1500000
533.491, 9, 1500000
575.965, 10, 1500000
399.111, 11, 1500000
583.28, 12, 1500000
292.454, 13, 1500000
447.143, 14, 1500000
446.477, 15, 1500000
341.58, 16, 1500000
119.201, 1, 1550000
205.942, 2, 1550000
285.068, 3, 1550000
347.799, 4, 1550000
410.635, 5, 1550000
443.322, 6, 1550000
445.744, 7, 1550000
507.811, 8, 1550000
539.129, 9, 1550000
561.462, 10, 1550000
547.375, 11, 1550000
568.119, 12, 1550000
575.138, 13, 1550000
504.384, 14, 1550000
606.019, 15, 1550000
468.508, 16, 1550000
119.889, 1, 1600000
208.46, 2, 1600000
284.766, 3, 1600000
353.825, 4, 1600000
405.753, 5, 1600000
453.939, 6, 1600000
485.194, 7, 1600000
533.98, 8, 1600000
561.205, 9, 1600000
526.083, 10, 1600000
574.431, 11, 1600000
608.293, 12, 1600000
624.268, 13, 1600000
603.027, 14, 1600000
445.226, 15, 1600000
476.524, 16, 1600000
117.41, 1, 1650000
208.536, 2, 1650000
287.556, 3, 1650000
360.786, 4, 1650000
408.279, 5, 1650000
464.615, 6, 1650000
509.78, 7, 1650000
523.205, 8, 1650000
551.223, 9, 1650000
586.906, 10, 1650000
563.919, 11, 1650000
606.025, 12, 1650000
243.03, 13, 1650000
462.525, 14, 1650000
466.233, 15, 1650000
357.968, 16, 1650000
119.763, 1, 1700000
209.756, 2, 1700000
289.623, 3, 1700000
355.745, 4, 1700000
407.804, 5, 1700000
467.848, 6, 1700000
500.291, 7, 1700000
538.828, 8, 1700000
