mfc/s,num_threads,vector_size
31.1782, 1, 50000
35.3691, 2, 50000
36.7384, 3, 50000
36.5485, 4, 50000
39.3807, 5, 50000
34.0134, 6, 50000
35.1125, 7, 50000
33.467, 8, 50000
37.2761, 9, 50000
29.6683, 10, 50000
30.895, 11, 50000
26.1089, 12, 50000
11.6297, 13, 50000
30.37, 14, 50000
31.3086, 15, 50000
30.1315, 16, 50000
55.0747, 1, 100000
64.1985, 2, 100000
74.8671, 3, 100000
75.4552, 4, 100000
68.3074, 5, 100000
69.4766, 6, 100000
69.4306, 7, 100000
68.9022, 8, 100000
64.9072, 9, 100000
65.7758, 10, 100000
64.251, 11, 100000
58.0473, 12, 100000
23.5384, 13, 100000
49.5624, 14, 100000
38.1289, 15, 100000
54.9832, 16, 100000
63.373, 1, 150000
87.9596, 2, 150000
95.277, 3, 150000
100.916, 4, 150000
99.7114, 5, 150000
95.2193, 6, 150000
97.0854, 7, 150000
87.091, 8, 150000
95.9307, 9, 150000
82.5506, 10, 150000
87.0228, 11, 150000
72.4516, 12, 150000
79.743, 13, 150000
34.9461, 14, 150000
80.4294, 15, 150000
73.9765, 16, 150000
75.3784, 1, 200000
100.671, 2, 200000
118.718, 3, 200000
111.605, 4, 200000
130.123, 5, 200000
128.614, 6, 200000
120.146, 7, 200000
124.276, 8, 200000
123.61, 9, 200000
110.376, 10, 200000
108.952, 11, 200000
117.416, 12, 200000
118.277, 13, 200000
116.143, 14, 200000
115.875, 15, 200000
107.413, 16, 200000
77.6225, 1, 250000
116.405, 2, 250000
140.422, 3, 250000
142.644, 4, 250000
143.923, 5, 250000
157.531, 6, 250000
162.578, 7, 250000
136.89, 8, 250000
151.543, 9, 250000
136.291, 10, 250000
139.587, 11, 250000
121.204, 12, 250000
115.882, 13, 250000
56.6941, 14, 250000
132.535, 15, 250000
44.4626, 16, 250000
84.8172, 1, 300000
126.153, 2, 300000
152.023, 3, 300000
171.531, 4, 300000
172.645, 5, 300000
184.771, 6, 300000
180.392, 7, 300000
161.956, 8, 300000
135.909, 9, 300000
159.177, 10, 300000
169.3, 11, 300000
173.143, 12, 300000
156.277, 13, 300000
69.6587, 14, 300000
69.1622, 15, 300000
142.858, 16, 300000
85.8416, 1, 350000
134.408, 2, 350000
166.56, 3, 350000
184.207, 4, 350000
191.113, 5, 350000
198.335, 6, 350000
201.575, 7, 350000
204.287, 8, 350000
199.124, 9, 350000
181.25, 10, 350000
204.164, 11, 350000
61.4391, 12, 350000
113.22, 13, 350000
161.639, 14, 350000
78.1187, 15, 350000
176.797, 16, 350000
89.1725, 1, 400000
141.409, 2, 400000
167.432, 3, 400000
196.916, 4, 400000
206.607, 5, 400000
214.9, 6, 400000
229.322, 7, 400000
224.725, 8, 400000
230.056, 9, 400000
202.355, 10, 400000
219.253, 11, 400000
161.051, 12, 400000
156.928, 13, 400000
197.79, 14, 400000
196.524, 15, 400000
127.593, 16, 400000
94.7176, 1, 450000
146.468, 2, 450000
180.841, 3, 450000
218.411, 4, 450000
223.136, 5, 450000
236.887, 6, 450000
244.963, 7, 450000
250.179, 8, 450000
224.179, 9, 450000
226.176, 10, 450000
214.084, 11, 450000
226.656, 12, 450000
104.022, 13, 450000
211.107, 14, 450000
206.518, 15, 450000
213.543, 16, 450000
94.1327, 1, 500000
155.23, 2, 500000
191.497, 3, 500000
231.738, 4, 500000
240.886, 5, 500000
265.911, 6, 500000
256.459, 7, 500000
239.812, 8, 500000
266.282, 9, 500000
284.952, 10, 500000
256.501, 11, 500000
111.966, 12, 500000
182.859, 13, 500000
228.689, 14, 500000
79.4737, 15, 500000
111.673, 16, 500000
101.502, 1, 550000
156.607, 2, 550000
207.21, 3, 550000
223.729, 4, 550000
247.376, 5, 550000
265.656, 6, 550000
276.051, 7, 550000
280.937, 8, 550000
254.35, 9, 550000
254.63, 10, 550000
259.189, 11, 550000
278.484, 12, 550000
325.125, 13, 550000
210.244, 14, 550000
251.722, 15, 550000
130.373, 16, 550000
101.586, 1, 600000
161.696, 2, 600000
218.764, 3, 600000
243.642, 4, 600000
266.785, 5, 600000
281.875, 6, 600000
271.213, 7, 600000
297.48, 8, 600000
317.79, 9, 600000
134.974, 10, 600000
306.079, 11, 600000
103.151, 12, 600000
183.447, 13, 600000
183.692, 14, 600000
132.626, 15, 600000
273.601, 16, 600000
103.278, 1, 650000
167.268, 2, 650000
210.742, 3, 650000
240.443, 4, 650000
273.688, 5, 650000
292.051, 6, 650000
307.952, 7, 650000
299.166, 8, 650000
327.13, 9, 650000
288.844, 10, 650000
338.656, 11, 650000
333.669, 12, 650000
142.888, 13, 650000
334.926, 14, 650000
292.919, 15, 650000
272.693, 16, 650000
105.746, 1, 700000
170.705, 2, 700000
215.63, 3, 700000
254.178, 4, 700000
296.188, 5, 700000
304.261, 6, 700000
313.855, 7, 700000
324.876, 8, 700000
346.869, 9, 700000
357.934, 10, 700000
366.879, 11, 700000
353.183, 12, 700000
368.537, 13, 700000
154.219, 14, 700000
241.713, 15, 700000
149.563, 16, 700000
105.703, 1, 750000
173.474, 2, 750000
222.996, 3, 750000
264.673, 4, 750000
288.687, 5, 750000
320.1, 6, 750000
326.411, 7, 750000
347.121, 8, 750000
364.37, 9, 750000
346.37, 10, 750000
284.561, 11, 750000
346.688, 12, 750000
160.989, 13, 750000
249.305, 14, 750000
246.196, 15, 750000
163.923, 16, 750000
100.95, 1, 800000
175.094, 2, 800000
230.477, 3, 800000
276.783, 4, 800000
332.222, 5, 800000
324.898, 6, 800000
359.936, 7, 800000
363.3, 8, 800000
347.726, 9, 800000
376.819, 10, 800000
396.828, 11, 800000
306.508, 12, 800000
290.666, 13, 800000
365.915, 14, 800000
393.124, 15, 800000
331.26, 16, 800000
108.179, 1, 850000
179.792, 2, 850000
239.976, 3, 850000
284.886, 4, 850000
326.54, 5, 850000
346.367, 6, 850000
368.39, 7, 850000
367.959, 8, 850000
399.502, 9, 850000
391.647, 10, 850000
421.347, 11, 850000
363.408, 12, 850000
414.168, 13, 850000
357.099, 14, 850000
312.806, 15, 850000
183.916, 16, 850000
109.183, 1, 900000
182.123, 2, 900000
247.23, 3, 900000
296.573, 4, 900000
339.284, 5, 900000
346.287, 6, 900000
376.158, 7, 900000
392.548, 8, 900000
410.208, 9, 900000
361.925, 10, 900000
429.581, 11, 900000
373.085, 12, 900000
191.217, 13, 900000
393.421, 14, 900000
308.321, 15, 900000
401.497, 16, 900000
112.2, 1, 950000
183.941, 2, 950000
250.309, 3, 950000
294.914, 4, 950000
347.564, 5, 950000
367.695, 6, 950000
391.708, 7, 950000
406.688, 8, 950000
426.844, 9, 950000
286.428, 10, 950000
386.278, 11, 950000
455.711, 12, 950000
204.667, 13, 950000
385.084, 14, 950000
339.201, 15, 950000
297.869, 16, 950000
108.92, 1, 1000000
189.525, 2, 1000000
248.301, 3, 1000000
301.691, 4, 1000000
336.585, 5, 1000000
377.355, 6, 1000000
397.301, 7, 1000000
413.504, 8, 1000000
445.224, 9, 1000000
444.375, 10, 1000000
453.585, 11, 1000000
393.081, 12, 1000000
418.301, 13, 1000000
212.026, 14, 1000000
371.013, 15, 1000000
301.416, 16, 1000000
109.204, 1, 1050000
188.238, 2, 1050000
256.266, 3, 1050000
306.21, 4, 1050000
351.45, 5, 1050000
377.25, 6, 1050000
395.287, 7, 1050000
426.718, 8, 1050000
439.026, 9, 1050000
433.765, 10, 1050000
432.204, 11, 1050000
469.528, 12, 1050000
355.497, 13, 1050000
217.54, 14, 1050000
164.474, 15, 1050000
381.907, 16, 1050000
110.43, 1, 1100000
190.608, 2, 1100000
255.954, 3, 1100000
306.005, 4, 1100000
352.445, 5, 1100000
390.895, 6, 1100000
435.285, 7, 1100000
429.131, 8, 1100000
455.858, 9, 1100000
431.661, 10, 1100000
446.246, 11, 1100000
460.774, 12, 1100000
356.723, 13, 1100000
225.983, 14, 1100000
353.245, 15, 1100000
450.575, 16, 1100000
111.89, 1, 1150000
195.889, 2, 1150000
258.857, 3, 1150000
308.642, 4, 1150000
347.995, 5, 1150000
388.111, 6, 1150000
430.819, 7, 1150000
447.818, 8, 1150000
452.156, 9, 1150000
476.971, 10, 1150000
475.217, 11, 1150000
503.649, 12, 1150000
434.728, 13, 1150000
399.447, 14, 1150000
273.356, 15, 1150000
393.216, 16, 1150000
115.175, 1, 1200000
196.506, 2, 1200000
255.05, 3, 1200000
325.884, 4, 1200000
366.155, 5, 1200000
401.198, 6, 1200000
452.718, 7, 1200000
469.848, 8, 1200000
474.424, 9, 1200000
438.977, 10, 1200000
502.663, 11, 1200000
366.413, 12, 1200000
473.799, 13, 1200000
392.195, 14, 1200000
185.063, 15, 1200000
481.228, 16, 1200000
112.924, 1, 1250000
196.005, 2, 1250000
266.963, 3, 1250000
323.275, 4, 1250000
376.581, 5, 1250000
408.313, 6, 1250000
