mfc/s,num_threads,vector_size
110.356, 1, 50000
188.405, 2, 50000
267.499, 3, 50000
336.026, 4, 50000
370.743, 5, 50000
424.711, 6, 50000
425.596, 7, 50000
443.732, 8, 50000
412.404, 9, 50000
420.994, 10, 50000
482.043, 11, 50000
423.936, 12, 50000
463.441, 13, 50000
297.675, 14, 50000
383.151, 15, 50000
311.418, 16, 50000
126.629, 1, 100000
227.624, 2, 100000
337.766, 3, 100000
376.453, 4, 100000
572.138, 5, 100000
576.595, 6, 100000
651.227, 7, 100000
570.941, 8, 100000
668.94, 9, 100000
623.373, 10, 100000
639.503, 11, 100000
684.168, 12, 100000
627.84, 13, 100000
782.134, 14, 100000
623.296, 15, 100000
795.452, 16, 100000
132.32, 1, 150000
286.917, 2, 150000
328.041, 3, 150000
480.097, 4, 150000
518.156, 5, 150000
663.575, 6, 150000
678.483, 7, 150000
766.237, 8, 150000
746.518, 9, 150000
714.357, 10, 150000
804.261, 11, 150000
719.161, 12, 150000
894.739, 13, 150000
826.993, 14, 150000
954.658, 15, 150000
751.107, 16, 150000
121.82, 1, 200000
249.606, 2, 200000
367.297, 3, 200000
436.451, 4, 200000
615.887, 5, 200000
744.755, 6, 200000
750.269, 7, 200000
805.184, 8, 200000
720.672, 9, 200000
843.575, 10, 200000
1042.11, 11, 200000
932.528, 12, 200000
1034.15, 13, 200000
984.885, 14, 200000
883.232, 15, 200000
1089.92, 16, 200000
134.908, 1, 250000
254.953, 2, 250000
358.766, 3, 250000
476.186, 4, 250000
555.793, 5, 250000
731.003, 6, 250000
691.935, 7, 250000
928.378, 8, 250000
855.698, 9, 250000
969.209, 10, 250000
958.728, 11, 250000
999.865, 12, 250000
1014.01, 13, 250000
1029.79, 14, 250000
1236.46, 15, 250000
1103.48, 16, 250000
128.453, 1, 300000
264.665, 2, 300000
378.391, 3, 300000
508.66, 4, 300000
555.928, 5, 300000
656.17, 6, 300000
786.638, 7, 300000
924.663, 8, 300000
893.368, 9, 300000
1012.12, 10, 300000
1021.87, 11, 300000
1364.36, 12, 300000
1266.75, 13, 300000
1241.17, 14, 300000
1091.58, 15, 300000
1177.53, 16, 300000
137.179, 1, 350000
259.656, 2, 350000
373.618, 3, 350000
481.781, 4, 350000
605.316, 5, 350000
706.879, 6, 350000
882.555, 7, 350000
952.443, 8, 350000
938.362, 9, 350000
1099, 10, 350000
1075.96, 11, 350000
1418, 12, 350000
1263.13, 13, 350000
1440.99, 14, 350000
1567.59, 15, 350000
1600.12, 16, 350000
138.578, 1, 400000
251.215, 2, 400000
399.628, 3, 400000
507.011, 4, 400000
609.615, 5, 400000
791.303, 6, 400000
880.983, 7, 400000
946.157, 8, 400000
872.522, 9, 400000
1102.52, 10, 400000
1109.86, 11, 400000
1278.89, 12, 400000
1148.32, 13, 400000
1238.67, 14, 400000
1536.38, 15, 400000
1332.68, 16, 400000
129.868, 1, 450000
286.022, 2, 450000
392.746, 3, 450000
512.065, 4, 450000
621.197, 5, 450000
798.951, 6, 450000
879.308, 7, 450000
937.652, 8, 450000
928.211, 9, 450000
1039.25, 10, 450000
1266.77, 11, 450000
1260.87, 12, 450000
1313.34, 13, 450000
1413.79, 14, 450000
1440.35, 15, 450000
1781.83, 16, 450000
129.527, 1, 500000
268.153, 2, 500000
403.545, 3, 500000
517.741, 4, 500000
622.446, 5, 500000
742.01, 6, 500000
919.144, 7, 500000
961.521, 8, 500000
1026.93, 9, 500000
124.98, 10, 500000
1230.1, 11, 500000
1360.2, 12, 500000
1412.66, 13, 500000
1568.6, 14, 500000
1568.56, 15, 500000
1531.68, 16, 500000
148.393, 1, 550000
272.615, 2, 550000
397.115, 3, 550000
536.649, 4, 550000
634.809, 5, 550000
812.821, 6, 550000
1006.33, 7, 550000
961.166, 8, 550000
1065.14, 9, 550000
1077.44, 10, 550000
1110.82, 11, 550000
1406.44, 12, 550000
1363.04, 13, 550000
1489.7, 14, 550000
1768.25, 15, 550000
137.585, 16, 550000
142.215, 1, 600000
270.817, 2, 600000
397.322, 3, 600000
536.231, 4, 600000
669.613, 5, 600000
655.03, 6, 600000
905.727, 7, 600000
978.372, 8, 600000
298.906, 9, 600000
1203.9, 10, 600000
1173.04, 11, 600000
1572.7, 12, 600000
1403.48, 13, 600000
1592.87, 14, 600000
1593.95, 15, 600000
1570.5, 16, 600000
141.186, 1, 650000
272.594, 2, 650000
422.938, 3, 650000
564.49, 4, 650000
700.358, 5, 650000
875.887, 6, 650000
866.177, 7, 650000
1176.92, 8, 650000
1108.25, 9, 650000
1251.93, 10, 650000
1179.4, 11, 650000
1642.56, 12, 650000
1586.76, 13, 650000
1650.65, 14, 650000
1603.16, 15, 650000
1649.36, 16, 650000
133.233, 1, 700000
271.812, 2, 700000
401.053, 3, 700000
546.623, 4, 700000
669.669, 5, 700000
870.462, 6, 700000
892.703, 7, 700000
999.35, 8, 700000
1141.9, 9, 700000
1296.02, 10, 700000
1268.08, 11, 700000
1473.14, 12, 700000
1259.07, 13, 700000
1542.58, 14, 700000
1866.67, 15, 700000
1925.85, 16, 700000
151.385, 1, 750000
292.788, 2, 750000
405.713, 3, 750000
548.161, 4, 750000
675.995, 5, 750000
851.337, 6, 750000
980.879, 7, 750000
1102.9, 8, 750000
939.933, 9, 750000
1171.09, 10, 750000
1286.41, 11, 750000
1454.23, 12, 750000
1517.39, 13, 750000
1652.54, 14, 750000
1643.33, 15, 750000
1718.33, 16, 750000
143.078, 1, 800000
290.25, 2, 800000
402.225, 3, 800000
550.143, 4, 800000
736.221, 5, 800000
887.046, 6, 800000
885.109, 7, 800000
1105.89, 8, 800000
936.22, 9, 800000
1290.59, 10, 800000
1435.11, 11, 800000
1407.71, 12, 800000
1593.93, 13, 800000
1878.79, 14, 800000
1664.03, 15, 800000
1543.33, 16, 800000
134.889, 1, 850000
274.207, 2, 850000
383.064, 3, 850000
525.65, 4, 850000
681.455, 5, 850000
854.85, 6, 850000
986.757, 7, 850000
1124.75, 8, 850000
984.305, 9, 850000
1301.45, 10, 850000
1413.56, 11, 850000
1382.96, 12, 850000
1617.34, 13, 850000
1859.8, 14, 850000
1849.57, 15, 850000
1783.23, 16, 850000
135.92, 1, 900000
280.261, 2, 900000
393.813, 3, 900000
532.571, 4, 900000
680.181, 5, 900000
888.868, 6, 900000
912.613, 7, 900000
1106.96, 8, 900000
959.405, 9, 900000
1120.55, 10, 900000
1441.66, 11, 900000
1477.31, 12, 900000
1667.35, 13, 900000
1670.49, 14, 900000
1907.87, 15, 900000
1784.04, 16, 900000
145.321, 1, 950000
261.34, 2, 950000
411.436, 3, 950000
534.74, 4, 950000
672.365, 5, 950000
889.606, 6, 950000
1059.86, 7, 950000
1063.82, 8, 950000
1013.16, 9, 950000
1330.98, 10, 950000
1417.21, 11, 950000
1327.38, 12, 950000
1680.92, 13, 950000
1639.89, 14, 950000
1930.81, 15, 950000
2043.82, 16, 950000
144.843, 1, 1000000
