mfc/s,num_threads,vector_size
108.856, 1, 50000
191.28, 2, 50000
266.797, 3, 50000
331.178, 4, 50000
364.512, 5, 50000
399.846, 6, 50000
472.737, 7, 50000
352.744, 8, 50000
379.458, 9, 50000
502.829, 10, 50000
427.248, 11, 50000
377.482, 12, 50000
390.437, 13, 50000
358.691, 14, 50000
334.79, 15, 50000
331.957, 16, 50000
124.667, 1, 100000
196.754, 2, 100000
301.342, 3, 100000
365.395, 4, 100000
467.873, 5, 100000
656.997, 6, 100000
619.479, 7, 100000
579.383, 8, 100000
563.333, 9, 100000
667.906, 10, 100000
633.35, 11, 100000
799.31, 12, 100000
671.416, 13, 100000
635.098, 14, 100000
656.964, 15, 100000
725.867, 16, 100000
123.324, 1, 150000
253.621, 2, 150000
340.756, 3, 150000
491.051, 4, 150000
512.215, 5, 150000
633.313, 6, 150000
695.401, 7, 150000
778.471, 8, 150000
715.244, 9, 150000
935.274, 10, 150000
871.07, 11, 150000
1026.19, 12, 150000
800.937, 13, 150000
904.116, 14, 150000
852.701, 15, 150000
972.025, 16, 150000
131.971, 1, 200000
254.382, 2, 200000
404.98, 3, 200000
443.42, 4, 200000
553.948, 5, 200000
474.145, 6, 200000
743.519, 7, 200000
946.689, 8, 200000
847.03, 9, 200000
928.917, 10, 200000
784.763, 11, 200000
1148.05, 12, 200000
919.568, 13, 200000
1035.77, 14, 200000
1146.05, 15, 200000
940.961, 16, 200000
110.538, 1, 250000
260.699, 2, 250000
364.196, 3, 250000
469.69, 4, 250000
550.04, 5, 250000
684.133, 6, 250000
699.79, 7, 250000
881.515, 8, 250000
828.432, 9, 250000
861.853, 10, 250000
1007.76, 11, 250000
1031.9, 12, 250000
1180.77, 13, 250000
1119.2, 14, 250000
1088.64, 15, 250000
1050.12, 16, 250000
127.248, 1, 300000
251.198, 2, 300000
380.047, 3, 300000
573.353, 4, 300000
578.747, 5, 300000
588.126, 6, 300000
783.221, 7, 300000
968.926, 8, 300000
866.467, 9, 300000
955.918, 10, 300000
1104.38, 11, 300000
1252.94, 12, 300000
1141.85, 13, 300000
1282.75, 14, 300000
1161.06, 15, 300000
1303, 16, 300000
127.936, 1, 350000
232.739, 2, 350000
397.892, 3, 350000
457.854, 4, 350000
602.421, 5, 350000
815.057, 6, 350000
783.01, 7, 350000
945.335, 8, 350000
835.933, 9, 350000
1028.93, 10, 350000
1071.47, 11, 350000
351.188, 12, 350000
1291.82, 13, 350000
1298.25, 14, 350000
1441.26, 15, 350000
1388.88, 16, 350000
130.711, 1, 400000
259.124, 2, 400000
374.79, 3, 400000
502.853, 4, 400000
602.888, 5, 400000
788.987, 6, 400000
851.344, 7, 400000
970.883, 8, 400000
935.343, 9, 400000
968.897, 10, 400000
1092.7, 11, 400000
1301.08, 12, 400000
100.064, 13, 400000
1526.96, 14, 400000
1399.53, 15, 400000
1583.73, 16, 400000
137.836, 1, 450000
268.303, 2, 450000
398.309, 3, 450000
517.003, 4, 450000
682.095, 5, 450000
1319.46, 6, 450000
852.195, 7, 450000
1014.02, 8, 450000
1059.46, 9, 450000
1118.44, 10, 450000
1279.9, 11, 450000
1325.74, 12, 450000
1517.95, 13, 450000
1432.47, 14, 450000
1508.36, 15, 450000
1510.48, 16, 450000
130.489, 1, 500000
285.249, 2, 500000
398.126, 3, 500000
501.849, 4, 500000
627.117, 5, 500000
815.695, 6, 500000
915.259, 7, 500000
1152.51, 8, 500000
1033.52, 9, 500000
1163.68, 10, 500000
1250.09, 11, 500000
1384.88, 12, 500000
1450.45, 13, 500000
1501.01, 14, 500000
1603.24, 15, 500000
1558.61, 16, 500000
132.543, 1, 550000
272.517, 2, 550000
407.941, 3, 550000
542.287, 4, 550000
655.185, 5, 550000
790.237, 6, 550000
901.635, 7, 550000
1040.19, 8, 550000
1040.55, 9, 550000
1173.33, 10, 550000
1203.18, 11, 550000
1372.5, 12, 550000
1421.37, 13, 550000
1828.92, 14, 550000
1826.73, 15, 550000
1590.74, 16, 550000
139.31, 1, 600000
285.846, 2, 600000
399.5, 3, 600000
513.158, 4, 600000
652.741, 5, 600000
781.085, 6, 600000
880.303, 7, 600000
1059.1, 8, 600000
1085.98, 9, 600000
1027.65, 10, 600000
1142.97, 11, 600000
1315.86, 12, 600000
1484.2, 13, 600000
1709.36, 14, 600000
1644.79, 15, 600000
1939.08, 16, 600000
132.976, 1, 650000
275.287, 2, 650000
379.291, 3, 650000
581.684, 4, 650000
588.111, 5, 650000
930.078, 6, 650000
949.557, 7, 650000
1009.61, 8, 650000
985.338, 9, 650000
1121.8, 10, 650000
1274.39, 11, 650000
1571.95, 12, 650000
1582.29, 13, 650000
1767.5, 14, 650000
1734.08, 15, 650000
1697.69, 16, 650000
141.378, 1, 700000
271.467, 2, 700000
409.198, 3, 700000
546.338, 4, 700000
677.102, 5, 700000
822.875, 6, 700000
913.754, 7, 700000
998.657, 8, 700000
981.481, 9, 700000
1199.4, 10, 700000
1357.35, 11, 700000
1534.38, 12, 700000
1917.5, 13, 700000
1601.21, 14, 700000
1902.15, 15, 700000
1789.44, 16, 700000
142.923, 1, 750000
273.596, 2, 750000
406.391, 3, 750000
568.492, 4, 750000
662.076, 5, 750000
853.075, 6, 750000
896.406, 7, 750000
1037.48, 8, 750000
1054.69, 9, 750000
1076.98, 10, 750000
1175.97, 11, 750000
1452.04, 12, 750000
187.62, 13, 750000
1163.44, 14, 750000
1738.4, 15, 750000
2286.23, 16, 750000
144.647, 1, 800000
242.604, 2, 800000
407.855, 3, 800000
558.199, 4, 800000
676.462, 5, 800000
673.833, 6, 800000
1076.41, 7, 800000
1116.22, 8, 800000
1001.72, 9, 800000
1215.32, 10, 800000
1324.57, 11, 800000
1371.78, 12, 800000
1522.62, 13, 800000
1726.48, 14, 800000
1477.86, 15, 800000
2050.9, 16, 800000
143.618, 1, 850000
276.156, 2, 850000
414.744, 3, 850000
546.907, 4, 850000
676.372, 5, 850000
875.079, 6, 850000
954.533, 7, 850000
1091.87, 8, 850000
1174.94, 9, 850000
1227.11, 10, 850000
1244.17, 11, 850000
1662.43, 12, 850000
1719.21, 13, 850000
1569.32, 14, 850000
1887.7, 15, 850000
2041.81, 16, 850000
135.809, 1, 900000
274.981, 2, 900000
388.05, 3, 900000
599.129, 4, 900000
743.084, 5, 900000
881.929, 6, 900000
1061.07, 7, 900000
1365.22, 8, 900000
1065.05, 9, 900000
1291.92, 10, 900000
1226.67, 11, 900000
1542.72, 12, 900000
1565.84, 13, 900000
1710.32, 14, 900000
1709.64, 15, 900000
2140.05, 16, 900000
144.78, 1, 950000
274.127, 2, 950000
384.645, 3, 950000
570.738, 4, 950000
708.808, 5, 950000
852.245, 6, 950000
1090.97, 7, 950000
1190.95, 8, 950000
1032.3, 9, 950000
1239.4, 10, 950000
1490.32, 11, 950000
1622.16, 12, 950000
1653.86, 13, 950000
1749.64, 14, 950000
2025.68, 15, 950000
2023.21, 16, 950000
137.45, 1, 1000000
262.959, 2, 1000000
407.493, 3, 1000000
564.414, 4, 1000000
711, 5, 1000000
844.34, 6, 1000000
1014.09, 7, 1000000
1125.89, 8, 1000000
1000.15, 9, 1000000
1190.26, 10, 1000000
1235.5, 11, 1000000
1475.85, 12, 1000000
1410.94, 13, 1000000
1673.28, 14, 1000000
250.389, 15, 1000000
2016.31, 16, 1000000
144.271, 1, 1050000
284.612, 2, 1050000
332.029, 3, 1050000
558.584, 4, 1050000
769.968, 5, 1050000
933.176, 6, 1050000
1019.86, 7, 1050000
1250.57, 8, 1050000
1039.57, 9, 1050000
1168.88, 10, 1050000
1395.37, 11, 1050000
1879.81, 12, 1050000
262.732, 13, 1050000
1883.86, 14, 1050000
1931.72, 15, 1050000
2149.48, 16, 1050000
145.512, 1, 1100000
283.939, 2, 1100000
417.378, 3, 1100000
560.629, 4, 1100000
764.514, 5, 1100000
910.716, 6, 1100000
934.016, 7, 1100000
1263.38, 8, 1100000
1007.9, 9, 1100000
1381.21, 10, 1100000
1222.71, 11, 1100000
1307.66, 12, 1100000
1735.58, 13, 1100000
1530.15, 14, 1100000
1864.83, 15, 1100000
2172, 16, 1100000
121.595, 1, 1150000
279.371, 2, 1150000
437.839, 3, 1150000
578.634, 4, 1150000
699.706, 5, 1150000
920.328, 6, 1150000
1011.11, 7, 1150000
1104, 8, 1150000
1042.27, 9, 1150000
1161.22, 10, 1150000
1447.89, 11, 1150000
1584.29, 12, 1150000
1642.93, 13, 1150000
1996.61, 14, 1150000
1952.4, 15, 1150000
1846.14, 16, 1150000
146.799, 1, 1200000
306.384, 2, 1200000
417.508, 3, 1200000
566.073, 4, 1200000
701.978, 5, 1200000
1065.36, 6, 1200000
1019.14, 7, 1200000
1095.57, 8, 1200000
1042.4, 9, 1200000
1175, 10, 1200000
1282.23, 11, 1200000
1354.08, 12, 1200000
1468.69, 13, 1200000
1841.98, 14, 1200000
2152.85, 15, 1200000
2204.27, 16, 1200000
140.584, 1, 1250000
268.373, 2, 1250000
376.355, 3, 1250000
573.869, 4, 1250000
741.581, 5, 1250000
923.212, 6, 1250000
989.239, 7, 1250000
1125.68, 8, 1250000
1031.86, 9, 1250000
1195.58, 10, 1250000
1240.29, 11, 1250000
1523.94, 12, 1250000
1624.52, 13, 1250000
1924.45, 14, 1250000
1794.84, 15, 1250000
2411.75, 16, 1250000
156.111, 1, 1300000
281.674, 2, 1300000
417.61, 3, 1300000
603.072, 4, 1300000
768.333, 5, 1300000
836.574, 6, 1300000
1006.01, 7, 1300000
1101.54, 8, 1300000
1022.6, 9, 1300000
325.199, 10, 1300000
1274.52, 11, 1300000
1491.88, 12, 1300000
1768.94, 13, 1300000
1810.8, 14, 1300000
1948.37, 15, 1300000
2163.78, 16, 1300000
148.142, 1, 1350000
281.925, 2, 1350000
412.927, 3, 1350000
573.134, 4, 1350000
703.973, 5, 1350000
831.827, 6, 1350000
1000.06, 7, 1350000
1140.08, 8, 1350000
1008.66, 9, 1350000
1222.2, 10, 1350000
1310.67, 11, 1350000
1642.69, 12, 1350000
1453.15, 13, 1350000
1923.97, 14, 1350000
1777.53, 15, 1350000
2116.79, 16, 1350000
151.333, 1, 1400000
407.98, 2, 1400000
412.91, 3, 1400000
629.47, 4, 1400000
705.456, 5, 1400000
831.898, 6, 1400000
1085.88, 7, 1400000
1202.06, 8, 1400000
1038.89, 9, 1400000
1192.79, 10, 1400000
1427.34, 11, 1400000
1610.74, 12, 1400000
1796.63, 13, 1400000
1705.74, 14, 1400000
2033.72, 15, 1400000
1848.39, 16, 1400000
141.676, 1, 1450000
289.863, 2, 1450000
412.246, 3, 1450000
579.476, 4, 1450000
699.782, 5, 1450000
1003.25, 6, 1450000
975.969, 7, 1450000
1160.57, 8, 1450000
1042.53, 9, 1450000
1205.15, 10, 1450000
1270.41, 11, 1450000
1770.27, 12, 1450000
1660.24, 13, 1450000
2189.11, 14, 1450000
2073.8, 15, 1450000
2023.96, 16, 1450000
170.152, 1, 1500000
284.872, 2, 1500000
595.36, 3, 1500000
554.805, 4, 1500000
705.703, 5, 1500000
935.412, 6, 1500000
994.672, 7, 1500000
1166.27, 8, 1500000
1044.53, 9, 1500000
1263, 10, 1500000
1578.37, 11, 1500000
1521.88, 12, 1500000
1889.61, 13, 1500000
2104.61, 14, 1500000
2193.31, 15, 1500000
2211.21, 16, 1500000
150.42, 1, 1550000
293.241, 2, 1550000
422.973, 3, 1550000
607.47, 4, 1550000
711.92, 5, 1550000
915.284, 6, 1550000
986.677, 7, 1550000
1202.12, 8, 1550000
1055.82, 9, 1550000
1200.35, 10, 1550000
1316, 11, 1550000
1801.51, 12, 1550000
1797.17, 13, 1550000
2147.97, 14, 1550000
1918.42, 15, 1550000
2245.54, 16, 1550000
150.191, 1, 1600000
292.177, 2, 1600000
416.731, 3, 1600000
573.596, 4, 1600000
723.771, 5, 1600000
959.89, 6, 1600000
1070.69, 7, 1600000
1137.5, 8, 1600000
1071.57, 9, 1600000
1219.14, 10, 1600000
1280.8, 11, 1600000
1753.89, 12, 1600000
400.334, 13, 1600000
2127.76, 14, 1600000
