num_threads,vector_size,mfc/s,hpx_counter
1, 1000000 ,13.7942,"
/threads{locality#0/total/total}/idle-rate,1,1.059519,[s],9736,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.059558,[s],9735,[0.01%] "
2, 1000000 ,16.9162,"
/threads{locality#0/total/total}/idle-rate,1,1.057580,[s],9848,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.057582,[s],9860,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.057561,[s],9833,[0.01%] "
3, 1000000 ,17.3178,"
/threads{locality#0/total/total}/idle-rate,1,1.060492,[s],9885,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.060649,[s],9916,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.060422,[s],9856,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.060406,[s],9881,[0.01%] "
4, 1000000 ,19.1964,"
/threads{locality#0/total/total}/idle-rate,1,1.045666,[s],9932,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.045683,[s],9928,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.045797,[s],9948,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.045754,[s],9903,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.045647,[s],9945,[0.01%] "
5, 1000000 ,19.6333,"
/threads{locality#0/total/total}/idle-rate,1,1.043268,[s],9945,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.043421,[s],9961,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.043167,[s],9954,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.043039,[s],9937,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.043395,[s],9915,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.043319,[s],9956,[0.01%] "
6, 1000000 ,19.9948,"
/threads{locality#0/total/total}/idle-rate,1,1.042448,[s],9954,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.042545,[s],9970,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.042298,[s],9967,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.042134,[s],9918,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.042247,[s],9964,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.042337,[s],9966,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.042401,[s],9938,[0.01%] "
7, 1000000 ,20.27,"
/threads{locality#0/total/total}/idle-rate,1,1.038934,[s],9961,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.039076,[s],9971,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.038703,[s],9967,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.039160,[s],9949,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.038617,[s],9974,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.039286,[s],9967,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.039011,[s],9929,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.039156,[s],9972,[0.01%] "
8, 1000000 ,21.51,"
/threads{locality#0/total/total}/idle-rate,1,1.048014,[s],9969,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.047934,[s],9971,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.047664,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.047572,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.047872,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.048081,[s],9958,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.047767,[s],9932,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.048113,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.048137,[s],9979,[0.01%] "
9, 1000000 ,19.2597,"
/threads{locality#0/total/total}/idle-rate,1,1.056393,[s],9966,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.055620,[s],9968,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.056503,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.055795,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.056015,[s],9953,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.055544,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.055717,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.055619,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.056204,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.055683,[s],9907,[0.01%] "
10, 1000000 ,20.4161,"
/threads{locality#0/total/total}/idle-rate,1,1.052043,[s],9952,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.052607,[s],9973,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.052262,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.052130,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.052352,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.052750,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.052440,[s],9934,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.052517,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.052189,[s],9853,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.052809,[s],9945,[0.01%]
/threads{locality#0/pool#default/worker-thread#9}/idle-rate,1,1.052202,[s],9970,[0.01%] "
