num_threads,vector_size,mfc/s,counter
9, 8000000 ,329.747," "
10, 8000000 ,353.497," "
11, 8000000 ,380.536," "
12, 8000000 ,340.832," "
13, 8000000 ,426.03," "
14, 8000000 ,331.098," "
15, 8000000 ,468.961," "
16, 8000000 ,486.381," "
1, 9000000 ,61.9894," "
2, 9000000 ,107.326," "
3, 9000000 ,144.83," "
4, 9000000 ,180.777," "
5, 9000000 ,214.26," "
6, 9000000 ,250.613," "
7, 9000000 ,279.842," "
8, 9000000 ,302.206," "
9, 9000000 ,336.789," "
10, 9000000 ,338.97," "
11, 9000000 ,389.324," "
12, 9000000 ,413.945," "
13, 9000000 ,432.568," "
14, 9000000 ,454.408," "
15, 9000000 ,473.834," "
16, 9000000 ,317.976," "
1, 10000000 ,59.221," "
2, 10000000 ,109.073," "
3, 10000000 ,133.073," "
4, 10000000 ,165.003," "
5, 10000000 ,220.269," "
6, 10000000 ,254.446," "
7, 10000000 ,288.909," "
8, 10000000 ,318.258," "
9, 10000000 ,329.685," "
10, 10000000 ,369.303," "
11, 10000000 ,400.529," "
12, 10000000 ,389.924," "
13, 10000000 ,411.59," "
14, 10000000 ,295.299," "
15, 10000000 ,477.943," "
16, 10000000 ,461.702," "
1, 1000000 ,38.3759," "
2, 1000000 ,68.8421," "
3, 1000000 ,88.8573," "
4, 1000000 ,102.627," "
5, 1000000 ,119.119," "
6, 1000000 ,126.119," "
7, 1000000 ,137.287," "
8, 1000000 ,151.08," "
9, 1000000 ,154.416," "
10, 1000000 ,151.63," "
11, 1000000 ,153.681," "
12, 1000000 ,154.703," "
13, 1000000 ,163.425," "
14, 1000000 ,123.472," "
15, 1000000 ,159.261," "
16, 1000000 ,97.8091," "
1, 2000000 ,43.2807," "
2, 2000000 ,76.1035," "
3, 2000000 ,106.735," "
4, 2000000 ,130.984," "
5, 2000000 ,153.257," "
6, 2000000 ,174.08," "
7, 2000000 ,188.023," "
8, 2000000 ,199.064," "
9, 2000000 ,212.947," "
10, 2000000 ,210.018," "
11, 2000000 ,214.362," "
12, 2000000 ,126.016," "
13, 2000000 ,185.151," "
14, 2000000 ,170.43," "
15, 2000000 ,164.082," "
16, 2000000 ,262.261," "
1, 3000000 ,48.1379," "
2, 3000000 ,85.7167," "
3, 3000000 ,117.21," "
4, 3000000 ,145.208," "
5, 3000000 ,172.018," "
6, 3000000 ,196.412," "
7, 3000000 ,216.513," "
8, 3000000 ,230.751," "
9, 3000000 ,245.258," "
10, 3000000 ,266.525," "
11, 3000000 ,266.288," "
12, 3000000 ,288.656," "
13, 3000000 ,289.436," "
14, 3000000 ,310.784," "
15, 3000000 ,320.821," "
16, 3000000 ,241.643," "
1, 4000000 ,50.5587," "
2, 4000000 ,81.6893," "
3, 4000000 ,122.38," "
4, 4000000 ,154.697," "
5, 4000000 ,184.128," "
6, 4000000 ,211.227," "
7, 4000000 ,235.946," "
8, 4000000 ,260.281," "
9, 4000000 ,275.786," "
10, 4000000 ,287.894," "
11, 4000000 ,323.102," "
12, 4000000 ,326.052," "
13, 4000000 ,349.681," "
14, 4000000 ,258.081," "
15, 4000000 ,364.398," "
16, 4000000 ,223.09," "
1, 5000000 ,48.6931," "
2, 5000000 ,93.7963," "
3, 5000000 ,125.9," "
4, 5000000 ,163.148," "
5, 5000000 ,191.41," "
6, 5000000 ,211.399," "
7, 5000000 ,246.415," "
8, 5000000 ,274.469," "
9, 5000000 ,292.74," "
10, 5000000 ,310.984," "
11, 5000000 ,318.532," "
12, 5000000 ,340.692," "
13, 5000000 ,363.636," "
14, 5000000 ,360.542," "
15, 5000000 ,292.689," "
16, 5000000 ,420.663," "
1, 6000000 ,56.2092," "
2, 6000000 ,90.6249," "
3, 6000000 ,120.656," "
4, 6000000 ,162.902," "
5, 6000000 ,197.935," "
6, 6000000 ,229.156," "
7, 6000000 ,260.575," "
8, 6000000 ,284.428," "
9, 6000000 ,306.905," "
10, 6000000 ,326.602," "
11, 6000000 ,221.378," "
12, 6000000 ,359.928," "
13, 6000000 ,390.65," "
14, 6000000 ,406.945," "
15, 6000000 ,264.364," "
16, 6000000 ,430.942," "
1, 7000000 ,57.58," "
2, 7000000 ,101.524," "
3, 7000000 ,136.028," "
4, 7000000 ,171.141," "
5, 7000000 ,203.459," "
6, 7000000 ,234.671," "
7, 7000000 ,268.848," "
8, 7000000 ,294.811," "
9, 7000000 ,318.616," "
10, 7000000 ,346.004," "
11, 7000000 ,369.725," "
12, 7000000 ,379.178," "
13, 7000000 ,408.64," "
14, 7000000 ,422.578," "
15, 7000000 ,412.906," "
16, 7000000 ,408.926," "
1, 8000000 ,59.4323," "
2, 8000000 ,101.434," "
3, 8000000 ,140.917," "
4, 8000000 ,185.921," "
5, 8000000 ,208.67," "
6, 8000000 ,233.182," "
7, 8000000 ,251.549," "
8, 8000000 ,301.432," "
9, 8000000 ,331.757," "
10, 8000000 ,372.266," "
11, 8000000 ,378.644," "
12, 8000000 ,259.412," "
13, 8000000 ,433.346," "
14, 8000000 ,445.36," "
15, 8000000 ,418.017," "
16, 8000000 ,294.475," "
1, 9000000 ,62.5317," "
2, 9000000 ,103.548," "
3, 9000000 ,142.93," "
4, 9000000 ,180.806," "
5, 9000000 ,213.311," "
6, 9000000 ,247.668," "
7, 9000000 ,277.529," "
8, 9000000 ,306.905," "
9, 9000000 ,334.996," "
10, 9000000 ,361.635," "
11, 9000000 ,404.04," "
12, 9000000 ,375.94," "
13, 9000000 ,432.776," "
14, 9000000 ,461.609," "
15, 9000000 ,319.138," "
16, 9000000 ,367.092," "
1, 10000000 ,64.2591," "
2, 10000000 ,98.0065," "
3, 10000000 ,147.275," "
4, 10000000 ,183.496," "
5, 10000000 ,218.022," "
6, 10000000 ,268.889," "
7, 10000000 ,286.533," "
8, 10000000 ,315.946," "
9, 10000000 ,352.896," "
10, 10000000 ,376.308," "
11, 10000000 ,405.4," "
12, 10000000 ,421.07," "
13, 10000000 ,455.498," "
14, 10000000 ,430.589," "
15, 10000000 ,320.513," "
16, 10000000 ,508.259," "
1, 1000000 ,38.1752," "
2, 1000000 ,66.7869," "
3, 1000000 ,87.3362," "
4, 1000000 ,105.91," "
5, 1000000 ,117.055," "
6, 1000000 ,131.475," "
7, 1000000 ,134.372," "
8, 1000000 ,142.613," "
9, 1000000 ,69.5749," "
10, 1000000 ,152.835," "
11, 1000000 ,135.026," "
12, 1000000 ,154.345," "
13, 1000000 ,125.282," "
14, 1000000 ,158.907," "
15, 1000000 ,95.2925," "
16, 1000000 ,140.845," "
1, 2000000 ,43.9068," "
2, 2000000 ,79.2299," "
3, 2000000 ,107.793," "
4, 2000000 ,130.149," "
5, 2000000 ,155.836," "
6, 2000000 ,172.965," "
7, 2000000 ,194.42," "
8, 2000000 ,202.737," "
9, 2000000 ,195.408," "
10, 2000000 ,214.846," "
11, 2000000 ,227.868," "
12, 2000000 ,256.805," "
13, 2000000 ,237.784," "
14, 2000000 ,179.565," "
15, 2000000 ,257.334," "
16, 2000000 ,256.674," "
1, 3000000 ,47.1468," "
2, 3000000 ,85.6067," "
3, 3000000 ,117.943," "
4, 3000000 ,143.266," "
5, 3000000 ,173.26," "
6, 3000000 ,199.574," "
7, 3000000 ,219.443," "
8, 3000000 ,231.911," "
9, 3000000 ,250.71," "
10, 3000000 ,271.321," "
11, 3000000 ,230.503," "
12, 3000000 ,273.373," "
13, 3000000 ,305.623," "
14, 3000000 ,291.971," "
15, 3000000 ,312.5," "
16, 3000000 ,298.805," "
1, 4000000 ,51.6836," "
2, 4000000 ,89.7283," "
3, 4000000 ,122.669," "
4, 4000000 ,154.291," "
5, 4000000 ,180.237," "
6, 4000000 ,208.062," "
7, 4000000 ,235.752," "
8, 4000000 ,258.314," "
9, 4000000 ,254.243," "
10, 4000000 ,290.994," "
11, 4000000 ,306.396," "
12, 4000000 ,290.55," "
13, 4000000 ,338.295," "
14, 4000000 ,232.666," "
15, 4000000 ,363.537," "
16, 4000000 ,246.822," "
1, 5000000 ,53.4897," "
2, 5000000 ,94.3681," "
3, 5000000 ,128.199," "
4, 5000000 ,162.861," "
5, 5000000 ,190.462," "
6, 5000000 ,218.799," "
7, 5000000 ,248.004," "
8, 5000000 ,264.033," "
9, 5000000 ,293.824," "
10, 5000000 ,320.554," "
11, 5000000 ,316.676," "
12, 5000000 ,344.756," "
13, 5000000 ,295.09," "
14, 5000000 ,378.072," "
15, 5000000 ,249.128," "
16, 5000000 ,387.687," "
1, 6000000 ,56.1414," "
2, 6000000 ,94.8287," "
3, 6000000 ,133.28," "
4, 6000000 ,166.885," "
5, 6000000 ,197.941," "
6, 6000000 ,228.232," "
7, 6000000 ,257.069," "
8, 6000000 ,287.811," "
9, 6000000 ,305.686," "
10, 6000000 ,290.824," "
11, 6000000 ,347.584," "
12, 6000000 ,313.939," "
13, 6000000 ,392.516," "
14, 6000000 ,381.509," "
15, 6000000 ,397.377," "
16, 6000000 ,156.323," "
1, 7000000 ,59.0583," "
2, 7000000 ,100.857," "
3, 7000000 ,136.181," "
4, 7000000 ,173.409," "
5, 7000000 ,204.332," "
6, 7000000 ,235.952," "
7, 7000000 ,233.973," "
8, 7000000 ,293.489," "
9, 7000000 ,320.102," "
10, 7000000 ,225.269," "
11, 7000000 ,335.089," "
12, 7000000 ,389.907," "
13, 7000000 ,384.278," "
14, 7000000 ,389.95," "
15, 7000000 ,398.27," "
16, 7000000 ,285.866," "
1, 8000000 ,60.3305," "
2, 8000000 ,99.0307," "
3, 8000000 ,139.298," "
4, 8000000 ,175.431," "
5, 8000000 ,211.786," "
6, 8000000 ,240.146," "
7, 8000000 ,273.177," "
8, 8000000 ,286.01," "
9, 8000000 ,330.92," "
10, 8000000 ,316.669," "
11, 8000000 ,291.45," "
12, 8000000 ,400.882," "
13, 8000000 ,269.714," "
14, 8000000 ,390.568," "
15, 8000000 ,352.299," "
16, 8000000 ,489.327," "
1, 9000000 ,58.5716," "
2, 9000000 ,106.45," "
3, 9000000 ,142.746," "
4, 9000000 ,180.886," "
5, 9000000 ,213.858," "
6, 9000000 ,250.738," "
7, 9000000 ,278.819," "
8, 9000000 ,309.992," "
9, 9000000 ,332.754," "
10, 9000000 ,363.783," "
11, 9000000 ,392.739," "
12, 9000000 ,367.182," "
13, 9000000 ,432.838," "
14, 9000000 ,458.155," "
15, 9000000 ,478.088," "
16, 9000000 ,489.929," "
1, 10000000 ,60.7393," "
2, 10000000 ,106.72," "
3, 10000000 ,147.31," "
4, 10000000 ,182.765," "
5, 10000000 ,220.897," "
6, 10000000 ,252.302," "
7, 10000000 ,286.812," "
8, 10000000 ,321.099," "
9, 10000000 ,347.21," "
10, 10000000 ,374.925," "
11, 10000000 ,405.778," "
12, 10000000 ,436.357," "
13, 10000000 ,405.17," "
14, 10000000 ,435.388," "
15, 10000000 ,320.523," "
16, 10000000 ,279.189," "
1, 1000000 ,38.3156," "
2, 1000000 ,68.5965," "
3, 1000000 ,83.5282," "
4, 1000000 ,104.756," "
5, 1000000 ,120.294," "
6, 1000000 ,129.299," "
7, 1000000 ,136.258," "
8, 1000000 ,140.351," "
9, 1000000 ,138.87," "
10, 1000000 ,108.992," "
11, 1000000 ,154.297," "
12, 1000000 ,156.152," "
13, 1000000 ,161.708," "
14, 1000000 ,129.618," "
15, 1000000 ,157.183," "
16, 1000000 ,125.992," "
1, 2000000 ,44.6788," "
2, 2000000 ,79.8403," "
3, 2000000 ,106.146," "
4, 2000000 ,133.815," "
5, 2000000 ,150.5," "
6, 2000000 ,171.497," "
7, 2000000 ,189.573," "
8, 2000000 ,199.581," "
9, 2000000 ,217.061," "
10, 2000000 ,210.327," "
11, 2000000 ,213.812," "
12, 2000000 ,235.405," "
13, 2000000 ,127.943," "
14, 2000000 ,156.372," "
15, 2000000 ,101.874," "
16, 2000000 ,153.645," "
1, 3000000 ,47.047," "
2, 3000000 ,86.2242," "
3, 3000000 ,116.234," "
4, 3000000 ,143.74," "
5, 3000000 ,177.054," "
6, 3000000 ,198.282," "
7, 3000000 ,216.232," "
8, 3000000 ,231.803," "
9, 3000000 ,128.309," "
10, 3000000 ,259.112," "
11, 3000000 ,267.308," "
12, 3000000 ,288.878," "
13, 3000000 ,272.059," "
14, 3000000 ,309.406," "
15, 3000000 ,305.095," "
16, 3000000 ,219.523," "
1, 4000000 ,51.6409," "
2, 4000000 ,87.2277," "
3, 4000000 ,122.41," "
4, 4000000 ,153.858," "
5, 4000000 ,184.775," "
6, 4000000 ,212.97," "
7, 4000000 ,247.234," "
8, 4000000 ,258.933," "
9, 4000000 ,277.971," "
10, 4000000 ,285.185," "
11, 4000000 ,309.454," "
12, 4000000 ,322.061," "
13, 4000000 ,317.007," "
14, 4000000 ,227.182," "
15, 4000000 ,367.918," "
16, 4000000 ,349.926," "
1, 5000000 ,53.2362," "
2, 5000000 ,94.9127," "
3, 5000000 ,128.422," "
4, 5000000 ,160.699," "
5, 5000000 ,201.329," "
6, 5000000 ,219.635," "
7, 5000000 ,249.227," "
8, 5000000 ,274.318," "
9, 5000000 ,284.042," "
10, 5000000 ,309.004," "
11, 5000000 ,327.783," "
12, 5000000 ,341.951," "
13, 5000000 ,365.31," "
14, 5000000 ,389.438," "
15, 5000000 ,386.429," "
16, 5000000 ,339.697," "
1, 6000000 ,55.4672," "
2, 6000000 ,98.3961," "
3, 6000000 ,133.941," "
4, 6000000 ,167.696," "
5, 6000000 ,196.689," "
6, 6000000 ,230.229," "
7, 6000000 ,260.462," "
8, 6000000 ,285.415," "
9, 6000000 ,307.771," "
10, 6000000 ,324.342," "
11, 6000000 ,354.715," "
12, 6000000 ,358.938," "
13, 6000000 ,236.574," "
14, 6000000 ,252.674," "
15, 6000000 ,424.959," "
16, 6000000 ,387.797," "
1, 7000000 ,55.5803," "
2, 7000000 ,100.849," "
3, 7000000 ,136.703," "
4, 7000000 ,171.028," "
5, 7000000 ,205.628," "
6, 7000000 ,240.055," "
7, 7000000 ,265.705," "
8, 7000000 ,288.743," "
9, 7000000 ,313.255," "
10, 7000000 ,307.53," "
11, 7000000 ,368.479," "
12, 7000000 ,243.775," "
13, 7000000 ,413.467," "
14, 7000000 ,363.523," "
15, 7000000 ,442.87," "
16, 7000000 ,286.58," "
1, 8000000 ,59.7037," "
2, 8000000 ,104.224," "
3, 8000000 ,140.472," "
4, 8000000 ,175.131," "
5, 8000000 ,204.761," "
6, 8000000 ,242.77," "
7, 8000000 ,259.816," "
8, 8000000 ,299.188," "
9, 8000000 ,326.958," "
10, 8000000 ,350.293," "
11, 8000000 ,378.179," "
12, 8000000 ,356.332," "
13, 8000000 ,403.226," "
14, 8000000 ,393.043," "
15, 8000000 ,287.387," "
16, 8000000 ,441.647," "
1, 9000000 ,64.7361," "
2, 9000000 ,103.984," "
3, 9000000 ,152.292," "
4, 9000000 ,180.307," "
5, 9000000 ,215.729," "
6, 9000000 ,238.632," "
7, 9000000 ,278.707," "
8, 9000000 ,307.966," "
9, 9000000 ,339.392," "
10, 9000000 ,362.479," "
11, 9000000 ,412.352," "
12, 9000000 ,414.498," "
13, 9000000 ,427.614," "
14, 9000000 ,438.49," "
15, 9000000 ,487.964," "
16, 9000000 ,300.682," "
1, 10000000 ,68.1677," "
2, 10000000 ,106.667," "
3, 10000000 ,146.957," "
4, 10000000 ,183.204," "
5, 10000000 ,217.188," "
6, 10000000 ,253.286," "
7, 10000000 ,285.853," "
8, 10000000 ,291.886," "
9, 10000000 ,346.885," "
10, 10000000 ,374.967," "
11, 10000000 ,458.968," "
12, 10000000 ,392.912," "
13, 10000000 ,452.796," "
14, 10000000 ,403.307," "
15, 10000000 ,497.76," "
16, 10000000 ,524.191," "
1, 1000000 ,39.7535," "
2, 1000000 ,68.1617," "
3, 1000000 ,88.2613," "
4, 1000000 ,94.3752," "
5, 1000000 ,111.284," "
6, 1000000 ,128.717," "
7, 1000000 ,137.893," "
8, 1000000 ,137.268," "
9, 1000000 ,147.449," "
10, 1000000 ,150.263," "
11, 1000000 ,152.555," "
12, 1000000 ,96.8804," "
13, 1000000 ,156.397," "
14, 1000000 ,148.017," "
15, 1000000 ,155.424," "
16, 1000000 ,66.0851," "
1, 2000000 ,43.572," "
2, 2000000 ,80.3665," "
3, 2000000 ,106.718," "
4, 2000000 ,129.702," "
5, 2000000 ,152.544," "
6, 2000000 ,175.269," "
7, 2000000 ,188.911," "
8, 2000000 ,201.715," "
9, 2000000 ,119.296," "
10, 2000000 ,220.58," "
11, 2000000 ,214.362," "
12, 2000000 ,242.512," "
13, 2000000 ,127.17," "
14, 2000000 ,231.16," "
15, 2000000 ,208.16," "
16, 2000000 ,195.484," "
1, 3000000 ,47.7912," "
2, 3000000 ,85.436," "
3, 3000000 ,116.275," "
4, 3000000 ,145.652," "
5, 3000000 ,167.663," "
6, 3000000 ,180.343," "
7, 3000000 ,222.124," "
8, 3000000 ,231.696," "
9, 3000000 ,247.913," "
10, 3000000 ,261.598," "
11, 3000000 ,278.577," "
12, 3000000 ,294.58," "
13, 3000000 ,310.302," "
14, 3000000 ,308.896," "
15, 3000000 ,286.506," "
16, 3000000 ,221.598," "
1, 4000000 ,53.3205," "
2, 4000000 ,90.3444," "
3, 4000000 ,121.466," "
4, 4000000 ,154.291," "
5, 4000000 ,183.722," "
6, 4000000 ,210.228," "
7, 4000000 ,235.433," "
8, 4000000 ,254.761," "
9, 4000000 ,271.095," "
10, 4000000 ,289.289," "
11, 4000000 ,257.218," "
12, 4000000 ,318.624," "
13, 4000000 ,273.336," "
14, 4000000 ,173.085," "
15, 4000000 ,358.102," "
16, 4000000 ,372.752," "
1, 5000000 ,53.8283," "
2, 5000000 ,93.5331," "
3, 5000000 ,130.45," "
4, 5000000 ,163.196," "
5, 5000000 ,193.678," "
6, 5000000 ,222.163," "
7, 5000000 ,245.712," "
8, 5000000 ,272.405," "
9, 5000000 ,291.223," "
10, 5000000 ,316.536," "
11, 5000000 ,266.099," "
12, 5000000 ,348.408," "
13, 5000000 ,381.679," "
14, 5000000 ,205.905," "
15, 5000000 ,401.413," "
16, 5000000 ,377.672," "
1, 6000000 ,48.2218," "
2, 6000000 ,98.1611," "
3, 6000000 ,133.067," "
4, 6000000 ,167.205," "
5, 6000000 ,200.26," "
6, 6000000 ,227.713," "
7, 6000000 ,257.599," "
8, 6000000 ,286.164," "
9, 6000000 ,313.496," "
10, 6000000 ,338.162," "
11, 6000000 ,356.845," "
12, 6000000 ,374.042," "
13, 6000000 ,390.65," "
14, 6000000 ,408.775," "
15, 6000000 ,374.368," "
16, 6000000 ,276.727," "
1, 7000000 ,58.4327," "
2, 7000000 ,101.311," "
3, 7000000 ,130.415," "
4, 7000000 ,172.529," "
5, 7000000 ,203.223," "
6, 7000000 ,234.545," "
7, 7000000 ,265.443," "
8, 7000000 ,295.671," "
9, 7000000 ,306.493," "
10, 7000000 ,341.563," "
11, 7000000 ,370.096," "
12, 7000000 ,220.403," "
13, 7000000 ,394.544," "
14, 7000000 ,398.838," "
15, 7000000 ,448.804," "
16, 7000000 ,300.881," "
1, 8000000 ,60.3104," "
2, 8000000 ,100.883," "
3, 8000000 ,139.254," "
4, 8000000 ,176.71," "
5, 8000000 ,209.139," "
6, 8000000 ,243.984," "
7, 8000000 ,258.749," "
8, 8000000 ,300.786," "
9, 8000000 ,326.437," "
10, 8000000 ,351.262," "
11, 8000000 ,380.68," "
12, 8000000 ,370.028," "
13, 8000000 ,430.478," "
14, 8000000 ,440.82," "
15, 8000000 ,460.326," "
16, 8000000 ,482.8," "
1, 9000000 ,62.3359," "
2, 9000000 ,107.423," "
3, 9000000 ,143.749," "
4, 9000000 ,182.626," "
5, 9000000 ,213.316," "
6, 9000000 ,249.501," "
7, 9000000 ,275.322," "
8, 9000000 ,307.44," "
9, 9000000 ,336.147," "
10, 9000000 ,360.115," "
11, 9000000 ,390.693," "
12, 9000000 ,416.05," "
13, 9000000 ,442.391," "
14, 9000000 ,462.963," "
15, 9000000 ,474.984," "
16, 9000000 ,299.172," "
1, 10000000 ,63.7357," "
2, 10000000 ,106.805," "
3, 10000000 ,137.878," "
4, 10000000 ,182.246," "
5, 10000000 ,218.962," "
6, 10000000 ,241.249," "
7, 10000000 ,287.836," "
8, 10000000 ,309.626," "
9, 10000000 ,345.03," "
10, 10000000 ,380.706," "
11, 10000000 ,396.511," "
12, 10000000 ,427.917," "
13, 10000000 ,303.527," "
14, 10000000 ,488.544," "
15, 10000000 ,430.478," "
16, 10000000 ,307.872," "
