num_threads,vector_size,mfc/s
1, 1000000 ,38.4571," "
2, 1000000 ,68.5448," "
3, 1000000 ,86.5501," "
4, 1000000 ,105.485," "
5, 1000000 ,122.669," "
6, 1000000 ,130.073," "
7, 1000000 ,139.997," "
8, 1000000 ,141.743," "
9, 1000000 ,146.049," "
10, 1000000 ,151.538," "
11, 1000000 ,152.579," "
12, 1000000 ,153.61," "
13, 1000000 ,158.529," "
14, 1000000 ,161.212," "
15, 1000000 ,155.909," "
16, 1000000 ,106.998," "
1, 2000000 ,48.0054," "
2, 2000000 ,79.6147," "
3, 2000000 ,106.94," "
4, 2000000 ,129.66," "
5, 2000000 ,141.543," "
6, 2000000 ,169.076," "
7, 2000000 ,189.97," "
8, 2000000 ,203.915," "
9, 2000000 ,217.604," "
10, 2000000 ,199.72," "
11, 2000000 ,228.702," "
12, 2000000 ,220.507," "
13, 2000000 ,241.429," "
14, 2000000 ,215.796," "
15, 2000000 ,230.229," "
16, 2000000 ,161.996," "
1, 3000000 ,50.1664," "
2, 3000000 ,84.2839," "
3, 3000000 ,125.366," "
4, 3000000 ,144.739," "
5, 3000000 ,171.34," "
6, 3000000 ,197.707," "
7, 3000000 ,216.497," "
8, 3000000 ,236.986," "
9, 3000000 ,199.243," "
10, 3000000 ,269.227," "
11, 3000000 ,281.268," "
12, 3000000 ,172.325," "
13, 3000000 ,273.299," "
14, 3000000 ,304.754," "
15, 3000000 ,304.909," "
16, 3000000 ,246.245," "
1, 4000000 ,50.3981," "
2, 4000000 ,88.6073," "
3, 4000000 ,121.629," "
4, 4000000 ,154.991," "
5, 4000000 ,178.364," "
6, 4000000 ,210.228," "
7, 4000000 ,233.959," "
8, 4000000 ,271.739," "
9, 4000000 ,284.212," "
10, 4000000 ,282.187," "
11, 4000000 ,314.985," "
12, 4000000 ,320.693," "
13, 4000000 ,317.99," "
14, 4000000 ,334.308," "
15, 4000000 ,367.444," "
16, 4000000 ,268.763," "
1, 5000000 ,53.0228," "
2, 5000000 ,94.1017," "
3, 5000000 ,126.378," "
4, 5000000 ,161.176," "
5, 5000000 ,200.232," "
6, 5000000 ,219.655," "
7, 5000000 ,249.501," "
8, 5000000 ,274.952," "
9, 5000000 ,296.086," "
10, 5000000 ,313.303," "
11, 5000000 ,326.413," "
12, 5000000 ,324.128," "
13, 5000000 ,359.868," "
14, 5000000 ,384.586," "
15, 5000000 ,450.248," "
16, 5000000 ,269.266," "
1, 6000000 ,55.8628," "
2, 6000000 ,97.6165," "
3, 6000000 ,116.119," "
4, 6000000 ,166.205," "
5, 6000000 ,197.064," "
6, 6000000 ,226.732," "
7, 6000000 ,258.654," "
8, 6000000 ,283.032," "
9, 6000000 ,302.45," "
10, 6000000 ,295.479," "
11, 6000000 ,353.44," "
12, 6000000 ,373.204," "
13, 6000000 ,266.56," "
14, 6000000 ,392.413," "
15, 6000000 ,346.4," "
16, 6000000 ,264.936," "
1, 7000000 ,58.5524," "
2, 7000000 ,101.016," "
3, 7000000 ,135.762," "
4, 7000000 ,171.003," "
5, 7000000 ,201.549," "
6, 7000000 ,236.423," "
7, 7000000 ,261.624," "
8, 7000000 ,295.384," "
9, 7000000 ,311.637," "
10, 7000000 ,353.5," "
11, 7000000 ,324.149," "
12, 7000000 ,384.742," "
13, 7000000 ,249.929," "
14, 7000000 ,413.101," "
15, 7000000 ,269.086," "
16, 7000000 ,496.63," "
1, 8000000 ,61.037," "
2, 8000000 ,101.185," "
3, 8000000 ,129.611," "
4, 8000000 ,176.134," "
5, 8000000 ,212.145," "
6, 8000000 ,241.94," "
7, 8000000 ,273.944," "
8, 8000000 ,300.639," "
9, 8000000 ,329.042," "
10, 8000000 ,357.59," "
11, 8000000 ,341.21," "
12, 8000000 ,310.017," "
13, 8000000 ,270.261," "
14, 8000000 ,451.213," "
15, 8000000 ,282.227," "
16, 8000000 ,347.856," "
1, 9000000 ,62.2708," "
2, 9000000 ,105.359," "
3, 9000000 ,142.043," "
4, 9000000 ,181.704," "
5, 9000000 ,212.897," "
6, 9000000 ,248.763," "
7, 9000000 ,277.769," "
8, 9000000 ,303.592," "
9, 9000000 ,323.497," "
10, 9000000 ,363.842," "
11, 9000000 ,384.369," "
12, 9000000 ,279.156," "
13, 9000000 ,421.388," "
14, 9000000 ,464.924," "
15, 9000000 ,476.367," "
16, 9000000 ,410.809," "
1, 10000000 ,57.3589," "
2, 10000000 ,106.163," "
3, 10000000 ,147.582," "
4, 10000000 ,166.478," "
5, 10000000 ,220.337," "
6, 10000000 ,251.326," "
7, 10000000 ,287.488," "
8, 10000000 ,312.93," "
9, 10000000 ,350.054," "
10, 10000000 ,376.733," "
11, 10000000 ,382.76," "
12, 10000000 ,422.119," "
13, 10000000 ,432.9," "
14, 10000000 ,461.467," "
15, 10000000 ,408.28," "
16, 10000000 ,495.786," "
