num_threads,vector_size,mfc/s,hpx_counter
1, 1000000 ,14.4728,"
/threads{locality#0/total/total}/idle-rate,1,1.076314,[s],9712,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.076353,[s],9712,[0.01%] "
2, 1000000 ,16.1894,"
/threads{locality#0/total/total}/idle-rate,1,1.055050,[s],9847,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.055021,[s],9861,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.055002,[s],9831,[0.01%] "
3, 1000000 ,18.4983,"
/threads{locality#0/total/total}/idle-rate,1,1.051994,[s],9903,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.051917,[s],9901,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.051962,[s],9929,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.051870,[s],9875,[0.01%] "
4, 1000000 ,18.9286,"
/threads{locality#0/total/total}/idle-rate,1,1.048593,[s],9928,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.048555,[s],9948,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.048653,[s],9948,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.048653,[s],9893,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.048714,[s],9922,[0.01%] "
5, 1000000 ,19.4928,"
/threads{locality#0/total/total}/idle-rate,1,1.045450,[s],9944,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.045523,[s],9963,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.045467,[s],9954,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.045353,[s],9960,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.045516,[s],9912,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.045664,[s],9931,[0.01%] "
6, 1000000 ,19.9589,"
/threads{locality#0/total/total}/idle-rate,1,1.039983,[s],9955,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.039478,[s],9958,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.039958,[s],9947,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.039861,[s],9966,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.039666,[s],9968,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.039909,[s],9968,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.039708,[s],9922,[0.01%] "
7, 1000000 ,19.9677,"
/threads{locality#0/total/total}/idle-rate,1,1.037237,[s],9964,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.037124,[s],9953,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.036614,[s],9971,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.036939,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.037016,[s],9930,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.036728,[s],9973,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.037089,[s],9973,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.036796,[s],9972,[0.01%] "
8, 1000000 ,18.422,"
/threads{locality#0/total/total}/idle-rate,1,1.058405,[s],9962,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.058771,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.058603,[s],9928,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.058537,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.058992,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.058731,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.058859,[s],9971,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.058805,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.058624,[s],9952,[0.01%] "
9, 1000000 ,19.725,"
/threads{locality#0/total/total}/idle-rate,1,1.058913,[s],9966,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.058047,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.057978,[s],9927,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.059073,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.058231,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.058843,[s],9974,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.058199,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.058097,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.058445,[s],9972,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.058969,[s],9944,[0.01%] "
10, 1000000 ,20.5301,"
/threads{locality#0/total/total}/idle-rate,1,1.054189,[s],9967,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.053372,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.053845,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.053514,[s],9932,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.053647,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.053646,[s],8282,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.053878,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.054146,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.054252,[s],9980,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.054263,[s],9943,[0.01%]
/threads{locality#0/pool#default/worker-thread#9}/idle-rate,1,1.053332,[s],9978,[0.01%] "
11, 1000000 ,20.7262,"
/threads{locality#0/total/total}/idle-rate,1,1.052702,[s],9971,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.052635,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.052749,[s],9936,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.052906,[s],9984,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.053071,[s],9981,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.053398,[s],9984,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.053011,[s],8107,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.053391,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.053178,[s],9983,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.052871,[s],9974,[0.01%]
/threads{locality#0/pool#default/worker-thread#9}/idle-rate,1,1.053067,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#10}/idle-rate,1,1.053629,[s],9978,[0.01%] "
