num_threads,vector_size,mfc/s,hpx_counter
1, 1000000 ,14.9082,"
/threads{locality#0/total/total}/idle-rate,1,1.062037,[s],9727,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.062073,[s],9727,[0.01%] "
2, 1000000 ,17.4782,"
/threads{locality#0/total/total}/idle-rate,1,1.052469,[s],9856,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.052478,[s],9848,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.052502,[s],9861,[0.01%] "
3, 1000000 ,18.7786,"
/threads{locality#0/total/total}/idle-rate,1,1.049017,[s],9909,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.048946,[s],9903,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.048989,[s],9890,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.049003,[s],9932,[0.01%] "
4, 1000000 ,19.5526,"
/threads{locality#0/total/total}/idle-rate,1,1.048008,[s],9928,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.048212,[s],9944,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.048083,[s],9922,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.048122,[s],9904,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.048254,[s],9942,[0.01%] "
5, 1000000 ,19.2182,"
/threads{locality#0/total/total}/idle-rate,1,1.047893,[s],9938,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.048047,[s],9949,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.047989,[s],9953,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.047915,[s],9959,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.048033,[s],9902,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.048361,[s],9927,[0.01%] "
6, 1000000 ,19.5053,"
/threads{locality#0/total/total}/idle-rate,1,1.042772,[s],9952,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.042166,[s],9966,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.042523,[s],9962,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.042241,[s],9963,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.042430,[s],9943,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.042534,[s],9919,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.042525,[s],9959,[0.01%] "
7, 1000000 ,19.6649,"
/threads{locality#0/total/total}/idle-rate,1,1.042584,[s],9958,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.042176,[s],9938,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.042270,[s],9968,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.042750,[s],9925,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.042373,[s],9967,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.042686,[s],9973,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.042559,[s],9966,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.042461,[s],9968,[0.01%] "
8, 1000000 ,20.236,"
/threads{locality#0/total/total}/idle-rate,1,1.058320,[s],9964,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.058766,[s],9972,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.058445,[s],9946,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.058678,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.058611,[s],9976,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.058710,[s],9973,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.058407,[s],9926,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.058645,[s],9972,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.058502,[s],9975,[0.01%] "
9, 1000000 ,19.7718,"
/threads{locality#0/total/total}/idle-rate,1,1.057209,[s],9949,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.056838,[s],9970,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.056018,[s],9933,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.056580,[s],9978,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.056913,[s],9860,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.057099,[s],7966,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.056699,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.057256,[s],9974,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.056890,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.056447,[s],9967,[0.01%] "
10, 1000000 ,17.5015,"
/threads{locality#0/total/total}/idle-rate,1,1.057856,[s],9966,[0.01%]
/threads{locality#0/pool#default/worker-thread#0}/idle-rate,1,1.057063,[s],9972,[0.01%]
/threads{locality#0/pool#default/worker-thread#1}/idle-rate,1,1.056983,[s],9977,[0.01%]
/threads{locality#0/pool#default/worker-thread#2}/idle-rate,1,1.057323,[s],9979,[0.01%]
/threads{locality#0/pool#default/worker-thread#3}/idle-rate,1,1.057554,[s],9955,[0.01%]
/threads{locality#0/pool#default/worker-thread#4}/idle-rate,1,1.057816,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#5}/idle-rate,1,1.057665,[s],9975,[0.01%]
/threads{locality#0/pool#default/worker-thread#6}/idle-rate,1,1.057202,[s],6570,[0.01%]
/threads{locality#0/pool#default/worker-thread#7}/idle-rate,1,1.057491,[s],9973,[0.01%]
/threads{locality#0/pool#default/worker-thread#8}/idle-rate,1,1.057139,[s],9968,[0.01%]
/threads{locality#0/pool#default/worker-thread#9}/idle-rate,1,1.057158,[s],9974,[0.01%] "
